السنة ,الربع,المنطقة ,المدينة ,نوع العقار ,مجموع الصفقات,المتوسط
2024,2,مكة المكرمة,جدة,استديو - سكني,3776,17012.312806
2024,2,مكة المكرمة,خليص,استديو - سكني,4,14600
2024,2,مكة المكرمة,رابغ,استديو - سكني,182,13572.972972
2024,2,مكة المكرمة,مكة المكرمة,استديو - سكني,1079,13984.266917
2024,2,مكة المكرمة,أضم,دوبلاكس - سكني,1,18000
2024,2,مكة المكرمة,الطائف,دوبلاكس - سكني,7,26785.714285
2024,2,مكة المكرمة,القنفذة,دوبلاكس - سكني,1,12000
2024,2,مكة المكرمة,جدة,دوبلاكس - سكني,350,84001.324894
2024,2,مكة المكرمة,مكة المكرمة,دوبلاكس - سكني,7,38166.666666
2024,2,مكة المكرمة,الجموم,دور - سكني,24,11950
2024,2,مكة المكرمة,الجموم - بحرة,دور - سكني,33,18013.793103
2024,2,مكة المكرمة,الخرمة,دور - سكني,21,15442.105263
2024,2,مكة المكرمة,الطائف,دور - سكني,681,17489.855633
2024,2,مكة المكرمة,العرضيات - نمرة,دور - سكني,1,18000
2024,2,مكة المكرمة,القنفذة,دور - سكني,3,12000
2024,2,مكة المكرمة,القنفذة - القوز,دور - سكني,2,9000
2024,2,مكة المكرمة,الليث,دور - سكني,5,28500
2024,2,مكة المكرمة,الموية,دور - سكني,5,12960
2024,2,مكة المكرمة,تربة,دور - سكني,20,13658.823529
2024,2,مكة المكرمة,ثول,دور - سكني,1,12000
2024,2,مكة المكرمة,جدة,دور - سكني,917,31390.135014
2024,2,مكة المكرمة,خليص,دور - سكني,2,21000
2024,2,مكة المكرمة,رابغ,دور - سكني,10,19712.5
2024,2,مكة المكرمة,رنية,دور - سكني,15,16276.923076
2024,2,مكة المكرمة,مكة المكرمة,دور - سكني,694,19643.7737
2024,2,مكة المكرمة,أضم,شقة - سكني,116,12045.277227
2024,2,مكة المكرمة,الجموم,شقة - سكني,613,14141.861682
2024,2,مكة المكرمة,الجموم - بحرة,شقة - سكني,824,16836.432576
2024,2,مكة المكرمة,الخرمة,شقة - سكني,385,12060.122699
2024,2,مكة المكرمة,الطائف,شقة - سكني,15089,14746.806203
2024,2,مكة المكرمة,العرضيات - نمرة,شقة - سكني,255,14119.828193
2024,2,مكة المكرمة,القنفذة,شقة - سكني,1611,14764.126213
2024,2,مكة المكرمة,القنفذة - القوز,شقة - سكني,674,12637.157534
2024,2,مكة المكرمة,الليث,شقة - سكني,839,14203.681883
2024,2,مكة المكرمة,الموية,شقة - سكني,98,11573.825
2024,2,مكة المكرمة,تربة,شقة - سكني,638,10119.614864
2024,2,مكة المكرمة,ثول,شقة - سكني,175,17464.438095
2024,2,مكة المكرمة,جدة,شقة - سكني,86154,23672.187199
2024,2,مكة المكرمة,خليص,شقة - سكني,387,13873.949579
2024,2,مكة المكرمة,رابغ,شقة - سكني,1562,13090.260714
2024,2,مكة المكرمة,رنية,شقة - سكني,445,14072.883597
2024,2,مكة المكرمة,مكة المكرمة,شقة - سكني,29941,16614.593423
2024,2,مكة المكرمة,الجموم,فيلا - سكني,3,24333.333333
2024,2,مكة المكرمة,الجموم - بحرة,فيلا - سكني,27,23576
2024,2,مكة المكرمة,الطائف,فيلا - سكني,75,28288.135593
2024,2,مكة المكرمة,العرضيات - نمرة,فيلا - سكني,1,12000
2024,2,مكة المكرمة,القنفذة,فيلا - سكني,2,21000
2024,2,مكة المكرمة,الليث,فيلا - سكني,1,16800
2024,2,مكة المكرمة,تربة,فيلا - سكني,4,16500
2024,2,مكة المكرمة,ثول,فيلا - سكني,3,15200
2024,2,مكة المكرمة,جدة,فيلا - سكني,2282,80438.196028
2024,2,مكة المكرمة,خليص,فيلا - سكني,1,12000
2024,2,مكة المكرمة,رابغ,فيلا - سكني,2,40000
2024,2,مكة المكرمة,رنية,فيلا - سكني,3,11333.333333
2024,2,مكة المكرمة,مكة المكرمة,فيلا - سكني,221,40668.657718
2024,2,مكة المكرمة,أضم,محل - تجاري,29,307.904629
2024,2,مكة المكرمة,الجموم,محل - تجاري,145,434.536274
2024,2,مكة المكرمة,الجموم - بحرة,محل - تجاري,140,570.941738
2024,2,مكة المكرمة,الخرمة,محل - تجاري,74,333.433783
2024,2,مكة المكرمة,الطائف,محل - تجاري,2945,559.840534
2024,2,مكة المكرمة,العرضيات - نمرة,محل - تجاري,56,438.339615
2024,2,مكة المكرمة,القنفذة,محل - تجاري,172,540.674812
2024,2,مكة المكرمة,القنفذة - القوز,محل - تجاري,153,518.179975
2024,2,مكة المكرمة,الليث,محل - تجاري,64,404.293457
2024,2,مكة المكرمة,الموية,محل - تجاري,7,919.716554
2024,2,مكة المكرمة,تربة,محل - تجاري,96,323.967004
2024,2,مكة المكرمة,ثول,محل - تجاري,63,562.765086
2024,2,مكة المكرمة,جدة,محل - تجاري,10255,987.78158
2024,2,مكة المكرمة,خليص,محل - تجاري,53,353.464868
2024,2,مكة المكرمة,رابغ,محل - تجاري,219,451.958323
2024,2,مكة المكرمة,رنية,محل - تجاري,115,231.35404
2024,2,مكة المكرمة,مكة المكرمة,محل - تجاري,4616,1179.461247
2024,2,مكة المكرمة,الجموم,معرض تجاري - تجاري,2,356.956875
2024,2,مكة المكرمة,الجموم - بحرة,معرض تجاري - تجاري,1,363.63636
2024,2,مكة المكرمة,الطائف,معرض تجاري - تجاري,128,768.166978
2024,2,مكة المكرمة,القنفذة,معرض تجاري - تجاري,37,401.46796
2024,2,مكة المكرمة,القنفذة - القوز,معرض تجاري - تجاري,1,300
2024,2,مكة المكرمة,الليث,معرض تجاري - تجاري,2,128.5
2024,2,مكة المكرمة,جدة,معرض تجاري - تجاري,3164,1109.645615
2024,2,مكة المكرمة,خليص,معرض تجاري - تجاري,1,68.18182
2024,2,مكة المكرمة,رابغ,معرض تجاري - تجاري,1,95.04951
2024,2,مكة المكرمة,رنية,معرض تجاري - تجاري,2,112.962965
2024,2,مكة المكرمة,مكة المكرمة,معرض تجاري - تجاري,368,1642.089522
2024,2,مكة المكرمة,أضم,مكتب - تجاري,1,200
2024,2,مكة المكرمة,الجموم,مكتب - تجاري,1,250
2024,2,مكة المكرمة,الطائف,مكتب - تجاري,80,298.598227
2024,2,مكة المكرمة,القنفذة,مكتب - تجاري,3,1032.464096
2024,2,مكة المكرمة,القنفذة - القوز,مكتب - تجاري,1,225
2024,2,مكة المكرمة,الليث,مكتب - تجاري,1,1162.7907
2024,2,مكة المكرمة,تربة,مكتب - تجاري,1,600
2024,2,مكة المكرمة,ثول,مكتب - تجاري,1,375
2024,2,مكة المكرمة,جدة,مكتب - تجاري,3476,512.822384
2024,2,مكة المكرمة,رابغ,مكتب - تجاري,8,239.591837
2024,2,مكة المكرمة,مكة المكرمة,مكتب - تجاري,574,391.560817
2024,3,مكة المكرمة,أضم,استديو - سكني,7,6685.714285
2024,3,مكة المكرمة,الجموم,استديو - سكني,3,10000
2024,3,مكة المكرمة,الجموم - بحرة,استديو - سكني,4,16400
2024,3,مكة المكرمة,الخرمة,استديو - سكني,4,8600
2024,3,مكة المكرمة,الطائف,استديو - سكني,506,10512.887788
2024,3,مكة المكرمة,العرضيات - نمرة,استديو - سكني,12,15840
2024,3,مكة المكرمة,القنفذة,استديو - سكني,52,12672.727272
2024,3,مكة المكرمة,القنفذة - القوز,استديو - سكني,55,11745.454545
2024,3,مكة المكرمة,الليث,استديو - سكني,27,13111.764705
2024,3,مكة المكرمة,تربة,استديو - سكني,11,8850
2024,3,مكة المكرمة,ثول,استديو - سكني,10,9125
2024,3,مكة المكرمة,جدة,استديو - سكني,4402,16419.703933
2024,3,مكة المكرمة,خليص,استديو - سكني,11,8866.666666
2024,3,مكة المكرمة,رابغ,استديو - سكني,153,11909.523809
2024,3,مكة المكرمة,مكة المكرمة,استديو - سكني,1329,11824.814726
2024,3,مكة المكرمة,الجموم - بحرة,دوبلاكس - سكني,1,12000
2024,3,مكة المكرمة,الطائف,دوبلاكس - سكني,4,24650
2024,3,مكة المكرمة,جدة,دوبلاكس - سكني,352,91181.383141
2024,3,مكة المكرمة,رابغ,دوبلاكس - سكني,1,18000
2024,3,مكة المكرمة,رنية,دوبلاكس - سكني,1,10800
2024,3,مكة المكرمة,مكة المكرمة,دوبلاكس - سكني,16,25153.846153
2024,3,مكة المكرمة,الجموم,دور - سكني,31,11585.185185
2024,3,مكة المكرمة,الجموم - بحرة,دور - سكني,42,18547.058823
2024,3,مكة المكرمة,الخرمة,دور - سكني,28,17304.347826
2024,3,مكة المكرمة,الطائف,دور - سكني,981,16744.703144
2024,3,مكة المكرمة,العرضيات - نمرة,دور - سكني,3,11866.666666
2024,3,مكة المكرمة,القنفذة,دور - سكني,5,38010
2024,3,مكة المكرمة,القنفذة - القوز,دور - سكني,5,12000
2024,3,مكة المكرمة,الليث,دور - سكني,6,15000
2024,3,مكة المكرمة,تربة,دور - سكني,36,14090.32258
2024,3,مكة المكرمة,ثول,دور - سكني,13,24666.5
2024,3,مكة المكرمة,جدة,دور - سكني,1174,32596.249084
2024,3,مكة المكرمة,خليص,دور - سكني,8,13425
2024,3,مكة المكرمة,رابغ,دور - سكني,14,21269.230769
2024,3,مكة المكرمة,رنية,دور - سكني,14,14783.333333
2024,3,مكة المكرمة,مكة المكرمة,دور - سكني,985,19880.751592
2024,3,مكة المكرمة,أضم,شقة - سكني,122,11754.322222
2024,3,مكة المكرمة,الجموم,شقة - سكني,872,14128.34777
2024,3,مكة المكرمة,الجموم - بحرة,شقة - سكني,1036,16370.005512
2024,3,مكة المكرمة,الخرمة,شقة - سكني,544,12423.580786
2024,3,مكة المكرمة,الطائف,شقة - سكني,19587,14731.9827
2024,3,مكة المكرمة,العرضيات - نمرة,شقة - سكني,490,14194.369369
2024,3,مكة المكرمة,القنفذة,شقة - سكني,2762,14997.567097
2024,3,مكة المكرمة,القنفذة - القوز,شقة - سكني,973,11883.839861
2024,3,مكة المكرمة,الليث,شقة - سكني,1674,14618.565813
2024,3,مكة المكرمة,الموية,شقة - سكني,113,10968.604651
2024,3,مكة المكرمة,تربة,شقة - سكني,1040,9423.005458
2024,3,مكة المكرمة,ثول,شقة - سكني,203,16029.5
2024,3,مكة المكرمة,جدة,شقة - سكني,103481,23578.059293
2024,3,مكة المكرمة,خليص,شقة - سكني,537,14113.022026
2024,3,مكة المكرمة,رابغ,شقة - سكني,2496,13077.367763
2024,3,مكة المكرمة,رنية,شقة - سكني,716,14047.698305
2024,3,مكة المكرمة,مكة المكرمة,شقة - سكني,40173,16454.699222
2024,3,مكة المكرمة,الجموم,فيلا - سكني,4,16350
2024,3,مكة المكرمة,الجموم - بحرة,فيلا - سكني,31,26028.571428
2024,3,مكة المكرمة,الطائف,فيلا - سكني,142,32870.433333
2024,3,مكة المكرمة,العرضيات - نمرة,فيلا - سكني,1,18000
2024,3,مكة المكرمة,القنفذة,فيلا - سكني,7,22187.5
2024,3,مكة المكرمة,تربة,فيلا - سكني,6,14600
2024,3,مكة المكرمة,ثول,فيلا - سكني,3,30000
2024,3,مكة المكرمة,جدة,فيلا - سكني,2592,82583.025795
2024,3,مكة المكرمة,رابغ,فيلا - سكني,9,36600
2024,3,مكة المكرمة,رنية,فيلا - سكني,6,21500
2024,3,مكة المكرمة,مكة المكرمة,فيلا - سكني,239,37123.993939
2024,3,مكة المكرمة,أضم,محل - تجاري,14,355.563097
2024,3,مكة المكرمة,الجموم,محل - تجاري,178,464.234642
2024,3,مكة المكرمة,الجموم - بحرة,محل - تجاري,169,581.554994
2024,3,مكة المكرمة,الخرمة,محل - تجاري,103,317.618239
2024,3,مكة المكرمة,الطائف,محل - تجاري,4340,613.893983
2024,3,مكة المكرمة,العرضيات - نمرة,محل - تجاري,56,377.99893
2024,3,مكة المكرمة,القنفذة,محل - تجاري,181,582.908594
2024,3,مكة المكرمة,القنفذة - القوز,محل - تجاري,133,554.575253
2024,3,مكة المكرمة,الليث,محل - تجاري,71,469.73173
2024,3,مكة المكرمة,الموية,محل - تجاري,6,416.642858
2024,3,مكة المكرمة,تربة,محل - تجاري,96,380.60029
2024,3,مكة المكرمة,ثول,محل - تجاري,68,648.208356
2024,3,مكة المكرمة,جدة,محل - تجاري,12470,1075.495686
2024,3,مكة المكرمة,خليص,محل - تجاري,82,322.526363
2024,3,مكة المكرمة,رابغ,محل - تجاري,319,457.217122
2024,3,مكة المكرمة,رنية,محل - تجاري,90,302.64856
2024,3,مكة المكرمة,مكة المكرمة,محل - تجاري,7600,2473.102651
2024,3,مكة المكرمة,أضم,معرض تجاري - تجاري,1,89.65517
2024,3,مكة المكرمة,الجموم,معرض تجاري - تجاري,1,122.81921
2024,3,مكة المكرمة,الجموم - بحرة,معرض تجاري - تجاري,2,535.714285
2024,3,مكة المكرمة,الخرمة,معرض تجاري - تجاري,1,218.75
2024,3,مكة المكرمة,الطائف,معرض تجاري - تجاري,169,750.045645
2024,3,مكة المكرمة,العرضيات - نمرة,معرض تجاري - تجاري,1,211.83333
2024,3,مكة المكرمة,القنفذة,معرض تجاري - تجاري,18,322.905945
2024,3,مكة المكرمة,القنفذة - القوز,معرض تجاري - تجاري,1,195.12195
2024,3,مكة المكرمة,تربة,معرض تجاري - تجاري,1,27.41117
2024,3,مكة المكرمة,جدة,معرض تجاري - تجاري,3669,1086.76603
2024,3,مكة المكرمة,خليص,معرض تجاري - تجاري,2,287.5
2024,3,مكة المكرمة,رابغ,معرض تجاري - تجاري,3,315.381895
2024,3,مكة المكرمة,مكة المكرمة,معرض تجاري - تجاري,694,1301.586988
2024,3,مكة المكرمة,الجموم,مكتب - تجاري,4,341.373692
2024,3,مكة المكرمة,الجموم - بحرة,مكتب - تجاري,1,666.66667
2024,3,مكة المكرمة,الطائف,مكتب - تجاري,137,312.7318
2024,3,مكة المكرمة,القنفذة,مكتب - تجاري,1,121.95122
2024,3,مكة المكرمة,القنفذة - القوز,مكتب - تجاري,1,60
2024,3,مكة المكرمة,تربة,مكتب - تجاري,2,245
2024,3,مكة المكرمة,ثول,مكتب - تجاري,1,250
2024,3,مكة المكرمة,جدة,مكتب - تجاري,4138,514.213157
2024,3,مكة المكرمة,رابغ,مكتب - تجاري,12,408.713878
2024,3,مكة المكرمة,مكة المكرمة,مكتب - تجاري,943,385.609794
2024,4,مكة المكرمة,أضم,استديو - سكني,10,7714.285714
2024,4,مكة المكرمة,الجموم,استديو - سكني,4,8850
2024,4,مكة المكرمة,الجموم - بحرة,استديو - سكني,6,9200
2024,4,مكة المكرمة,الطائف,استديو - سكني,417,10519.317518
2024,4,مكة المكرمة,العرضيات - نمرة,استديو - سكني,1,6000
2024,4,مكة المكرمة,القنفذة,استديو - سكني,8,10250
2024,4,مكة المكرمة,القنفذة - القوز,استديو - سكني,5,8880
2024,4,مكة المكرمة,الليث,استديو - سكني,9,12400
2024,4,مكة المكرمة,تربة,استديو - سكني,4,12000
2024,4,مكة المكرمة,جدة,استديو - سكني,4101,16297.270192
2024,4,مكة المكرمة,خليص,استديو - سكني,5,11666.666666
2024,4,مكة المكرمة,رابغ,استديو - سكني,87,19989.473684
2024,4,مكة المكرمة,رنية,استديو - سكني,4,5400
2024,4,مكة المكرمة,مكة المكرمة,استديو - سكني,937,10962.446043
2024,4,مكة المكرمة,الطائف,دوبلاكس - سكني,18,20435.294117
2024,4,مكة المكرمة,القنفذة,دوبلاكس - سكني,1,12000
2024,4,مكة المكرمة,جدة,دوبلاكس - سكني,393,96067.432692
2024,4,مكة المكرمة,رنية,دوبلاكس - سكني,2,15500
2024,4,مكة المكرمة,مكة المكرمة,دوبلاكس - سكني,24,31780.833333
2024,4,مكة المكرمة,أضم,دور - سكني,2,18000
2024,4,مكة المكرمة,الجموم,دور - سكني,27,16272
2024,4,مكة المكرمة,الجموم - بحرة,دور - سكني,72,18807.692307
2024,4,مكة المكرمة,الخرمة,دور - سكني,21,13326.315789
2024,4,مكة المكرمة,الطائف,دور - سكني,979,17073.767038
2024,4,مكة المكرمة,العرضيات - نمرة,دور - سكني,2,19800
2024,4,مكة المكرمة,القنفذة,دور - سكني,6,31866.666666
2024,4,مكة المكرمة,القنفذة - القوز,دور - سكني,5,28420
2024,4,مكة المكرمة,الليث,دور - سكني,1,35000
2024,4,مكة المكرمة,الموية,دور - سكني,8,16150
2024,4,مكة المكرمة,تربة,دور - سكني,32,13442.307692
2024,4,مكة المكرمة,ثول,دور - سكني,10,18160
2024,4,مكة المكرمة,جدة,دور - سكني,1247,33409.311801
2024,4,مكة المكرمة,خليص,دور - سكني,4,11950
2024,4,مكة المكرمة,رابغ,دور - سكني,14,23500
2024,4,مكة المكرمة,رنية,دور - سكني,24,16134.545454
2024,4,مكة المكرمة,مكة المكرمة,دور - سكني,942,21322.198135
2024,4,مكة المكرمة,أضم,شقة - سكني,126,13611.238095
2024,4,مكة المكرمة,الجموم,شقة - سكني,668,14209.289655
2024,4,مكة المكرمة,الجموم - بحرة,شقة - سكني,882,16886.628947
2024,4,مكة المكرمة,الخرمة,شقة - سكني,393,10270.761609
2024,4,مكة المكرمة,الطائف,شقة - سكني,16785,14888.237093
2024,4,مكة المكرمة,العرضيات - نمرة,شقة - سكني,320,14103.564189
2024,4,مكة المكرمة,القنفذة,شقة - سكني,1891,15200.026152
2024,4,مكة المكرمة,القنفذة - القوز,شقة - سكني,705,12893.899835
2024,4,مكة المكرمة,الليث,شقة - سكني,903,14749.031563
2024,4,مكة المكرمة,الموية,شقة - سكني,124,11021.978021
2024,4,مكة المكرمة,تربة,شقة - سكني,720,10185.874809
2024,4,مكة المكرمة,ثول,شقة - سكني,251,16448
2024,4,مكة المكرمة,جدة,شقة - سكني,111106,23767.908095
2024,4,مكة المكرمة,خليص,شقة - سكني,418,14030.395095
2024,4,مكة المكرمة,رابغ,شقة - سكني,2393,13044.23207
2024,4,مكة المكرمة,رنية,شقة - سكني,535,12651.145299
2024,4,مكة المكرمة,مكة المكرمة,شقة - سكني,35450,16721.288105
2024,4,مكة المكرمة,الجموم,فيلا - سكني,3,14666.666666
2024,4,مكة المكرمة,الجموم - بحرة,فيلا - سكني,20,23839.8
2024,4,مكة المكرمة,الطائف,فيلا - سكني,254,31379.115044
2024,4,مكة المكرمة,القنفذة,فيلا - سكني,6,25433.333333
2024,4,مكة المكرمة,القنفذة - القوز,فيلا - سكني,1,12000
2024,4,مكة المكرمة,تربة,فيلا - سكني,6,13200
2024,4,مكة المكرمة,ثول,فيلا - سكني,4,121250
2024,4,مكة المكرمة,جدة,فيلا - سكني,2776,82948.276879
2024,4,مكة المكرمة,خليص,فيلا - سكني,2,16500
2024,4,مكة المكرمة,رابغ,فيلا - سكني,8,20333.333333
2024,4,مكة المكرمة,رنية,فيلا - سكني,11,13672.727272
2024,4,مكة المكرمة,مكة المكرمة,فيلا - سكني,208,40801.326388
2024,4,مكة المكرمة,أضم,محل - تجاري,28,410.312538
2024,4,مكة المكرمة,الجموم,محل - تجاري,245,433.862055
2024,4,مكة المكرمة,الجموم - بحرة,محل - تجاري,219,524.169959
2024,4,مكة المكرمة,الخرمة,محل - تجاري,116,385.887503
2024,4,مكة المكرمة,الطائف,محل - تجاري,4024,572.995274
2024,4,مكة المكرمة,العرضيات - نمرة,محل - تجاري,88,414.607354
2024,4,مكة المكرمة,القنفذة,محل - تجاري,240,583.764657
2024,4,مكة المكرمة,القنفذة - القوز,محل - تجاري,200,495.690534
2024,4,مكة المكرمة,الليث,محل - تجاري,69,384.085287
2024,4,مكة المكرمة,الموية,محل - تجاري,9,361.148851
2024,4,مكة المكرمة,تربة,محل - تجاري,158,407.673835
2024,4,مكة المكرمة,ثول,محل - تجاري,63,532.029132
2024,4,مكة المكرمة,جدة,محل - تجاري,13738,1015.389185
2024,4,مكة المكرمة,خليص,محل - تجاري,73,405.188843
2024,4,مكة المكرمة,رابغ,محل - تجاري,372,429.222022
2024,4,مكة المكرمة,رنية,محل - تجاري,97,360.686309
2024,4,مكة المكرمة,مكة المكرمة,محل - تجاري,7008,1331.502872
2024,4,مكة المكرمة,الجموم,معرض تجاري - تجاري,6,284.96825
2024,4,مكة المكرمة,الجموم - بحرة,معرض تجاري - تجاري,2,707.142855
2024,4,مكة المكرمة,الطائف,معرض تجاري - تجاري,182,741.937374
2024,4,مكة المكرمة,العرضيات - نمرة,معرض تجاري - تجاري,2,375
2024,4,مكة المكرمة,القنفذة,معرض تجاري - تجاري,27,344.163896
2024,4,مكة المكرمة,القنفذة - القوز,معرض تجاري - تجاري,3,392.095353
2024,4,مكة المكرمة,الليث,معرض تجاري - تجاري,1,1057.14286
2024,4,مكة المكرمة,جدة,معرض تجاري - تجاري,4628,1084.09175
2024,4,مكة المكرمة,خليص,معرض تجاري - تجاري,2,736.11111
2024,4,مكة المكرمة,رابغ,معرض تجاري - تجاري,5,389.68254
2024,4,مكة المكرمة,مكة المكرمة,معرض تجاري - تجاري,477,985.068658
2024,4,مكة المكرمة,الجموم,مكتب - تجاري,1,400
2024,4,مكة المكرمة,الجموم - بحرة,مكتب - تجاري,3,182.261903
2024,4,مكة المكرمة,الطائف,مكتب - تجاري,168,271.277097
2024,4,مكة المكرمة,القنفذة,مكتب - تجاري,3,195.482296
2024,4,مكة المكرمة,تربة,مكتب - تجاري,1,666.66667
2024,4,مكة المكرمة,ثول,مكتب - تجاري,1,400
2024,4,مكة المكرمة,جدة,مكتب - تجاري,4727,539.756229
2024,4,مكة المكرمة,رابغ,مكتب - تجاري,8,223.906115
2024,4,مكة المكرمة,مكة المكرمة,مكتب - تجاري,909,401.49922
