السنة ,الربع,المنطقة ,المدينة ,نوع العقار ,مجموع الصفقات,المتوسط
2022,2,مكة المكرمة,العرضيات - نمرة,فيلا - سكني,1,12000
2022,2,مكة المكرمة,تربة,فيلا - سكني,1,12000
2022,2,مكة المكرمة,جدة,فيلا - سكني,1632,73341.780015
2022,2,مكة المكرمة,رابغ,فيلا - سكني,2,25000
2022,2,مكة المكرمة,رنية,فيلا - سكني,1,10000
2022,2,مكة المكرمة,مكة المكرمة,فيلا - سكني,104,33670.347222
2022,2,مكة المكرمة,أضم,محل - تجاري,15,410.659162
2022,2,مكة المكرمة,الجموم,محل - تجاري,126,468.136906
2022,2,مكة المكرمة,الجموم - بحرة,محل - تجاري,113,482.011743
2022,2,مكة المكرمة,الخرمة,محل - تجاري,56,292.554849
2022,2,مكة المكرمة,الطائف,محل - تجاري,1244,588.10178
2022,2,مكة المكرمة,العرضيات - نمرة,محل - تجاري,34,398.81093
2022,2,مكة المكرمة,القنفذة,محل - تجاري,136,623.610028
2022,2,مكة المكرمة,القنفذة - القوز,محل - تجاري,81,539.923475
2022,2,مكة المكرمة,الليث,محل - تجاري,63,431.901755
2022,2,مكة المكرمة,الموية,محل - تجاري,4,334.50798
2022,2,مكة المكرمة,تربة,محل - تجاري,34,355.036168
2022,2,مكة المكرمة,ثول,محل - تجاري,52,668.039947
2022,2,مكة المكرمة,جدة,محل - تجاري,9504,911.749935
2022,2,مكة المكرمة,خليص,محل - تجاري,40,278.561958
2022,2,مكة المكرمة,رابغ,محل - تجاري,168,520.016881
2022,2,مكة المكرمة,رنية,محل - تجاري,56,353.059193
2022,2,مكة المكرمة,مكة المكرمة,محل - تجاري,2939,1361.396814
2022,2,مكة المكرمة,أضم,معرض تجاري - تجاري,1,444.44444
2022,2,مكة المكرمة,الجموم,معرض تجاري - تجاري,4,407.731973
2022,2,مكة المكرمة,الطائف,معرض تجاري - تجاري,149,690.877557
2022,2,مكة المكرمة,العرضيات - نمرة,معرض تجاري - تجاري,2,625
2022,2,مكة المكرمة,القنفذة,معرض تجاري - تجاري,9,354.414852
2022,2,مكة المكرمة,القنفذة - القوز,معرض تجاري - تجاري,2,190.47619
2022,2,مكة المكرمة,الموية,معرض تجاري - تجاري,1,76.92308
2022,2,مكة المكرمة,جدة,معرض تجاري - تجاري,2753,1144.004717
2022,2,مكة المكرمة,خليص,معرض تجاري - تجاري,1,833.33333
2022,2,مكة المكرمة,رابغ,معرض تجاري - تجاري,1,194.44444
2022,2,مكة المكرمة,مكة المكرمة,معرض تجاري - تجاري,179,945.746647
2022,2,مكة المكرمة,الجموم - بحرة,مكتب - تجاري,2,2.517855
2022,2,مكة المكرمة,الخرمة,مكتب - تجاري,1,125
2022,2,مكة المكرمة,الطائف,مكتب - تجاري,54,264.954687
2022,2,مكة المكرمة,القنفذة,مكتب - تجاري,3,497.536946
2022,2,مكة المكرمة,القنفذة - القوز,مكتب - تجاري,2,337.5
2022,2,مكة المكرمة,جدة,مكتب - تجاري,2700,495.298137
2022,2,مكة المكرمة,رابغ,مكتب - تجاري,3,561.67545
2022,2,مكة المكرمة,مكة المكرمة,مكتب - تجاري,306,348.864397
2022,3,مكة المكرمة,أضم,استديو - سكني,4,6000
2022,3,مكة المكرمة,الجموم,استديو - سكني,2,6000
2022,3,مكة المكرمة,الجموم - بحرة,استديو - سكني,2,7750
2022,3,مكة المكرمة,الخرمة,استديو - سكني,2,12000
2022,3,مكة المكرمة,الطائف,استديو - سكني,249,10296.174863
2022,3,مكة المكرمة,العرضيات - نمرة,استديو - سكني,1,7200
2022,3,مكة المكرمة,القنفذة,استديو - سكني,48,12700
2022,3,مكة المكرمة,القنفذة - القوز,استديو - سكني,227,6560
2022,3,مكة المكرمة,الليث,استديو - سكني,65,11272.727272
2022,3,مكة المكرمة,تربة,استديو - سكني,2,5000
2022,3,مكة المكرمة,ثول,استديو - سكني,11,10133.333333
2022,3,مكة المكرمة,جدة,استديو - سكني,3312,16071.661949
2022,3,مكة المكرمة,خليص,استديو - سكني,10,7440
2022,3,مكة المكرمة,رابغ,استديو - سكني,79,10468.75
2022,3,مكة المكرمة,رنية,استديو - سكني,3,12500
2022,3,مكة المكرمة,مكة المكرمة,استديو - سكني,474,9290.157534
2022,3,مكة المكرمة,الجموم - بحرة,دوبلاكس - سكني,1,12000
2022,3,مكة المكرمة,الطائف,دوبلاكس - سكني,10,22770
2022,3,مكة المكرمة,القنفذة,دوبلاكس - سكني,1,12000
2022,3,مكة المكرمة,جدة,دوبلاكس - سكني,255,87407.704225
2022,3,مكة المكرمة,مكة المكرمة,دوبلاكس - سكني,11,28350
2022,3,مكة المكرمة,الجموم,دور - سكني,39,11277.419354
2022,3,مكة المكرمة,الجموم - بحرة,دور - سكني,88,20917.333333
2022,3,مكة المكرمة,الخرمة,دور - سكني,12,12755.555555
2022,3,مكة المكرمة,الطائف,دور - سكني,768,16844.469387
2022,3,مكة المكرمة,العرضيات - نمرة,دور - سكني,4,21300
2022,3,مكة المكرمة,القنفذة,دور - سكني,8,25825
2022,3,مكة المكرمة,القنفذة - القوز,دور - سكني,4,10666.666666
2022,3,مكة المكرمة,الليث,دور - سكني,9,25266.666666
2022,3,مكة المكرمة,الموية,دور - سكني,1,25000
2022,3,مكة المكرمة,تربة,دور - سكني,26,13380
2022,3,مكة المكرمة,ثول,دور - سكني,5,33333
2022,3,مكة المكرمة,جدة,دور - سكني,1370,31703.881918
2022,3,مكة المكرمة,خليص,دور - سكني,11,12290.90909
2022,3,مكة المكرمة,رابغ,دور - سكني,18,18966.666666
2022,3,مكة المكرمة,رنية,دور - سكني,9,15744.444444
2022,3,مكة المكرمة,مكة المكرمة,دور - سكني,621,19912.202777
2022,3,مكة المكرمة,أضم,شقة - سكني,146,10990.833333
2022,3,مكة المكرمة,الجموم,شقة - سكني,890,10395.691906
2022,3,مكة المكرمة,الجموم - بحرة,شقة - سكني,909,20093.026041
2022,3,مكة المكرمة,الخرمة,شقة - سكني,280,10961.621621
2022,3,مكة المكرمة,الطائف,شقة - سكني,12557,13801.298598
2022,3,مكة المكرمة,العرضيات - نمرة,شقة - سكني,488,8518.696883
2022,3,مكة المكرمة,القنفذة,شقة - سكني,1967,13313.883016
2022,3,مكة المكرمة,القنفذة - القوز,شقة - سكني,608,10172.560975
2022,3,مكة المكرمة,الليث,شقة - سكني,1449,14402.097982
2022,3,مكة المكرمة,الموية,شقة - سكني,80,8611.290322
2022,3,مكة المكرمة,تربة,شقة - سكني,528,9618.918918
2022,3,مكة المكرمة,ثول,شقة - سكني,138,16277.35849
2022,3,مكة المكرمة,جدة,شقة - سكني,86038,23878.321101
2022,3,مكة المكرمة,خليص,شقة - سكني,381,12930.060606
2022,3,مكة المكرمة,رابغ,شقة - سكني,1479,11862.508399
2022,3,مكة المكرمة,رنية,شقة - سكني,246,9048.275862
2022,3,مكة المكرمة,مكة المكرمة,شقة - سكني,27230,15525.402193
2022,3,مكة المكرمة,أضم,فيلا - سكني,1,24000
2022,3,مكة المكرمة,الجموم,فيلا - سكني,4,22500
2022,3,مكة المكرمة,الجموم - بحرة,فيلا - سكني,39,35933.333333
2022,3,مكة المكرمة,الخرمة,فيلا - سكني,1,12000
2022,3,مكة المكرمة,الطائف,فيلا - سكني,50,32327.380952
2022,3,مكة المكرمة,القنفذة,فيلا - سكني,1,26400
2022,3,مكة المكرمة,الليث,فيلا - سكني,2,25800
2022,3,مكة المكرمة,تربة,فيلا - سكني,1,8000
2022,3,مكة المكرمة,ثول,فيلا - سكني,5,33250
2022,3,مكة المكرمة,جدة,فيلا - سكني,2079,73470.146907
2022,3,مكة المكرمة,خليص,فيلا - سكني,2,11000
2022,3,مكة المكرمة,رابغ,فيلا - سكني,5,19400
2022,3,مكة المكرمة,رنية,فيلا - سكني,3,17500
2022,3,مكة المكرمة,مكة المكرمة,فيلا - سكني,146,32285.576576
2022,3,مكة المكرمة,أضم,محل - تجاري,10,462.50929
2022,3,مكة المكرمة,الجموم,محل - تجاري,134,468.669419
2022,3,مكة المكرمة,الجموم - بحرة,محل - تجاري,122,503.549486
2022,3,مكة المكرمة,الخرمة,محل - تجاري,102,315.893236
2022,3,مكة المكرمة,الطائف,محل - تجاري,2623,601.35644
2022,3,مكة المكرمة,العرضيات - نمرة,محل - تجاري,36,377.330101
2022,3,مكة المكرمة,القنفذة,محل - تجاري,225,645.924755
2022,3,مكة المكرمة,القنفذة - القوز,محل - تجاري,130,586.816929
2022,3,مكة المكرمة,الليث,محل - تجاري,77,435.7618
2022,3,مكة المكرمة,الموية,محل - تجاري,11,290.677892
2022,3,مكة المكرمة,تربة,محل - تجاري,89,382.319194
2022,3,مكة المكرمة,ثول,محل - تجاري,50,692.764866
2022,3,مكة المكرمة,جدة,محل - تجاري,10252,953.424255
2022,3,مكة المكرمة,خليص,محل - تجاري,28,258.696528
2022,3,مكة المكرمة,رابغ,محل - تجاري,188,502.365522
2022,3,مكة المكرمة,رنية,محل - تجاري,71,297.969505
2022,3,مكة المكرمة,مكة المكرمة,محل - تجاري,4951,1740.562227
2022,3,مكة المكرمة,الجموم,معرض تجاري - تجاري,8,561.13317
2022,3,مكة المكرمة,الجموم - بحرة,معرض تجاري - تجاري,1,22500
2022,3,مكة المكرمة,الخرمة,معرض تجاري - تجاري,1,113.63636
2022,3,مكة المكرمة,الطائف,معرض تجاري - تجاري,97,898.199791
2022,3,مكة المكرمة,العرضيات - نمرة,معرض تجاري - تجاري,5,429.761906
2022,3,مكة المكرمة,القنفذة,معرض تجاري - تجاري,14,290.95843
2022,3,مكة المكرمة,القنفذة - القوز,معرض تجاري - تجاري,1,1341.91358
2022,3,مكة المكرمة,الليث,معرض تجاري - تجاري,1,371.42857
2022,3,مكة المكرمة,الموية,معرض تجاري - تجاري,1,1500
2022,3,مكة المكرمة,تربة,معرض تجاري - تجاري,1,500
2022,3,مكة المكرمة,جدة,معرض تجاري - تجاري,2810,1170.134446
2022,3,مكة المكرمة,رابغ,معرض تجاري - تجاري,2,398.81202
2022,3,مكة المكرمة,رنية,معرض تجاري - تجاري,1,57.69231
2022,3,مكة المكرمة,مكة المكرمة,معرض تجاري - تجاري,408,1097.71904
2022,3,مكة المكرمة,أضم,مكتب - تجاري,1,200
2022,3,مكة المكرمة,الجموم,مكتب - تجاري,1,526.31579
2022,3,مكة المكرمة,الجموم - بحرة,مكتب - تجاري,2,384
2022,3,مكة المكرمة,الطائف,مكتب - تجاري,69,406.457566
2022,3,مكة المكرمة,العرضيات - نمرة,مكتب - تجاري,2,500
2022,3,مكة المكرمة,القنفذة - القوز,مكتب - تجاري,1,360
2022,3,مكة المكرمة,الليث,مكتب - تجاري,1,620.09095
2022,3,مكة المكرمة,الموية,مكتب - تجاري,2,109.52381
2022,3,مكة المكرمة,جدة,مكتب - تجاري,2597,487.502282
2022,3,مكة المكرمة,رابغ,مكتب - تجاري,1,162.31169
2022,3,مكة المكرمة,مكة المكرمة,مكتب - تجاري,427,341.97444
2022,4,مكة المكرمة,أضم,استديو - سكني,4,6000
2022,4,مكة المكرمة,الجموم,استديو - سكني,2,5450
2022,4,مكة المكرمة,الجموم - بحرة,استديو - سكني,5,8800
2022,4,مكة المكرمة,الطائف,استديو - سكني,252,8957.668711
2022,4,مكة المكرمة,القنفذة,استديو - سكني,172,10674.698795
2022,4,مكة المكرمة,القنفذة - القوز,استديو - سكني,6,8880
2022,4,مكة المكرمة,الليث,استديو - سكني,19,8400
2022,4,مكة المكرمة,تربة,استديو - سكني,6,10800
2022,4,مكة المكرمة,ثول,استديو - سكني,5,10440
2022,4,مكة المكرمة,جدة,استديو - سكني,2784,15401.388076
2022,4,مكة المكرمة,خليص,استديو - سكني,3,9000
2022,4,مكة المكرمة,رابغ,استديو - سكني,44,10380
2022,4,مكة المكرمة,رنية,استديو - سكني,2,6000
2022,4,مكة المكرمة,مكة المكرمة,استديو - سكني,531,9296.025236
2022,4,مكة المكرمة,الجموم - بحرة,دوبلاكس - سكني,1,9000
2022,4,مكة المكرمة,الخرمة,دوبلاكس - سكني,1,10200
2022,4,مكة المكرمة,الطائف,دوبلاكس - سكني,6,20900
2022,4,مكة المكرمة,جدة,دوبلاكس - سكني,324,74490.665399
2022,4,مكة المكرمة,مكة المكرمة,دوبلاكس - سكني,13,28392.307692
2022,4,مكة المكرمة,الجموم,دور - سكني,25,10918.181818
2022,4,مكة المكرمة,الجموم - بحرة,دور - سكني,71,17064.406779
2022,4,مكة المكرمة,الخرمة,دور - سكني,19,14247.058823
2022,4,مكة المكرمة,الطائف,دور - سكني,690,16680.732743
2022,4,مكة المكرمة,العرضيات - نمرة,دور - سكني,3,7200
2022,4,مكة المكرمة,القنفذة,دور - سكني,4,25000
2022,4,مكة المكرمة,القنفذة - القوز,دور - سكني,1,14400
2022,4,مكة المكرمة,الليث,دور - سكني,1,12000
2022,4,مكة المكرمة,الموية,دور - سكني,2,12000
2022,4,مكة المكرمة,تربة,دور - سكني,17,14356.571428
2022,4,مكة المكرمة,ثول,دور - سكني,6,60066.5
2022,4,مكة المكرمة,جدة,دور - سكني,1087,30348.404639
2022,4,مكة المكرمة,خليص,دور - سكني,3,16333.333333
2022,4,مكة المكرمة,رابغ,دور - سكني,10,21088
2022,4,مكة المكرمة,رنية,دور - سكني,14,14218.181818
2022,4,مكة المكرمة,مكة المكرمة,دور - سكني,694,17483.918367
2022,4,مكة المكرمة,أضم,شقة - سكني,64,9676.595744
2022,4,مكة المكرمة,الجموم,شقة - سكني,652,8919.178082
2022,4,مكة المكرمة,الجموم - بحرة,شقة - سكني,586,16717.4946
2022,4,مكة المكرمة,الخرمة,شقة - سكني,275,9737.062937
2022,4,مكة المكرمة,الطائف,شقة - سكني,14878,12711.451158
2022,4,مكة المكرمة,العرضيات - نمرة,شقة - سكني,431,7706.285714
2022,4,مكة المكرمة,القنفذة,شقة - سكني,1539,12046.181996
2022,4,مكة المكرمة,القنفذة - القوز,شقة - سكني,434,9816.718266
2022,4,مكة المكرمة,الليث,شقة - سكني,914,11260.508744
2022,4,مكة المكرمة,الموية,شقة - سكني,60,9133.333333
2022,4,مكة المكرمة,تربة,شقة - سكني,814,8899.857142
2022,4,مكة المكرمة,ثول,شقة - سكني,163,17167.4
2022,4,مكة المكرمة,جدة,شقة - سكني,83360,23000.195661
2022,4,مكة المكرمة,خليص,شقة - سكني,259,12858.771929
2022,4,مكة المكرمة,رابغ,شقة - سكني,1281,11829.681769
2022,4,مكة المكرمة,رنية,شقة - سكني,378,8135.087719
2022,4,مكة المكرمة,مكة المكرمة,شقة - سكني,26074,15350.784101
2022,4,مكة المكرمة,الجموم,فيلا - سكني,1,16000
2022,4,مكة المكرمة,الجموم - بحرة,فيلا - سكني,13,25545.454545
2022,4,مكة المكرمة,الطائف,فيلا - سكني,72,28967.307692
2022,4,مكة المكرمة,القنفذة,فيلا - سكني,7,31120
2022,4,مكة المكرمة,القنفذة - القوز,فيلا - سكني,2,24000
2022,4,مكة المكرمة,الليث,فيلا - سكني,2,41000
2022,4,مكة المكرمة,تربة,فيلا - سكني,2,15000
2022,4,مكة المكرمة,ثول,فيلا - سكني,8,81100
2022,4,مكة المكرمة,جدة,فيلا - سكني,1877,80706.370702
2022,4,مكة المكرمة,خليص,فيلا - سكني,2,44000
2022,4,مكة المكرمة,رابغ,فيلا - سكني,3,32333.333333
2022,4,مكة المكرمة,رنية,فيلا - سكني,1,17000
2022,4,مكة المكرمة,مكة المكرمة,فيلا - سكني,115,41614.214285
2022,4,مكة المكرمة,أضم,محل - تجاري,20,342.834699
2022,4,مكة المكرمة,الجموم,محل - تجاري,159,459.5476
2022,4,مكة المكرمة,الجموم - بحرة,محل - تجاري,131,500.551413
2022,4,مكة المكرمة,الخرمة,محل - تجاري,111,351.688687
2022,4,مكة المكرمة,الطائف,محل - تجاري,3202,571.213062
2022,4,مكة المكرمة,العرضيات - نمرة,محل - تجاري,84,312.236255
2022,4,مكة المكرمة,القنفذة,محل - تجاري,213,604.083471
2022,4,مكة المكرمة,القنفذة - القوز,محل - تجاري,138,526.09906
2022,4,مكة المكرمة,الليث,محل - تجاري,101,364.284084
2022,4,مكة المكرمة,الموية,محل - تجاري,14,231.006349
2022,4,مكة المكرمة,تربة,محل - تجاري,241,370.081766
2022,4,مكة المكرمة,ثول,محل - تجاري,80,632.40845
2022,4,مكة المكرمة,جدة,محل - تجاري,11135,925.171609
2022,4,مكة المكرمة,خليص,محل - تجاري,44,287.260051
2022,4,مكة المكرمة,رابغ,محل - تجاري,193,452.946371
2022,4,مكة المكرمة,رنية,محل - تجاري,91,279.5687
2022,4,مكة المكرمة,مكة المكرمة,محل - تجاري,5384,1450.700669
2022,4,مكة المكرمة,أضم,معرض تجاري - تجاري,1,40
2022,4,مكة المكرمة,الجموم,معرض تجاري - تجاري,12,414.054412
2022,4,مكة المكرمة,الجموم - بحرة,معرض تجاري - تجاري,4,428.57143
2022,4,مكة المكرمة,الطائف,معرض تجاري - تجاري,150,690.463
2022,4,مكة المكرمة,القنفذة,معرض تجاري - تجاري,22,270.045264
2022,4,مكة المكرمة,الليث,معرض تجاري - تجاري,1,571.42857
2022,4,مكة المكرمة,ثول,معرض تجاري - تجاري,1,355.32995
2022,4,مكة المكرمة,جدة,معرض تجاري - تجاري,3157,1053.994603
2022,4,مكة المكرمة,خليص,معرض تجاري - تجاري,2,495.13889
2022,4,مكة المكرمة,رابغ,معرض تجاري - تجاري,11,535.714285
2022,4,مكة المكرمة,رنية,معرض تجاري - تجاري,1,133.33333
2022,4,مكة المكرمة,مكة المكرمة,معرض تجاري - تجاري,392,1149.391903
2022,4,مكة المكرمة,الجموم,مكتب - تجاري,2,475
2022,4,مكة المكرمة,الطائف,مكتب - تجاري,82,291.07234
2022,4,مكة المكرمة,العرضيات - نمرة,مكتب - تجاري,1,342.85714
2022,4,مكة المكرمة,القنفذة,مكتب - تجاري,1,178.57143
2022,4,مكة المكرمة,القنفذة - القوز,مكتب - تجاري,5,262.5
2022,4,مكة المكرمة,تربة,مكتب - تجاري,2,237.64706
2022,4,مكة المكرمة,ثول,مكتب - تجاري,2,625
2022,4,مكة المكرمة,جدة,مكتب - تجاري,3602,505.291056
2022,4,مكة المكرمة,رابغ,مكتب - تجاري,3,126.20333
2022,4,مكة المكرمة,مكة المكرمة,مكتب - تجاري,500,364.642277
2023,1,مكة المكرمة,أضم,استديو - سكني,5,6000
2023,1,مكة المكرمة,الجموم,استديو - سكني,1,4500
2023,1,مكة المكرمة,الجموم - بحرة,استديو - سكني,7,6766.666666
2023,1,مكة المكرمة,الطائف,استديو - سكني,322,9815.865384
2023,1,مكة المكرمة,القنفذة,استديو - سكني,104,11765.217391
2023,1,مكة المكرمة,القنفذة - القوز,استديو - سكني,72,10385.714285
2023,1,مكة المكرمة,الليث,استديو - سكني,9,9640
2023,1,مكة المكرمة,تربة,استديو - سكني,1,12000
2023,1,مكة المكرمة,ثول,استديو - سكني,5,13950
2023,1,مكة المكرمة,جدة,استديو - سكني,3048,15857.7535
2023,1,مكة المكرمة,خليص,استديو - سكني,2,10200
2023,1,مكة المكرمة,رابغ,استديو - سكني,67,10806.060606
2023,1,مكة المكرمة,رنية,استديو - سكني,2,11000
2023,1,مكة المكرمة,مكة المكرمة,استديو - سكني,877,11997.77821
2023,1,مكة المكرمة,الجموم - بحرة,دوبلاكس - سكني,2,22200
2023,1,مكة المكرمة,الطائف,دوبلاكس - سكني,5,17320
2023,1,مكة المكرمة,جدة,دوبلاكس - سكني,464,76180.559566
2023,1,مكة المكرمة,مكة المكرمة,دوبلاكس - سكني,16,28800.533333
2023,1,مكة المكرمة,الجموم,دور - سكني,24,11361.904761
2023,1,مكة المكرمة,الجموم - بحرة,دور - سكني,45,17642.105263
2023,1,مكة المكرمة,الخرمة,دور - سكني,12,14650
2023,1,مكة المكرمة,الطائف,دور - سكني,597,17475.240075
2023,1,مكة المكرمة,العرضيات - نمرة,دور - سكني,2,16800
2023,1,مكة المكرمة,القنفذة,دور - سكني,7,92166.666666
2023,1,مكة المكرمة,القنفذة - القوز,دور - سكني,5,6000
2023,1,مكة المكرمة,الليث,دور - سكني,5,21240
2023,1,مكة المكرمة,الموية,دور - سكني,4,7800
2023,1,مكة المكرمة,تربة,دور - سكني,20,14351.428571
2023,1,مكة المكرمة,ثول,دور - سكني,4,30250
2023,1,مكة المكرمة,جدة,دور - سكني,1021,34243.30204
2023,1,مكة المكرمة,خليص,دور - سكني,3,14733.333333
2023,1,مكة المكرمة,رابغ,دور - سكني,12,22281.818181
2023,1,مكة المكرمة,رنية,دور - سكني,9,14275
2023,1,مكة المكرمة,مكة المكرمة,دور - سكني,1298,18084.38643
2023,1,مكة المكرمة,أضم,شقة - سكني,68,9678.260869
2023,1,مكة المكرمة,الجموم,شقة - سكني,499,10487.641723
2023,1,مكة المكرمة,الجموم - بحرة,شقة - سكني,576,16228.302752
2023,1,مكة المكرمة,الخرمة,شقة - سكني,365,8178.145695
2023,1,مكة المكرمة,الطائف,شقة - سكني,13680,12594.637991
2023,1,مكة المكرمة,العرضيات - نمرة,شقة - سكني,211,9349.650349
2023,1,مكة المكرمة,القنفذة,شقة - سكني,1471,11729.293478
2023,1,مكة المكرمة,القنفذة - القوز,شقة - سكني,425,9048.928571
2023,1,مكة المكرمة,الليث,شقة - سكني,858,11159.176201
2023,1,مكة المكرمة,الموية,شقة - سكني,52,8820
2023,1,مكة المكرمة,تربة,شقة - سكني,800,8326.677852
2023,1,مكة المكرمة,ثول,شقة - سكني,193,16972.115384
2023,1,مكة المكرمة,جدة,شقة - سكني,89524,23088.10555
2023,1,مكة المكرمة,خليص,شقة - سكني,254,12644.482142
2023,1,مكة المكرمة,رابغ,شقة - سكني,1117,12084.113456
2023,1,مكة المكرمة,رنية,شقة - سكني,472,8340.95238
2023,1,مكة المكرمة,مكة المكرمة,شقة - سكني,28943,15447.750431
2023,1,مكة المكرمة,الجموم,فيلا - سكني,6,40333.333333
2023,1,مكة المكرمة,الجموم - بحرة,فيلا - سكني,20,26955.555555
2023,1,مكة المكرمة,الخرمة,فيلا - سكني,1,18000
2023,1,مكة المكرمة,الطائف,فيلا - سكني,120,32569.975
2023,1,مكة المكرمة,القنفذة,فيلا - سكني,2,14800
2023,1,مكة المكرمة,الليث,فيلا - سكني,1,21600
2023,1,مكة المكرمة,تربة,فيلا - سكني,1,9000
2023,1,مكة المكرمة,ثول,فيلا - سكني,1,25000
2023,1,مكة المكرمة,جدة,فيلا - سكني,2008,76813.041814
2023,1,مكة المكرمة,خليص,فيلا - سكني,3,16200
2023,1,مكة المكرمة,رابغ,فيلا - سكني,1,26000
2023,1,مكة المكرمة,رنية,فيلا - سكني,3,14133.333333
2023,1,مكة المكرمة,مكة المكرمة,فيلا - سكني,147,38713.666666
2023,1,مكة المكرمة,أضم,محل - تجاري,37,369.329907
2023,1,مكة المكرمة,الجموم,محل - تجاري,236,460.437402
2023,1,مكة المكرمة,الجموم - بحرة,محل - تجاري,146,486.877371
2023,1,مكة المكرمة,الخرمة,محل - تجاري,83,322.594774
2023,1,مكة المكرمة,الطائف,محل - تجاري,3446,563.928639
2023,1,مكة المكرمة,العرضيات - نمرة,محل - تجاري,74,399.354034
2023,1,مكة المكرمة,القنفذة,محل - تجاري,236,650.895037
2023,1,مكة المكرمة,القنفذة - القوز,محل - تجاري,107,571.929121
2023,1,مكة المكرمة,الليث,محل - تجاري,90,426.737505
2023,1,مكة المكرمة,الموية,محل - تجاري,6,327.587301
2023,1,مكة المكرمة,تربة,محل - تجاري,135,346.282885
2023,1,مكة المكرمة,ثول,محل - تجاري,55,490.363197
2023,1,مكة المكرمة,جدة,محل - تجاري,12998,951.265072
2023,1,مكة المكرمة,خليص,محل - تجاري,39,320.053336
2023,1,مكة المكرمة,رابغ,محل - تجاري,258,480.043578
2023,1,مكة المكرمة,رنية,محل - تجاري,102,313.17713
2023,1,مكة المكرمة,مكة المكرمة,محل - تجاري,5264,1867.526869
2023,1,مكة المكرمة,الجموم,معرض تجاري - تجاري,2,131.2437
2023,1,مكة المكرمة,الطائف,معرض تجاري - تجاري,151,861.33755
2023,1,مكة المكرمة,العرضيات - نمرة,معرض تجاري - تجاري,1,256.41026
2023,1,مكة المكرمة,القنفذة,معرض تجاري - تجاري,35,450.207766
2023,1,مكة المكرمة,القنفذة - القوز,معرض تجاري - تجاري,1,50
2023,1,مكة المكرمة,الموية,معرض تجاري - تجاري,1,75.63025
2023,1,مكة المكرمة,جدة,معرض تجاري - تجاري,4721,1055.676042
2023,1,مكة المكرمة,خليص,معرض تجاري - تجاري,2,625
2023,1,مكة المكرمة,رابغ,معرض تجاري - تجاري,3,446.63918
2023,1,مكة المكرمة,رنية,معرض تجاري - تجاري,1,150
2023,1,مكة المكرمة,مكة المكرمة,معرض تجاري - تجاري,454,1149.546146
2023,1,مكة المكرمة,أضم,مكتب - تجاري,1,480
2023,1,مكة المكرمة,الطائف,مكتب - تجاري,122,292.137254
2023,1,مكة المكرمة,القنفذة,مكتب - تجاري,5,1301.38889
2023,1,مكة المكرمة,القنفذة - القوز,مكتب - تجاري,1,360
2023,1,مكة المكرمة,تربة,مكتب - تجاري,1,250
2023,1,مكة المكرمة,جدة,مكتب - تجاري,3768,493.395052
2023,1,مكة المكرمة,رابغ,مكتب - تجاري,2,302.083335
2023,1,مكة المكرمة,مكة المكرمة,مكتب - تجاري,507,372.758928
2023,2,مكة المكرمة,أضم,استديو - سكني,4,8250
2023,2,مكة المكرمة,الجموم,استديو - سكني,7,6000
2023,2,مكة المكرمة,الجموم - بحرة,استديو - سكني,9,7037.5
2023,2,مكة المكرمة,الخرمة,استديو - سكني,38,7200
2023,2,مكة المكرمة,الطائف,استديو - سكني,351,8625.403225
2023,2,مكة المكرمة,العرضيات - نمرة,استديو - سكني,3,6400
2023,2,مكة المكرمة,القنفذة,استديو - سكني,91,8837.647058
2023,2,مكة المكرمة,القنفذة - القوز,استديو - سكني,43,7082.352941
2023,2,مكة المكرمة,الليث,استديو - سكني,30,6208.695652
2023,2,مكة المكرمة,تربة,استديو - سكني,7,7920
2023,2,مكة المكرمة,ثول,استديو - سكني,6,11900
2023,2,مكة المكرمة,جدة,استديو - سكني,2989,14971.601837
2023,2,مكة المكرمة,خليص,استديو - سكني,6,30000
2023,2,مكة المكرمة,رابغ,استديو - سكني,84,11400
2023,2,مكة المكرمة,مكة المكرمة,استديو - سكني,1077,8602.921671
2023,2,مكة المكرمة,الطائف,دوبلاكس - سكني,4,20250
2023,2,مكة المكرمة,جدة,دوبلاكس - سكني,231,92041.447236
2023,2,مكة المكرمة,مكة المكرمة,دوبلاكس - سكني,8,40875
2023,2,مكة المكرمة,الجموم,دور - سكني,27,10760
2023,2,مكة المكرمة,الجموم - بحرة,دور - سكني,40,18511.764705
2023,2,مكة المكرمة,الخرمة,دور - سكني,15,14545.454545
2023,2,مكة المكرمة,الطائف,دور - سكني,600,17403.894736
2023,2,مكة المكرمة,القنفذة,دور - سكني,3,12800
2023,2,مكة المكرمة,القنفذة - القوز,دور - سكني,2,8000
2023,2,مكة المكرمة,الليث,دور - سكني,3,13466.666666
2023,2,مكة المكرمة,الموية,دور - سكني,1,6000
2023,2,مكة المكرمة,تربة,دور - سكني,14,11428.571428
2023,2,مكة المكرمة,ثول,دور - سكني,6,29240
2023,2,مكة المكرمة,جدة,دور - سكني,1013,32708.825581
2023,2,مكة المكرمة,خليص,دور - سكني,5,10800
2023,2,مكة المكرمة,رابغ,دور - سكني,19,19307.692307
2023,2,مكة المكرمة,رنية,دور - سكني,14,16633.333333
2023,2,مكة المكرمة,مكة المكرمة,دور - سكني,604,18755.116279
2023,2,مكة المكرمة,أضم,شقة - سكني,57,10615.789473
2023,2,مكة المكرمة,الجموم,شقة - سكني,454,11864.747191
