,,,,,,,,,,,,,,,,,
  المؤشر العقاري للأحياء بمدينة الرياض  في عام 2018 و2019 و2020 و 2021,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
المدينة,الرياض,,,,,,,,,,,,,,,,
حالة العملية(معتمدة/ملغية/..),معتمدة,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,2018,,,2019,,,2020,,,2021,,,,,,,
الأحياء,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,,,,,
يناير,3866000,2005.8999999999999,7,7971400,3155,8,5420578,3353.55,7,13334600,5625,10,,,,,
فبراير,2980000,983.78,3,10872750,5623.879999999999,11,5587183,2053.49,7,12286714,3515.85,8,,,,,
مارس,25350882,7217.17,6,9683678,5173.58,13,500000,650,1,11270000,5205,6,,,,,
ابريل,3250000,1116.52,3,13597263,6917.75,17,,,,9125000,3740.2,5,,,,,
مايو,8500414,3449.565,8,3675000,1804.87,7,1290995,700.54,2,,,,,,,,
يونيو,6600000,1962.5,2,7413000,3557.82,11,156690813,22870.989999999998,19,,,,,,,,
يوليو,5241000,2784.74,12,8286320,3981.92,13,2189614,920.3,3,,,,,,,,
اوغسطس,4823124,1548.5,4,681250,312.5,1,5465766,3302.6800000000003,7,,,,,,,,
سبتمبر,2264568,1158.04,4,4662500,2140.33,5,5154000,1920.8,7,,,,,,,,
اكتوبر,2065000,1041.93,3,1430000,830.01,3,21466250,4657.83,5,,,,,,,,
نوفمبر,5523208,2179.1800000000003,8,7332500,4183.83,9,5728966,3535.3700000000003,7,,,,,,,,
ديسمبر,3075000,1841.68,4,10598678,6212.5,9,12542500,3061.24,6,,,,,,,,
حي/المنصورة,60024054,32628.918599999997,54,72621041,45661.825000000004,79,91140807,47633.9,78,23538578,13134.898000000001,23,,,,,
يناير,2061448,1297.04,3,5560000,4786.52,9,9600000,4740.8,8,4400000,2048,3,,,,,
فبراير,3505750,2147.0986,8,13222030,6421,11,5727500,5236.83,9,7800000,4114,7,,,,,
مارس,3822917,4375,7,5300000,4336,4,8261310,4198.8099999999995,10,7002500,3875.628,8,,,,,
ابريل,9361741,3950,6,7025758,4146.375,8,1726640,545,2,4336078,3097.27,5,,,,,
مايو,925000,1820,3,6173973,3446,6,3723623,1607.28,4,,,,,,,,
يونيو,4960000,3311.5,4,3266082,1607.5,4,16282281,10081.5,13,,,,,,,,
يوليو,8139568,2000,2,3608597,2840,6,2118500,1900,3,,,,,,,,
اوغسطس,17740000,5790.58,5,1800000,2130,3,2350000,1261,3,,,,,,,,
سبتمبر,820000,1046,2,2095601,1260.78,3,2540203,916,2,,,,,,,,
اكتوبر,4132630,2351.5699999999997,5,6640000,4202.75,9,2450000,1969.5,4,,,,,,,,
نوفمبر,2050000,1862.3,3,14237000,7907.3,11,19843750,7039.88,8,,,,,,,,
ديسمبر,2505000,2677.83,6,3692000,2577.6,5,16517000,8137.3,12,,,,,,,,
حي/المنصورية,11169572,12369.25,7,42583080,41037.5,16,7432682,15053.75,7,3340000,7575,2,,,,,
يناير,,,,250000,5590,2,1120000,4600,2,460000,375,1,,,,,
فبراير,1000000,911.25,1,2011970,1190,1,,,,,,,,,,,
مارس,,,,1080000,622.5,2,,,,2880000,7200,1,,,,,
ابريل,6686300,9900,2,17260400,13000,2,,,,,,,,,,,
يونيو,,,,910000,360,1,4292682,8800,2,,,,,,,,
يوليو,,,,,,,200000,367.5,1,,,,,,,,
اوغسطس,,,,5000000,8600,1,,,,,,,,,,,
سبتمبر,,,,306108,4000,1,,,,,,,,,,,
اكتوبر,740000,260,1,2541359,1711.25,3,1000000,911.25,1,,,,,,,,
نوفمبر,2080000,1048,2,1050000,413.75,1,820000,375,1,,,,,,,,
ديسمبر,663272,250,1,12173243,5550,2,,,,,,,,,,,
حي/المنقع,225000,225,1,420000,367.5,2,290000,229.86,1,,,,,,,,
يوليو,225000,225,1,,,,,,,,,,,,,,
سبتمبر,,,,,,,290000,229.86,1,,,,,,,,
اكتوبر,,,,100000,105,1,,,,,,,,,,,
نوفمبر,,,,320000,262.5,1,,,,,,,,,,,
حي/المهدية,1078664555,1576539.1175000004,2941,1662315629,1410300.4684999997,2930,969767193,686724.4689,1330,486330947,313584.74,609,,,,,
يناير,36759619,71304.18500000001,124,222214145,243051.66499999992,497,90695318,51991.69929999999,128,98420240,68959.98999999999,133,,,,,
فبراير,64493392,85615.88000000003,161,174749959,164895.84499999997,338,93376808,65416.03660000001,142,158303990,97169.2,197,,,,,
مارس,72607505,118253.95000000003,215,143954158,136906.42000000004,283,91659839,54299.575000000004,117,154461713,99152.355,190,,,,,
ابريل,112071951,204511.61500000005,357,125124708,110418.01999999999,232,56457667,19182.255,58,75145004,48303.19500000001,89,,,,,
مايو,66520756,105890.65750000003,195,90774027,80685.7,163,41411416,13092.505000000001,41,,,,,,,,
يونيو,15288001,27120.290000000005,53,82238007,69524.07649999998,150,133236335,137316.575,170,,,,,,,,
يوليو,62968511,96356.25,192,170149690,138203.06000000003,275,37594149,30307.769999999997,63,,,,,,,,
اوغسطس,31205800,48089.44000000001,88,123681676,91923.57,191,44370342,39087.689999999995,80,,,,,,,,
سبتمبر,76577596,116613.7,219,151120308,113657.60699999999,238,72997847,57300.159999999996,119,,,,,,,,
اكتوبر,149455592,217952.00999999998,414,155432508,109175.90000000001,229,116646710,87696.93300000002,149,,,,,,,,
نوفمبر,165066261,216984.87000000002,425,114696607,81998.72500000003,167,90942754,61931.62,121,,,,,,,,
ديسمبر,225649571,267846.27,498,108179836,69859.87999999998,167,100378008,69101.65000000002,142,,,,,,,,
حي/المونسية,932489031,459542.10750000004,746,1058056896,508741.2349999999,784,1230596499,680905.45,676,670728275,311115.97,274,,,,,
يناير,187382918,56395.075,80,98296957,46706.810000000005,97,72094486,31668.010000000002,67,138488517,66546.88999999998,73,,,,,
فبراير,90661446,41936.04,71,91757287,40383.229999999996,86,95500364,36634.84,60,353422645,157734.96,103,,,,,
مارس,75781277,39132.685000000005,56,77164903,38441.675,62,75291119,34343.16,49,108578006,58802.340000000004,59,,,,,
ابريل,100165830,43067.395,97,57214601,26321.1,59,19954691,5265.75,13,70239107,28031.78,39,,,,,
مايو,94377773,36150.82,89,104641889,65187.829999999994,57,42562183,15342.460000000001,29,,,,,,,,
يونيو,18813255,5430.5,16,37167455,17498.86,25,232567834,208095.37,102,,,,,,,,
يوليو,55560842,48140.26,52,120435424,59941.494999999995,85,33422758,14559,32,,,,,,,,
اوغسطس,63907153,40173.57,24,47819103,23871.85,63,64492974,36526.759999999995,34,,,,,,,,
سبتمبر,33654241,29438.52,42,87184855,37255.89,65,59976847,24209.365,49,,,,,,,,
اكتوبر,61328820,36739.3825,65,80282137,39181.37,66,219498432,110852.76000000001,80,,,,,,,,
نوفمبر,71388324,35853.2875,79,113852333,46409.895000000004,59,157394401,99458.76499999998,84,,,,,,,,
ديسمبر,79467152,47084.5725,75,142239952,67541.23,60,157840410,63949.20999999999,77,,,,,,,,
حي/الناصرية,1040500,582.1700000000001,4,3900000,2981.3,7,2084806,1265.3649999999998,6,4400000,3000,2,,,,,
يناير,170000,160,1,,,,270000,78,1,4400000,3000,2,,,,,
فبراير,,,,80000,87.85,1,100000,118.8,1,,,,,,,,
مارس,670500,354.17,2,,,,,,,,,,,,,,
ابريل,,,,850000,233.28,1,1195806,101.55,1,,,,,,,,
يوليو,,,,,,,370000,386.24,1,,,,,,,,
اوغسطس,200000,68,1,,,,,,,,,,,,,,
سبتمبر,,,,130000,89.82,1,,,,,,,,,,,
اكتوبر,,,,400000,500,1,50000,79.4,1,,,,,,,,
نوفمبر,,,,260000,118.03,1,99000,501.375,1,,,,,,,,
ديسمبر,,,,2180000,1952.32,2,,,,,,,,,,,
حي/النخبة,,,,66000,875,2,1156000,7124,8,815500,4639.93,7,,,,,
فبراير,,,,66000,875,2,,,,350000,1975.64,2,,,,,
مارس,,,,,,,,,,47500,914.29,1,,,,,
ابريل,,,,,,,,,,418000,1750,4,,,,,
نوفمبر,,,,,,,500000,3480,4,,,,,,,,
ديسمبر,,,,,,,656000,3644,4,,,,,,,,
حي/النخيل,1012565958,228990.2,132,884746085,135420.52199999997,112,476771355,106528.09400000001,145,241270592,47195.363,45,,,,,
يناير,452006128,44287.75,16,81860966,13035.93,11,22439000,5350.63,9,20092000,4312,5,,,,,
فبراير,134236194,27136.55,19,60110274,14605.689999999997,10,53013398,12944.45,15,39712605,7640.853,11,,,,,
مارس,64065510,11521.02,14,33639845,8378.42,11,6381250,1732.53,3,138101188,28423.19,18,,,,,
ابريل,18000002,77579.37000000001,7,15345000,3052,4,12250000,1893.08,2,43364799,6819.32,11,,,,,
مايو,12036384,3171.79,8,50436017,12820.081999999999,10,3900000,631.41,1,,,,,,,,
يونيو,44566746,9963.877,11,13200000,2542.8199999999997,4,84970461,18580.08,20,,,,,,,,
يوليو,98717518,9842.42,15,467375828,45918.07,19,42793585,12578.33,9,,,,,,,,
اوغسطس,13640362,3287.88,8,62727639,8188.580000000001,7,56906777,10222.389000000001,36,,,,,,,,
سبتمبر,24117870,5376.85,8,6465960,1717.74,3,17626250,5733.63,10,,,,,,,,
اكتوبر,27023300,6073.09,7,55640317,16006.08,17,25797658,5840.9,10,,,,,,,,
نوفمبر,51858601,10257.5,10,28102857,6307.82,11,22066960,7196.365,9,,,,,,,,
ديسمبر,72297343,20492.103,9,9841382,2847.29,5,128626016,23824.3,21,,,,,,,,
حي/الندوة,30562032,18638.904000000002,30,48807770,30284.399999999998,53,42563321,28621,30,32125385,19618.5,32,,,,,
يناير,4175000,2825.004,5,12360771,5740.75,9,1145000,420,1,5305000,4565,12,,,,,
فبراير,3965000,2315,3,2465000,1267.5,3,2306000,1004.25,2,14329999,7317,7,,,,,
مارس,1100000,600,1,9728411,7250.25,5,2310000,720,2,10290386,6404.5,11,,,,,
ابريل,2850521,1515,3,2870000,1892.2,5,3250000,1044.25,2,2200000,1332,2,,,,,
مايو,4068511,2402,5,,,,,,,,,,,,,,
يونيو,1250000,460,1,1175000,785.1,2,6584000,3775,5,,,,,,,,
يوليو,189000,700,1,3367250,2045.75,11,16732892,11355,6,,,,,,,,
اوغسطس,,,,6987831,3415,5,1050000,600,1,,,,,,,,
سبتمبر,2752000,1852,3,1559234,1280,2,4607522,2620,4,,,,,,,,
اكتوبر,322000,399.9,1,1040000,1563.75,3,1312307,600,1,,,,,,,,
نوفمبر,9890000,5570,7,4124273,3210,5,2000000,5162.5,3,,,,,,,,
ديسمبر,,,,3130000,1834.1,3,1265600,1320,3,,,,,,,,
حي/الندى,182778858,48740.915,116,505893191,149448.175,176,858879455,198973.405,435,389769441,107058.795,100,,,,,
يناير,9862996,2821.55,7,21479416,4982.25,11,15931799,5227.469999999999,11,33024113,6971.24,19,,,,,
فبراير,5180000,1527.8,8,23028986,6472.42,14,121244220,27433.065000000002,22,62953857,15150.86,33,,,,,
مارس,37741145,9130.574999999999,17,55422228,17735.33,18,10377976,2785.4700000000003,8,189787319,50378.69499999999,30,,,,,
ابريل,18330876,4085.3299999999995,12,28228417,6406.33,19,6891524,1366.1399999999999,4,104004152,34558,18,,,,,
مايو,19421692,5643.425,12,24264023,5884.649999999999,14,11600000,2034.82,7,,,,,,,,
يونيو,10261201,2493.91,5,61734327,16719.565000000002,14,330375655,82232.39999999998,93,,,,,,,,
يوليو,14305721,3959.9900000000002,16,55397648,17918.9,14,21226000,4532.51,30,,,,,,,,
اوغسطس,18420862,4747.4400000000005,7,32036940,10224.74,10,46225362,11243.449999999997,53,,,,,,,,
سبتمبر,9800000,2498.76,7,46594828,15228.83,14,61251992,18475.775,21,,,,,,,,
اكتوبر,15834000,3458.205,9,101553655,30301.03,24,13582988,2529.5400000000004,10,,,,,,,,
نوفمبر,13327535,5287.25,8,24358218,8082.71,12,139021280,23933.070000000007,103,,,,,,,,
ديسمبر,10292830,3086.6800000000003,8,31794505,9491.42,12,81150659,17179.694999999996,73,,,,,,,,
حي/النرجس,1904019658,1039193.5382999998,1758,3265013738,1588961.42,2405,2559009825,889748.8742,1319,929078649,262286.1896,441,,,,,
يناير,90929873,47772.41320000001,92,271920957,148727.32450000002,239,222123350,79324.65,158,68931843,20891.069999999996,38,,,,,
فبراير,126729714,67786.3,135,376813950,200638.97200000004,306,292600694,110605.42099999999,181,132064516,32344.66,53,,,,,
مارس,162703537,82265.10999999999,150,326656549,163962.02500000002,271,288206558,111261.15580000001,112,453947729,129829.18000000004,215,,,,,
ابريل,199064156,97073.975,161,284753019,127298.28700000001,228,26466238,7443,19,274134561,79221.27959999998,135,,,,,
مايو,222009635,115297.02999999996,201,224365479,117087.09399999997,150,56796220,15482.414999999999,45,,,,,,,,
يونيو,89265131,54523.85,62,126597772,61685.25,110,831649438,301072.0338,414,,,,,,,,
يوليو,149325638,76785.36400000002,166,401078455,212092.35499999992,229,170552657,54392.64,29,,,,,,,,
اوغسطس,73263347,38145.08,72,266040833,136770.3575,164,79292301,21421.303,88,,,,,,,,
سبتمبر,85373000,50492.54779999999,95,295475207,139209.7084,220,110787015,36700.708,66,,,,,,,,
اكتوبر,152951047,85369.01,164,246286111,95198.70599999998,184,221860285,62296.09000000001,59,,,,,,,,
نوفمبر,149758647,83992.84,165,191760864,78089.7786,136,169204474,61816.522999999994,103,,,,,,,,
ديسمبر,402645933,239690.01830000003,295,253264542,108201.562,168,89470595,27932.934600000004,45,,,,,,,,
حي/النزهة,115359893,60791.100000000006,62,137351851,36759.275,53,121977577,38840.229999999996,72,68924215,19642.3646,45,,,,,
يناير,25400000,31217.5,3,1550000,1080.625,3,8598664,3092.7200000000003,6,10300000,3504.51,7,,,,,
فبراير,5525000,2057,3,6915238,2453.2,5,4980000,1675,3,22800798,7488.5946,9,,,,,
مارس,3596301,2505,4,18293126,6287.7,11,8400000,3272,4,21811417,5423.08,13,,,,,
ابريل,6681033,2048.87,5,10071862,2255,4,,,,14012000,3226.1800000000003,16,,,,,
مايو,1740000,600,1,3350000,998.5,3,,,,,,,,,,,
يونيو,,,,1000000,750,1,24107801,7844.530000000001,11,,,,,,,,
يوليو,3292000,2362.37,2,16216125,5319.35,7,11468600,3535.65,10,,,,,,,,
اوغسطس,3349379,1375,2,10730111,3116,4,36329642,10370.750000000002,21,,,,,,,,
سبتمبر,6220419,3094.96,6,7365750,1880,3,740000,1242.5,2,,,,,,,,
اكتوبر,7020000,1450,3,11762500,2507.31,2,6576251,2512.5,4,,,,,,,,
نوفمبر,14232125,5345.96,18,1167611,279.09000000000003,2,10376619,2824.13,5,,,,,,,,
ديسمبر,38303636,8734.439999999999,15,48929528,9832.5,8,10400000,2470.45,6,,,,,,,,
حي/النسيم,512208888,260297.1855,475,481216469,325390.8095,661,484480887,288529.12999999995,526,211663505,132476.0539,223,,,,,
يناير,34137258,21658.41,39,63184505,39183.8848,72,110043794,40622.47,63,50919883,27336.85,40,,,,,
فبراير,41801294,24058.75,45,52164081,31948.9998,59,35990306,26761.02,56,63369191,39306.07,66,,,,,
مارس,23342120,17359.416,34,34179410,24035.5,50,39096430,24229.34,51,57009928,36840.75,72,,,,,
ابريل,32832204,22134.2,47,33662734,25045.3621,55,19814157,12645,26,40364503,28992.3839,45,,,,,
مايو,106826299,28687.68,39,30995029,21201.5233,45,13261760,9047,19,,,,,,,,
يونيو,13438662,7224.22,13,21395412,14790.5,30,55351213,33875.8,63,,,,,,,,
يوليو,46314713,21456.309999999998,39,32349434,20806.9825,45,53769418,30616.67,47,,,,,,,,
اوغسطس,31853502,20095.4,35,20499600,17885.75,34,31348411,24304.5,41,,,,,,,,
سبتمبر,16924109,12954.409500000002,31,38713125,27658.337,58,29527438,23933.5,43,,,,,,,,
اكتوبر,87364124,41434.189999999995,60,66426628,42918.479999999996,87,19453207,13017.75,25,,,,,,,,
نوفمبر,49427033,22770.8,48,46378909,30252.62,67,49802250,26562.28,48,,,,,,,,
ديسمبر,27947570,20463.4,45,41267602,29662.87,59,27022503,22913.8,44,,,,,,,,
حي/النظيم,3581332733,10842926.909999998,466,578278485,1181662.7025,613,552228363,763854.445,450,108727651,99866.94999999998,162,,,,,
يناير,1518886401,5274586.529999999,41,43542150,42858.53,75,27364775,24328.420000000002,40,27219571,30146.6,47,,,,,
فبراير,49992100,25381.42,36,37564464,30669.8125,55,35336098,31254.17,49,34585777,29867.585,51,,,,,
مارس,59693735,86263.71999999999,52,140199656,563943.165,63,43922276,39594.08999999999,53,35656940,30386.985,47,,,,,
ابريل,46196962,33579.78,45,33729279,33528.83,53,10975385,7300.375,16,11265363,9465.78,17,,,,,
مايو,25999620,21294.679999999997,38,29552800,26749.125,42,12803410,8173.8,17,,,,,,,,
يونيو,6838174,6914.02,13,74167072,259138.36000000002,33,37012611,36143.45999999999,53,,,,,,,,
يوليو,13460930,17256.5,23,42420805,65543.55,42,14924531,13009.24,20,,,,,,,,
اوغسطس,7928797,9690,19,25216746,20105.879999999997,35,22685852,28963.829999999998,34,,,,,,,,
سبتمبر,13271629,19173.22,29,30897906,26363.129999999997,45,36182962,27787.559999999994,41,,,,,,,,
اكتوبر,29549418,27639.86,51,42853776,39699.41,64,20271911,21946.100000000002,47,,,,,,,,
نوفمبر,1774837045,5286865.15,58,39249803,41245.43,50,16223561,20393.879999999997,45,,,,,,,,
ديسمبر,34677922,34282.030000000006,61,38884028,31817.480000000003,56,274524991,504959.51999999996,35,,,,,,,,
حي/النفل,136833783,62395.535,108,249846423,68829.09,113,277793903,95346.711,114,75541793,21555.199,43,,,,,
يناير,27972759,15205.76,10,60367448,8780.74,12,38250000,18381.18,4,22576165,6340.014,14,,,,,
فبراير,9233223,4716.8,9,29255826,6958.446,12,37463390,10988.75,11,14178270,4412.6,9,,,,,
مارس,13462000,4507.5,10,31291845,10110.196,16,19428750,6906.04,7,23970528,6558.45,14,,,,,
ابريل,12395851,4041.71,11,21734377,6176.774,10,,,,14816830,4244.135,6,,,,,
مايو,13022478,4309.42,13,14203987,5465.15,14,11573414,3513.54,9,,,,,,,,
يونيو,3462629,1068.75,3,3862091,1593.76,4,38560661,11975.792000000001,24,,,,,,,,
يوليو,24056779,6547.679999999999,6,18788008,8674.764,13,14457761,15237.205,9,,,,,,,,
اوغسطس,4365000,1874.375,6,5517380,2085,4,11730317,4603.5,10,,,,,,,,
سبتمبر,6825824,2029.61,6,6993238,2372.5,6,5780371,1855.16,9,,,,,,,,
اكتوبر,8866315,3198.69,9,32687244,11101,11,12984486,4645.14,8,,,,,,,,
نوفمبر,7208050,12675.57,16,10712906,2186,5,69486800,11628.5,9,,,,,,,,
ديسمبر,5962875,2219.67,9,14432073,3324.76,6,18077953,5611.9039999999995,14,,,,,,,,
حي/النموذجية,142223270,29757.8,8,69200000,7125.23,6,93051689,7589.200000000001,4,9392400,6113.29,2,,,,,
يناير,,,,13900000,2085.49,2,,,,,,,,,,,
فبراير,15000000,3061.75,2,,,,,,,2700000,948,1,,,,,
ابريل,958000,479,1,5000000,1557.49,1,,,,6692400,5165.29,1,,,,,
يوليو,1350000,450,1,,,,89539000,6268.64,1,,,,,,,,
اوغسطس,,,,,,,3512689,1320.56,3,,,,,,,,
سبتمبر,1530000,600,1,,,,,,,,,,,,,,
نوفمبر,122915270,24590,2,300000,420.5,1,,,,,,,,,,,
ديسمبر,470000,577.05,1,50000000,3061.75,2,,,,,,,,,,,
حي/النهضة,441441120,200395.1045,275,388159140,232736.14769999997,403,325192356,182032.67270000002,307,121584671,61895,92,,,,,
يناير,36156055,22321.324999999997,27,27614608,15934.4077,34,33708411,23651.02,44,14179576,9449.6,16,,,,,
فبراير,20203405,14422.462,26,29725672,16678.58,26,20651137,13770.6227,30,23075609,11574.5,20,,,,,
مارس,26161864,12970,27,56310139,40962.92,44,31488855,15195.94,25,49435445,24956,35,,,,,
ابريل,199289221,60300.1275,37,43489615,28193.29,52,14672841,6184.05,11,34894041,15914.9,21,,,,,
مايو,24006389,17452.4,31,31722844,18304.699999999997,31,6791908,5125,10,,,,,,,,
يونيو,3187495,1552,3,17524706,9872.1,15,47310446,23884.5,40,,,,,,,,
يوليو,23773596,12646.59,22,22367173,15028.28,29,15681393,6228.42,12,,,,,,,,
اوغسطس,9561094,4385,7,24964719,15374.7,28,20249178,11146.05,20,,,,,,,,
سبتمبر,10795922,7779.3,15,36247870,18567.96,36,32774891,17063.7,29,,,,,,,,
اكتوبر,34875732,16350.83,26,27771700,17092.39,30,27593363,15014.17,28,,,,,,,,
نوفمبر,17650694,11840.73,19,31695539,19777.4,38,47978931,32343.7,38,,,,,,,,
ديسمبر,35779653,18374.34,35,38724555,16949.42,40,26291002,12425.5,20,,,,,,,,
حي/النور,100100000,68149.2,2,,,,1750000,1625,1,6350000,5975,4,,,,,
فبراير,,,,,,,,,,6300000,4500,3,,,,,
مارس,100000,3949.2,1,,,,,,,,,,,,,,
ابريل,100000000,64200,1,,,,,,,50000,1475,1,,,,,
يونيو,,,,,,,1750000,1625,1,,,,,,,,
حي/الهدا,269690416,72354.43000000001,44,207499795,83649.63000000002,68,268176137,115886.765,45,43304250,28509.015000000007,10,,,,,
يناير,130386500,11995,2,,,,27931728,26397.23,7,7200000,1276.06,2,,,,,
فبراير,15109600,7487.65,3,15513422,6804.57,6,21690739,6093.085,7,28706250,21497.770000000004,5,,,,,
مارس,1000000,596.22,1,17037700,6247.5,12,3240000,1087,2,5498000,5390,2,,,,,
ابريل,5500000,7171.26,2,51686870,18248.5,2,5849009,1538.24,2,1900000,345.185,1,,,,,
مايو,3707323,1442.85,2,19490252,16297.93,7,1200000,397.23,1,,,,,,,,
يونيو,500000,3585.63,1,18196000,8665.619999999999,2,29781201,10822.689999999999,13,,,,,,,,
يوليو,33850000,12601.64,2,5350000,1367.25,4,7880000,10630.44,2,,,,,,,,
اوغسطس,6600000,2071.11,1,5000000,1004.5,2,,,,,,,,,,,
سبتمبر,6600000,2071.11,1,,,,3142500,716.5,2,,,,,,,,
اكتوبر,1050000,467,2,,,,61474460,38561.24,3,,,,,,,,
نوفمبر,16580582,8520.630000000001,8,73870000,24639.74,32,9386500,2398,2,,,,,,,,
ديسمبر,48806411,14344.329999999998,19,1355551,374.02,1,96600000,17245.11,4,,,,,,,,
حي/الواحة,206837800,61485.893000000004,84,280025961,70212.2529,81,170278618,51827.94,57,213703676,50332.130000000005,25,,,,,
يناير,6137501,1537.62,6,73962338,9110.7829,10,6280785,2147.05,4,4200000,1099.8,2,,,,,
فبراير,9563750,2193.813,5,6042691,2101.5,3,,,,41736063,9351.65,8,,,,,
مارس,25254114,7001.08,12,12492894,4138.5,7,22240000,7939.1900000000005,6,164870723,38661.83,11,,,,,
ابريل,29074839,12388.41,14,20493225,5666.52,10,11969440,2747.05,4,2896890,1218.85,4,,,,,
مايو,21723398,7035.9400000000005,8,6667986,2125,3,,,,,,,,,,,
يونيو,2625000,730.4,3,9039801,2805.5899999999997,4,50528363,12219.26,17,,,,,,,,
يوليو,11287729,3088.11,7,42324552,13414.65,10,7412420,2225.56,5,,,,,,,,
اوغسطس,14781562,4437.33,7,9900000,2891.88,3,10700000,1935.53,3,,,,,,,,
سبتمبر,29333816,5556.61,7,50807032,14160.539999999999,10,17937610,4480.9,9,,,,,,,,
اكتوبر,33728971,9776.09,7,27660490,7742.53,11,19830000,9995,3,,,,,,,,
نوفمبر,19965120,6623.820000000001,5,11400000,2999.5,5,7080000,2780.4,3,,,,,,,,
