,,,,,,,,,,,,,,,,,
  المؤشر العقاري للأحياء بمدينة مكة المكرمة في عام 2018 و2019 و2020 و 2021,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
المدينة,مكة المكرمة,,,,,,,,,,,,,,,,
حالة العملية(معتمدة/ملغية/..),معتمدة,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,2018,,,2019,,,2020,,,2021,,,,,,,
الأحياء,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,,,,,
نوفمبر,5788747,2738.71,7,5650000,2488.62,4,11943265,10578.29,16,,,,,,,,
ديسمبر,10094224,5518.46,8,2600000,1230,2,9200000,4969,7,,,,,,,,
حي/ام قضب على يمين الذاهب الى جده من الطريق الدائرى ا,300000,86.13,1,,,,,,,,,,,,,,
ابريل,300000,86.13,1,,,,,,,,,,,,,,
حي/امتداد البدر بكدى,117789,29.4438,1,,,,,,,,,,,,,,
ديسمبر,117789,29.4438,1,,,,,,,,,,,,,,
حي/امتداد البدربكدى,650000,835.5,1,430000,840,1,,,,,,,,,,,
مايو,650000,835.5,1,,,,,,,,,,,,,,
سبتمبر,,,,430000,840,1,,,,,,,,,,,
حي/امتداد الرصيفة,,,,2300000,797.56,1,,,,,,,,,,,
اوغسطس,,,,2300000,797.56,1,,,,,,,,,,,
حي/امتداد الزاهر,,,,,,,17200000,3000,6,,,,,,,,
اكتوبر,,,,,,,5000000,1000,2,,,,,,,,
نوفمبر,,,,,,,6200000,1000,2,,,,,,,,
ديسمبر,,,,,,,6000000,1000,2,,,,,,,,
حي/امتداد الزاهر اضافات,1039050,399.67,1,,,,,,,,,,,,,,
مارس,1039050,399.67,1,,,,,,,,,,,,,,
حي/امتداد الزاهر اضافات المعدل,1765000,807.9300000000001,5,,,,350000,104.45,1,700000,207.46,2,,,,,
فبراير,,,,,,,,,,700000,207.46,2,,,,,
مايو,1325000,296.5,3,,,,,,,,,,,,,,
اوغسطس,340000,103.73,1,,,,,,,,,,,,,,
سبتمبر,100000,407.7,1,,,,,,,,,,,,,,
ديسمبر,,,,,,,350000,104.45,1,,,,,,,,
حي/امتداد الزهراء,,,,100000,475.5,1,,,,,,,,,,,
مارس,,,,100000,475.5,1,,,,,,,,,,,
حي/امتداد الشرائع رقم 7,,,,,,,1565300,1767.497,3,1065300,1168.4,2,,,,,
يناير,,,,,,,350000,570,1,700000,559.5,1,,,,,
مارس,,,,,,,365300,608.9,1,365300,608.9,1,,,,,
نوفمبر,,,,,,,850000,588.597,1,,,,,,,,
حي/امتداد الصرافية وادى سرف اللحيانية,439000,525,1,3451420,2156.33,7,3830000,2248.5299999999997,5,,,,,,,,
ابريل,,,,450000,464.8,1,,,,,,,,,,,
مايو,,,,1460000,828.26,3,,,,,,,,,,,
يونيو,,,,520000,525,1,530000,481.7,1,,,,,,,,
يوليو,,,,,,,2150000,1015.24,2,,,,,,,,
اوغسطس,,,,1021420,338.27,2,,,,,,,,,,,
سبتمبر,,,,,,,350000,132.86,1,,,,,,,,
نوفمبر,439000,525,1,,,,,,,,,,,,,,
ديسمبر,,,,,,,800000,618.73,1,,,,,,,,
حي/امتداد الصناعية,1600000,523.17,1,,,,1590000,554.54,1,,,,,,,,
يونيو,,,,,,,1590000,554.54,1,,,,,,,,
نوفمبر,1600000,523.17,1,,,,,,,,,,,,,,
حي/امتداد الضفة الشرقية س د,,,,5000000,619.72,1,5200000,2331.76,2,,,,,,,,
فبراير,,,,,,,3500000,750,1,,,,,,,,
اكتوبر,,,,,,,1700000,1581.76,1,,,,,,,,
نوفمبر,,,,5000000,619.72,1,,,,,,,,,,,
حي/امتداد الضفه الشرقيه س/ د,,,,,,,300000,75,1,,,,,,,,
فبراير,,,,,,,300000,75,1,,,,,,,,
حي/امتداد العسيلة للمنح,,,,750000,578.698,1,1134246,578.697,1,,,,,,,,
يناير,,,,,,,1134246,578.697,1,,,,,,,,
سبتمبر,,,,750000,578.698,1,,,,,,,,,,,
حي/امتداد الفيحاء,,,,1600000,1550,2,,,,,,,,,,,
مارس,,,,800000,775,1,,,,,,,,,,,
يونيو,,,,800000,775,1,,,,,,,,,,,
حي/امتداد المنطقة الصناعية,100000,782.35,1,500000,782.35,1,2400000,2548.92,3,,,,,,,,
مارس,100000,782.35,1,,,,,,,,,,,,,,
يوليو,,,,500000,782.35,1,200000,1298.92,1,,,,,,,,
نوفمبر,,,,,,,2200000,1250,2,,,,,,,,
حي/امتداد المنطقة الصناعية بالبحيرات رقم 2,600000,407.5,1,,,,,,,,,,,,,,
نوفمبر,600000,407.5,1,,,,,,,,,,,,,,
حي/امتداد المنطقة الصناعية بالتنعيم,,,,2690000,2377.68,3,,,,,,,,,,,
فبراير,,,,1000000,900,1,,,,,,,,,,,
يوليو,,,,590000,577.68,1,,,,,,,,,,,
اكتوبر,,,,1100000,900,1,,,,,,,,,,,
حي/امتداد المنطقة الصناعية رقم 2,,,,300000,429.12,1,,,,,,,,,,,
مايو,,,,300000,429.12,1,,,,,,,,,,,
حي/امتداد المنطقة الصناعية رقم2,590000,500,1,1060000,810,2,920000,800,2,,,,,,,,
يوليو,,,,,,,300000,400,1,,,,,,,,
سبتمبر,,,,1060000,810,2,,,,,,,,,,,
ديسمبر,590000,500,1,,,,620000,400,1,,,,,,,,
حي/امتداد المنطقه الصناعيه رقم 2,1100000,981,2,,,,50000,560,1,,,,,,,,
مارس,100000,560,1,,,,,,,,,,,,,,
يونيو,1000000,421,1,,,,50000,560,1,,,,,,,,
حي/امتداد ام الجود,14179500,14114.943,18,17877714,14436.476,20,13479284,9667.33,14,1150000,1264,2,,,,,
يناير,1579500,1650,2,1180000,752,1,800000,756,1,,,,,,,,
فبراير,,,,,,,,,,100000,512,1,,,,,
مارس,990000,756,1,2430620,2152,4,,,,1050000,752,1,,,,,
ابريل,1800000,1444,2,595000,359.24,1,1500000,752,1,,,,,,,,
مايو,50000,893.733,1,,,,,,,,,,,,,,
يونيو,750000,752,1,,,,2200000,1548.9,2,,,,,,,,
يوليو,1000000,756,1,,,,2000804,1412,2,,,,,,,,
اوغسطس,,,,,,,350000,864,1,,,,,,,,
سبتمبر,2450000,2164,3,3700000,2700,3,,,,,,,,,,,
اكتوبر,2200000,1508,2,5930000,5472.157,7,2170000,1609.3899999999999,2,,,,,,,,
نوفمبر,500000,883.71,1,3042094,2245.0789999999997,3,2853480,1461.04,3,,,,,,,,
ديسمبر,2860000,3307.5,4,1000000,756,1,1605000,1264,2,,,,,,,,
حي/امتداد حى الزاهر,8631000,497.25,1,10100000,2069.17,4,1529000,679.21,2,,,,,,,,
يناير,,,,5500000,789.17,1,744000,400,1,,,,,,,,
يونيو,,,,,,,785000,279.21,1,,,,,,,,
يوليو,8631000,497.25,1,,,,,,,,,,,,,,
اكتوبر,,,,3300000,880,2,,,,,,,,,,,
ديسمبر,,,,1300000,400,1,,,,,,,,,,,
حي/امتداد مخطط ولى العهد رقم 1,510000,1169.4099999999999,2,310000,598.27,1,1215000,2388.6099999999997,4,1030000,2501.13,4,,,,,
يناير,,,,,,,,,,400000,1278.8899999999999,2,,,,,
فبراير,,,,,,,,,,630000,1222.24,2,,,,,
مارس,290000,598.27,1,,,,,,,,,,,,,,
يونيو,,,,,,,315000,600,1,,,,,,,,
يوليو,,,,310000,598.27,1,,,,,,,,,,,
اوغسطس,,,,,,,350000,571.14,1,,,,,,,,
سبتمبر,220000,571.14,1,,,,,,,,,,,,,,
اكتوبر,,,,,,,350000,617.47,1,,,,,,,,
نوفمبر,,,,,,,200000,600,1,,,,,,,,
حي/امتداد مخطط ولى العهد رقم 5,1350000,4352.4,5,1360000,4051.2599999999998,5,1450000,3784.54,5,550000,902.32,1,,,,,
يناير,,,,240000,748.56,1,430000,1084.54,2,,,,,,,,
فبراير,,,,,,,370000,900,1,,,,,,,,
مارس,,,,,,,,,,550000,902.32,1,,,,,
ابريل,,,,280000,868.35,1,,,,,,,,,,,
يونيو,,,,100000,868.35,1,,,,,,,,,,,
يوليو,225000,900.96,1,400000,816,1,,,,,,,,,,,
سبتمبر,280000,900.96,1,,,,,,,,,,,,,,
اكتوبر,,,,340000,750,1,300000,900,1,,,,,,,,
نوفمبر,200000,748.56,1,,,,350000,900,1,,,,,,,,
ديسمبر,645000,1801.92,2,,,,,,,,,,,,,,
حي/امتداد مخطط ولى العهد للمنح رقم 5,,,,2425000,4828.224,10,2941500,5840.296,11,2012000,3580.38,8,,,,,
يناير,,,,,,,580000,1372.2,2,400000,901.6,2,,,,,
فبراير,,,,450000,1586.8,3,190000,450.63,1,960000,1776.38,4,,,,,
مارس,,,,,,,378000,939.5160000000001,2,652000,902.4,2,,,,,
مايو,,,,,,,900000,375,1,,,,,,,,
يونيو,,,,200000,451.156,1,193500,450.64,1,,,,,,,,
اوغسطس,,,,260000,686.8,1,,,,,,,,,,,
سبتمبر,,,,400000,375,1,,,,,,,,,,,
اكتوبر,,,,560000,826.156,2,300000,1352.31,2,,,,,,,,
نوفمبر,,,,555000,902.312,2,400000,900,2,,,,,,,,
حي/امتداد منح ابو مراغ,662000,891,1,1600000,1293.8600000000001,2,900000,800,2,,,,,,,,
يونيو,,,,700000,893.86,1,,,,,,,,,,,
يوليو,,,,,,,450000,400,1,,,,,,,,
اكتوبر,662000,891,1,,,,,,,,,,,,,,
ديسمبر,,,,900000,400,1,450000,400,1,,,,,,,,
حي/امتداد منح الشرائع 7,525000,600,1,,,,,,,,,,,,,,
فبراير,525000,600,1,,,,,,,,,,,,,,
حي/امتداد منح الغسالة,,,,1220000,573.64,1,443323,170.29,1,,,,,,,,
اكتوبر,,,,1220000,573.64,1,,,,,,,,,,,
نوفمبر,,,,,,,443323,170.29,1,,,,,,,,
حي/امتداد ولى العهد,,,,,,,890700,2863.02,3,,,,,,,,
يوليو,,,,,,,250000,954.34,1,,,,,,,,
نوفمبر,,,,,,,640700,1908.68,2,,,,,,,,
حي/امتداد ولى العهد رقم 5,3140000,10123.85,13,3728000,11242.53,13,3580000,7411.295,10,3161000,8513.15,11,,,,,
يناير,,,,350000,895.26,1,,,,1401000,3424.69,4,,,,,
فبراير,228000,706.89,1,600000,1416,2,,,,610000,1596.76,2,,,,,
مارس,,,,280000,600,1,,,,950000,3053.88,4,,,,,
ابريل,,,,60000,882.68,1,,,,200000,437.82,1,,,,,
يونيو,,,,850000,2749.44,3,535000,1308,2,,,,,,,,
يوليو,225000,902.31,1,248000,900,1,555000,902.43,1,,,,,,,,
اوغسطس,270000,902.31,1,,,,1080000,1742.56,2,,,,,,,,
سبتمبر,685000,2508.16,3,,,,,,,,,,,,,,
اكتوبر,500000,1801.27,2,1340000,3799.1499999999996,4,1100000,2369.1499999999996,3,,,,,,,,
نوفمبر,932000,2375,3,,,,310000,1089.155,2,,,,,,,,
ديسمبر,300000,927.91,2,,,,,,,,,,,,,,
حي/بئر الغنم,3235800,9955.02,7,2100000,7581.3,9,1130000,8718.76,4,1966000,7056.76,6,,,,,
يناير,,,,100000,895.5,1,,,,100000,2468.98,1,,,,,
فبراير,2000000,5466.25,1,,,,,,,1266000,2695.15,3,,,,,
مارس,113000,1523.73,1,200000,600,1,320000,899.14,1,600000,1892.63,2,,,,,
ابريل,,,,90000,1000,1,,,,,,,,,,,
مايو,,,,,,,250000,1000,1,,,,,,,,
يونيو,,,,250000,902.18,1,,,,,,,,,,,
يوليو,692800,1371.19,2,610000,1610.6,2,460000,1655.65,1,,,,,,,,
اوغسطس,,,,,,,100000,5163.97,1,,,,,,,,
سبتمبر,,,,455000,1578.71,2,,,,,,,,,,,
اكتوبر,250000,600,1,395000,994.31,1,,,,,,,,,,,
نوفمبر,180000,993.85,2,,,,,,,,,,,,,,
حي/بئر الغنم على يمين الذاهب للجعرانة,150000,600.73,1,100000,1447.05,1,413324,634.94,1,,,,,,,,
مايو,150000,600.73,1,,,,,,,,,,,,,,
نوفمبر,,,,100000,1447.05,1,,,,,,,,,,,
ديسمبر,,,,,,,413324,634.94,1,,,,,,,,
حي/بئر الغنم على يمين الذاهب للجعرانة من النوارية,880000,5026.17,2,400000,1830.1599999999999,2,100000,503.34,1,,,,,,,,
فبراير,,,,300000,795.16,1,,,,,,,,,,,
ابريل,,,,100000,1035,1,,,,,,,,,,,
مايو,650000,4488.67,1,,,,,,,,,,,,,,
نوفمبر,230000,537.5,1,,,,,,,,,,,,,,
ديسمبر,,,,,,,100000,503.34,1,,,,,,,,
حي/بئر بليلة من محلة جياد,13230830,357.59,1,,,,,,,,,,,,,,
فبراير,13230830,357.59,1,,,,,,,,,,,,,,
حي/بابى مرو,,,,376000,432.48,1,,,,,,,,,,,
ابريل,,,,376000,432.48,1,,,,,,,,,,,
حي/باشراحيل اضافات,,,,550000,745.12,1,,,,,,,,,,,
يوليو,,,,550000,745.12,1,,,,,,,,,,,
حي/بدر,,,,750000,286.99,1,1043000,230.33,1,,,,,,,,
فبراير,,,,750000,286.99,1,,,,,,,,,,,
يوليو,,,,,,,1043000,230.33,1,,,,,,,,
حي/بدر بكدى,,,,1200000,270.32,2,,,,,,,,,,,
مايو,,,,1200000,270.32,2,,,,,,,,,,,
حي/بشم,1170900,1225,2,3265190,1919.5,4,3644600,5148.07,9,264000,440,1,,,,,
يناير,,,,,,,907200,540,1,264000,440,1,,,,,
فبراير,320900,625,1,500000,514,1,,,,,,,,,,,
مارس,,,,,,,300000,1004.0699999999999,2,,,,,,,,
ابريل,,,,329411,600,1,,,,,,,,,,,
يونيو,,,,,,,1190000,2000,3,,,,,,,,
يوليو,,,,,,,660000,625,1,,,,,,,,
سبتمبر,,,,2435779,805.5,2,,,,,,,,,,,
اكتوبر,,,,,,,285000,475,1,,,,,,,,
نوفمبر,850000,600,1,,,,302400,504,1,,,,,,,,
حي/بطحاء قريش,153799149,54955.04,147,147069489,49665.909999999996,205,118950875,45622.42,125,35736388,12842.14,43,,,,,
يناير,25707954,9181.07,35,5667047,2404.73,8,19084351,7729.12,17,11507000,3608.1800000000003,12,,,,,
فبراير,10322000,3713.49,11,11118000,3757.37,8,15855480,6679.040000000001,20,12432388,4955.67,18,,,,,
مارس,23934271,7930.209999999998,15,21775203,6072.379999999999,18,7396274,3357.1900000000005,10,7240000,2880.88,6,,,,,
ابريل,5496000,2268.7099999999996,6,15792719,6341.19,16,150000,377.47,1,4557000,1397.4099999999999,7,,,,,
مايو,23483397,12596.270000000002,22,3938542,1211.53,6,,,,,,,,,,,
يونيو,549775,156.41,1,2660000,1148.92,4,39858920,12883.010000000002,27,,,,,,,,
يوليو,7720704,3695.7099999999996,13,23240573,8764.38,52,14020449,5589.609999999999,16,,,,,,,,
اوغسطس,10195098,2316.92,6,11576829,4297.14,17,3110000,1396.83,4,,,,,,,,
سبتمبر,20421713,4092.48,6,19871896,6547.88,38,2325417,566.77,4,,,,,,,,
اكتوبر,13671753,4399.33,17,11762809,4206.89,18,3870000,2216.77,7,,,,,,,,
نوفمبر,2650000,1288.3799999999999,3,7986578,2030.0500000000004,9,7029984,2975.62,10,,,,,,,,
ديسمبر,9646484,3316.06,12,11679293,2883.45,11,6250000,1850.9899999999998,9,,,,,,,,
حي/بطحاء قريش 1,2380000,786.5799999999999,5,1700000,548.47,1,1765000,1147.09,5,,,,,,,,
يناير,,,,,,,405000,135.34,1,,,,,,,,
مارس,,,,,,,100000,112.54,1,,,,,,,,
ابريل,960000,325.62,2,,,,,,,,,,,,,,
يونيو,,,,,,,10000,439.44,1,,,,,,,,
سبتمبر,,,,,,,1250000,459.77,2,,,,,,,,
نوفمبر,500000,162.81,1,,,,,,,,,,,,,,
ديسمبر,920000,298.15,2,1700000,548.47,1,,,,,,,,,,,
حي/بطحاء قريش الاضافى,,,,,,,500000,661,1,,,,,,,,
يونيو,,,,,,,500000,661,1,,,,,,,,
حي/بطحاء قريش الايضافات ثلاثة,18491740,7775.359999999999,30,3660000,1782.27,7,13683215,6413.51,17,6805000,2995.84,8,,,,,
يناير,200000,192.16,1,1120000,483.66999999999996,3,1290000,422.85,3,1860000,497.72,1,,,,,
فبراير,4900000,1110,2,700000,460,1,1165000,432.99,3,1700000,616.45,1,,,,,
مارس,3292740,1533.44,4,,,,1078000,303.62,2,1450000,1204.24,3,,,,,
ابريل,5100000,2754.79,10,390000,192.16,1,,,,1795000,677.4300000000001,3,,,,,
مايو,800000,297.44,2,,,,,,,,,,,,,,
يونيو,,,,,,,2799141,1285,2,,,,,,,,
يوليو,,,,,,,3076828,1361.79,3,,,,,,,,
اوغسطس,350000,121.03,1,,,,,,,,,,,,,,
سبتمبر,1830000,1120.52,5,,,,520000,660,1,,,,,,,,
اكتوبر,,,,350000,114.02,1,,,,,,,,,,,
نوفمبر,,,,1100000,532.42,1,2270000,1487.26,2,,,,,,,,
ديسمبر,2019000,645.98,5,,,,1484246,460,1,,,,,,,,
حي/بطحاء قريش الجزء الثانى اضافات,,,,5385030,1880.2600000000002,17,585000,169.12,2,,,,,,,,
يناير,,,,,,,285000,83.08,1,,,,,,,,
فبراير,,,,2100000,492,1,,,,,,,,,,,
يونيو,,,,,,,300000,86.04,1,,,,,,,,
نوفمبر,,,,1930030,777.82,9,,,,,,,,,,,
ديسمبر,,,,1355000,610.44,7,,,,,,,,,,,
حي/بطحاء قريش المعتمد,12811708,4597.52,9,12930113,7627.8667,16,14893542,5422.0702,13,5464187,4392.9400000000005,3,,,,,
يناير,4360000,1500,3,,,,,,,,,,,,,,
فبراير,1764345,629,1,3756250,2480.6948,4,1392341,669.1481,2,5375000,3892.94,2,,,,,
مارس,2700000,621,1,1387963,1135.3919,2,,,,89187,500,1,,,,,
ابريل,1500000,568.52,1,1700000,628,1,,,,,,,,,,,
مايو,500000,500,1,2268741,1450.835,2,,,,,,,,,,,
يونيو,987363,240,1,,,,6000000,605.65,1,,,,,,,,
يوليو,,,,1829818,914.9096,2,2180330,1087.6970000000001,4,,,,,,,,
سبتمبر,1000000,539,1,,,,121496,48.5982,1,,,,,,,,
اكتوبر,,,,,,,4349375,2530.9769,4,,,,,,,,
نوفمبر,,,,1987341,1018.0354,5,,,,,,,,,,,
ديسمبر,,,,,,,850000,480,1,,,,,,,,
حي/بطحاء قريش المعدل,6494779,2014.2700000000002,10,886908,216.71,1,900000,500,1,,,,,,,,
يناير,,,,,,,900000,500,1,,,,,,,,
ابريل,,,,886908,216.71,1,,,,,,,,,,,
يوليو,2590000,807.88,4,,,,,,,,,,,,,,
اوغسطس,1359779,415.73,2,,,,,,,,,,,,,,
سبتمبر,1405000,433.88,2,,,,,,,,,,,,,,
اكتوبر,530000,157.99,1,,,,,,,,,,,,,,
نوفمبر,610000,198.79,1,,,,,,,,,,,,,,
حي/بطحاء قريش النموذجى,88888607,29039.704,120,188312435,64746.98299999999,222,158542702,48964.9011,179,53921817,17024.155000000002,63,,,,,
يناير,2426874,587.56,4,15962018,4281.679,25,13094822,4901.719999999998,15,34144865,9441.640000000001,34,,,,,
فبراير,12777500,4462.007999999999,13,12832754,3979.0849999999996,20,42275809,4869.05,15,5121000,2156.1250000000005,10,,,,,
مارس,9611700,2699.0000000000005,16,19101956,6667.870000000001,16,7325000,2613.419999999999,16,12405952,4607.41,16,,,,,
ابريل,12076999,3672.41,18,16608313,9037.24,25,450000,128.77,1,2250000,818.98,3,,,,,
مايو,8216598,3692.1660000000006,13,53762250,10470.079999999998,37,3750000,1026.92,7,,,,,,,,
يونيو,2287686,2307.7200000000003,11,6165000,3346.45,15,36355756,13424.170000000006,63,,,,,,,,
يوليو,9789365,2537.29,12,9759140,5094.5199999999995,19,6656156,2282.95,8,,,,,,,,
اوغسطس,2179900,1055.9099999999999,7,12506146,2694.6990000000005,7,5735000,1755.58,6,,,,,,,,
سبتمبر,2969000,920.78,3,3778500,2124.3999999999996,6,6381470,3521.9700000000003,10,,,,,,,,
اكتوبر,13820000,1694.3899999999999,8,7625031,4305.0199999999995,19,7639235,6450.369999999999,12,,,,,,,,
نوفمبر,6680980,2330.95,8,16736827,5725.960000000001,19,18429906,2912.0211,9,,,,,,,,
ديسمبر,6052005,3079.52,7,13474500,7019.980000000001,14,10449548,5077.959999999999,17,,,,,,,,
حي/بطحاء قريش النموذجى المعدل,1300000,500,1,827270,370.53999999999996,2,478000,421.53,1,550000,148.54,1,,,,,
يناير,,,,,,,,,,550000,148.54,1,,,,,
ابريل,,,,327270,222,1,,,,,,,,,,,
يونيو,,,,500000,148.54,1,,,,,,,,,,,
سبتمبر,1300000,500,1,,,,,,,,,,,,,,
ديسمبر,,,,,,,478000,421.53,1,,,,,,,,
حي/بطحاء قريش النموذجى رقم 2,500000,500,1,,,,,,,1900000,535.75,1,,,,,
فبراير,500000,500,1,,,,,,,1900000,535.75,1,,,,,
حي/بطحاء قريش نموذجى,12960082,3717.6,15,49200854,9767.040000000003,87,40409600,10172.05,41,900000,600,1,,,,,
يناير,,,,5947000,1379.7600000000002,11,1680000,381.15999999999997,3,900000,600,1,,,,,
فبراير,,,,9740000,1673.3,17,10855000,1904.71,6,,,,,,,,
مارس,,,,8513542,1672.8400000000001,14,9588600,2211.53,4,,,,,,,,
ابريل,,,,8370000,1369.3200000000002,14,,,,,,,,,,,
مايو,,,,1750000,286.28000000000003,3,2378445,626.62,4,,,,,,,,
يونيو,,,,1630000,298.43,3,11527555,3550.54,17,,,,,,,,
يوليو,,,,4910000,992.52,9,2180000,628.8,4,,,,,,,,
سبتمبر,,,,2139400,554.6500000000001,4,1200000,600,1,,,,,,,,
اكتوبر,100000,421.95,1,990000,274.02,2,,,,,,,,,,,
نوفمبر,2130000,569.57,4,3367000,738.86,6,480000,130.34,1,,,,,,,,
ديسمبر,10730082,2726.08,10,1843912,527.06,4,520000,138.35,1,,,,,,,,
حي/بطحاءقريش,10587150,2434.38,6,17372500,3969.33,10,3408500,1297.5,4,5940000,1865.38,6,,,,,
يناير,,,,4445000,1295,3,,,,720000,186.89,1,,,,,
فبراير,4000000,475,1,,,,700000,255,1,710000,186.89,1,,,,,
مارس,,,,3100000,600,1,,,,2000000,611.69,1,,,,,
ابريل,,,,1500000,353.75,2,,,,2510000,879.9100000000001,3,,,,,
يوليو,1174750,390.66999999999996,2,,,,358500,162.5,1,,,,,,,,
اكتوبر,540000,184.78,1,7827500,1536.79,3,1000000,480,1,,,,,,,,
نوفمبر,2072400,828.96,1,,,,,,,,,,,,,,
ديسمبر,2800000,554.97,1,500000,183.79,1,1350000,400,1,,,,,,,,
حي/بطريق اليمن بالقرب من الشوقيه,1910000,625,1,1650000,425,1,,,,1500000,572,1,,,,,
يناير,,,,,,,,,,1500000,572,1,,,,,
يوليو,1910000,625,1,,,,,,,,,,,,,,
اوغسطس,,,,1650000,425,1,,,,,,,,,,,
حي/بمخطط جنوب المسفله رقم (2),,,,1174782,375.68,2,,,,300000,910,1,,,,,
يناير,,,,,,,,,,300000,910,1,,,,,
مايو,,,,1174782,375.68,2,,,,,,,,,,,
حي/بمخطط ولى العهد رقم 8,,,,,,,400000,600,1,,,,,,,,
اكتوبر,,,,,,,400000,600,1,,,,,,,,
حي/بن عمران,5650000,1757.1950000000002,4,5034750,4219.349999999999,5,1300000,623.5,1,2400000,1572.58,2,,,,,
يناير,,,,,,,,,,1100000,946.23,1,,,,,
فبراير,,,,2575000,2196.37,2,,,,1300000,626.35,1,,,,,
مارس,850000,523.14,1,,,,,,,,,,,,,,
ابريل,2000000,504.22,1,,,,,,,,,,,,,,
مايو,,,,150000,647.24,1,,,,,,,,,,,
يونيو,2600000,499.15,1,309750,647.24,1,,,,,,,,,,,
يوليو,200000,230.685,1,,,,,,,,,,,,,,
اكتوبر,,,,2000000,728.5,1,,,,,,,,,,,
ديسمبر,,,,,,,1300000,623.5,1,,,,,,,,
حي/بين التنعيم والعمرة والمنطقة الصناعية,,,,1300000,1050,1,,,,,,,,,,,
يونيو,,,,1300000,1050,1,,,,,,,,,,,
حي/تخطيط أراضى فيصل بدر بالنزهة,5529082,2308.526,8,3018020,1250,2,1025000,447.727,2,,,,,,,,
مارس,850000,506,1,,,,,,,,,,,,,,
يونيو,,,,,,,1025000,447.727,2,,,,,,,,
سبتمبر,1200000,447.727,2,,,,,,,,,,,,,,
اكتوبر,1230000,387.63599999999997,2,,,,,,,,,,,,,,
نوفمبر,1349082,417.163,2,,,,,,,,,,,,,,
ديسمبر,900000,550,1,3018020,1250,2,,,,,,,,,,,
حي/تخطيط أرض العمرة معدل,,,,,,,,,,828200,650,1,,,,,
يناير,,,,,,,,,,828200,650,1,,,,,
حي/تخطيط أرض بنى عمير الموقع رقم 1 المعدل,,,,,,,,,,80000,748.06,1,,,,,
فبراير,,,,,,,,,,80000,748.06,1,,,,,
حي/تخطيط اراضى العمرة المعدل,4875000,900,1,,,,,,,,,,,,,,
نوفمبر,4875000,900,1,,,,,,,,,,,,,,
حي/تخطيط اراضى فيصل بدر الواقعه بين المنجورة والهجيلة,5000000,1776,2,,,,1600000,625,1,,,,,,,,
سبتمبر,5000000,1776,2,,,,,,,,,,,,,,
نوفمبر,,,,,,,1600000,625,1,,,,,,,,
حي/تخطيط ارض العمرة المعدل,,,,,,,350000,450,1,,,,,,,,
فبراير,,,,,,,350000,450,1,,,,,,,,
حي/تخطيط ارض العمرة معدل,,,,2150000,783.69,1,,,,,,,,,,,
ديسمبر,,,,2150000,783.69,1,,,,,,,,,,,
حي/تخطيط منطقة حى المسفلة 11 جنوب 3 غرب 4,,,,500000,621,1,,,,,,,,,,,
سبتمبر,,,,500000,621,1,,,,,,,,,,,
حي/تعديل المخطط العام لحى الفيصلية,,,,,,,1750000,50,1,,,,,,,,
نوفمبر,,,,,,,1750000,50,1,,,,,,,,
حي/تعديل المخطط العام لحى الفيصلية الششة المعتمد,,,,,,,6968750,456.25,2,,,,,,,,
مارس,,,,,,,5000000,400,1,,,,,,,,
نوفمبر,,,,,,,1968750,56.25,1,,,,,,,,
حي/تعديل جزء من مخطط بطحاء قريش اضافات 3,,,,,,,1760000,1460,2,,,,,,,,
يونيو,,,,,,,1000000,660,1,,,,,,,,
يوليو,,,,,,,760000,800,1,,,,,,,,
حي/تعديل مخطط المسفله11 جنوب 3 غرب 4,600000,429.76,2,,,,700000,218.46,1,4200000,837,1,,,,,
فبراير,,,,,,,,,,4200000,837,1,,,,,
مارس,500000,214.88,1,,,,,,,,,,,,,,
يونيو,,,,,,,700000,218.46,1,,,,,,,,
يوليو,100000,214.88,1,,,,,,,,,,,,,,
حي/تعديل واضافة جزء من مخطط جنوب العزيزية رقم 6,,,,,,,1140000,442.02,1,,,,,,,,
نوفمبر,,,,,,,1140000,442.02,1,,,,,,,,
حي/تقسيم أراضى المطلق والجفرى بشارع الحج,1148102,179.52999999999997,3,2163250,369.95000000000005,5,2270270,333.25,6,230000,69.55,1,,,,,
يناير,,,,462000,85.78,1,,,,,,,,,,,
فبراير,,,,,,,,,,230000,69.55,1,,,,,
مايو,600000,109.97999999999999,2,251000,50.55,1,,,,,,,,,,,
يونيو,,,,416250,79.4,1,,,,,,,,,,,
يوليو,,,,,,,454000,55.72,1,,,,,,,,
اكتوبر,,,,1034000,154.22,2,1063770,168.07,3,,,,,,,,
نوفمبر,548102,69.55,1,,,,360000,54.73,1,,,,,,,,
ديسمبر,,,,,,,392500,54.73,1,,,,,,,,
حي/تقسيم أرض الشيخ محمد صالح باشراحيل,,,,,,,750000,491.62,1,,,,,,,,
فبراير,,,,,,,750000,491.62,1,,,,,,,,
حي/تقسيم أرض العمرة,500000,625,1,900000,926.25,1,1200000,1271,1,1850000,1629.35,2,,,,,
يناير,,,,,,,1200000,1271,1,,,,,,,,
