,,,,,,,,,,,,,,,,,
  المؤشر العقاري للأحياء بمدينة مكة المكرمة في عام 2018 و2019 و2020 و 2021,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
المدينة,مكة المكرمة,,,,,,,,,,,,,,,,
حالة العملية(معتمدة/ملغية/..),معتمدة,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,2018,,,2019,,,2020,,,2021,,,,,,,
الأحياء,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,,,,,
فبراير,,,,,,,,,,1850000,1629.35,2,,,,,
اكتوبر,,,,900000,926.25,1,,,,,,,,,,,
نوفمبر,500000,625,1,,,,,,,,,,,,,,
حي/تقسيم أرض بن عمران,844000,515.182,2,,,,1546404,1280.9499999999998,2,,,,,,,,
مايو,744000,250.632,1,,,,,,,,,,,,,,
يونيو,100000,264.55,1,,,,,,,,,,,,,,
اكتوبر,,,,,,,646404,500.39,1,,,,,,,,
نوفمبر,,,,,,,900000,780.56,1,,,,,,,,
حي/تقسيم أرض سمو الأمير أحمد بكدى,1566039,448.86,3,2765000,916.33,3,197918,119.9988,1,619000,146.13,1,,,,,
يناير,,,,1465000,624.07,1,,,,,,,,,,,
فبراير,820000,151.45,1,,,,,,,,,,,,,,
مارس,,,,,,,,,,619000,146.13,1,,,,,
ابريل,250000,146.13,1,,,,,,,,,,,,,,
اوغسطس,496039,151.28,1,,,,,,,,,,,,,,
نوفمبر,,,,600000,146.13,1,197918,119.9988,1,,,,,,,,
ديسمبر,,,,700000,146.13,1,,,,,,,,,,,
حي/تقسيم ارض العمرة مخطط العمره العام,1258000,1212.5,2,550000,660.67,1,320000,660.67,1,,,,,,,,
فبراير,500000,490.5,1,,,,320000,660.67,1,,,,,,,,
نوفمبر,,,,550000,660.67,1,,,,,,,,,,,
ديسمبر,758000,722,1,,,,,,,,,,,,,,
حي/تقسيم ارض سمو الامير احمد بن عبدالعزيز,,,,,,,,,,3073125,1560,2,,,,,
فبراير,,,,,,,,,,3000000,780,1,,,,,
مارس,,,,,,,,,,73125,780,1,,,,,
حي/تقسيم قطع بمخطط العوالى,2600000,840.97,2,10480000,3864.98,9,14422500,7511.63,17,7170000,3144.6899999999996,7,,,,,
يناير,,,,,,,2410000,899.94,2,2500000,1083.08,2,,,,,
فبراير,,,,1400000,435.01,1,,,,990000,405.08,1,,,,,
مارس,,,,4200000,1345.1100000000001,3,,,,2900000,1251.62,3,,,,,
ابريل,,,,,,,,,,780000,404.91,1,,,,,
مايو,,,,2250000,839.94,2,,,,,,,,,,,
يونيو,,,,,,,2400000,1323.08,3,,,,,,,,
اوغسطس,,,,,,,2000000,1291,3,,,,,,,,
سبتمبر,,,,1500000,810.02,2,1800000,1304.88,3,,,,,,,,
اكتوبر,1400000,434.9,1,,,,1882500,874.78,2,,,,,,,,
نوفمبر,1200000,406.07,1,1130000,434.9,1,3930000,1817.95,4,,,,,,,,
حي/جبل الحفائر المطل على الطندباوى,,,,,,,2538071,241.88,1,,,,,,,,
يونيو,,,,,,,2538071,241.88,1,,,,,,,,
حي/جبل الحفائر من محلة حارة الباب,50000,84.63,1,,,,2538071,145.31,1,,,,,,,,
يونيو,,,,,,,2538071,145.31,1,,,,,,,,
سبتمبر,50000,84.63,1,,,,,,,,,,,,,,
حي/جبل الحفاير,3849920,444.29,2,,,,2538071,173.85,1,,,,,,,,
يونيو,,,,,,,2538071,173.85,1,,,,,,,,
اوغسطس,3849920,444.29,2,,,,,,,,,,,,,,
حي/جبل الحفاير من محلة الباب,,,,,,,2538071,318.73,1,,,,,,,,
يونيو,,,,,,,2538071,318.73,1,,,,,,,,
حي/جبل السبع البنات باجياد,9900000,193.31,4,,,,,,,,,,,,,,
يونيو,9900000,193.31,4,,,,,,,,,,,,,,
حي/جبل السيدة,6808500,1841.83,3,700000,432.25,1,17996031,2821.46,4,,,,,,,,
يناير,,,,,,,8432485,887.63,1,,,,,,,,
مارس,450000,400,1,,,,1200000,560,1,,,,,,,,
ابريل,5258500,973.83,1,,,,,,,,,,,,,,
يونيو,,,,,,,1800000,400,1,,,,,,,,
يوليو,1100000,468,1,,,,6563546,973.83,1,,,,,,,,
اوغسطس,,,,700000,432.25,1,,,,,,,,,,,
حي/جبل السيدة خديجة,,,,850002,400,1,,,,,,,,,,,
فبراير,,,,850002,400,1,,,,,,,,,,,
حي/جبل الشراشف,,,,,,,2538071,107.82,1,,,,,,,,
يونيو,,,,,,,2538071,107.82,1,,,,,,,,
حي/جبل الغراب بجرول,,,,,,,4962780,290.11,2,,,,,,,,
يونيو,,,,,,,4962780,290.11,2,,,,,,,,
حي/جبل الكعبة,1500000000,1668.6,1,,,,,,,,,,,,,,
ديسمبر,1500000000,1668.6,1,,,,,,,,,,,,,,
حي/جبل النور,15100000,3645,2,2445000,2565.2,5,334900,358.38,2,2800000,893.5,2,,,,,
فبراير,,,,,,,120000,179.19,1,,,,,,,,
مارس,,,,,,,,,,2800000,893.5,2,,,,,
ابريل,,,,1045000,915.5,2,,,,,,,,,,,
مايو,,,,1150000,985.14,2,,,,,,,,,,,
اوغسطس,100000,400,1,,,,214900,179.19,1,,,,,,,,
اكتوبر,15000000,3245,1,,,,,,,,,,,,,,
نوفمبر,,,,250000,664.56,1,,,,,,,,,,,
حي/جبل النور المعدل,5139000,1920,5,450000,836,3,6000000,1426.79,2,1900000,850,1,,,,,
يناير,,,,50000,408.5,1,,,,,,,,,,,
مارس,600000,570,1,,,,,,,1900000,850,1,,,,,
ابريل,2000000,570,1,,,,,,,,,,,,,,
مايو,100000,400,1,,,,,,,,,,,,,,
يونيو,,,,,,,2000000,454,1,,,,,,,,
اكتوبر,,,,100000,47.5,1,,,,,,,,,,,
نوفمبر,2439000,380,2,,,,,,,,,,,,,,
ديسمبر,,,,300000,380,1,4000000,972.79,1,,,,,,,,
حي/جبل ثور,,,,1000000,842.55,1,1930000,1324,2,,,,,,,,
فبراير,,,,1000000,842.55,1,1200000,894,1,,,,,,,,
نوفمبر,,,,,,,730000,430,1,,,,,,,,
حي/جبل خندمه شعب عامر,,,,800000,235.93,2,,,,,,,,,,,
يناير,,,,700000,170.95,1,,,,,,,,,,,
يوليو,,,,100000,64.98,1,,,,,,,,,,,
حي/جبل دفان بمحلة السليمانية,,,,950000,88.56,1,,,,,,,,,,,
اكتوبر,,,,950000,88.56,1,,,,,,,,,,,
حي/جبل عمر,315093915,722.31,7,50000,176.73,1,,,,,,,,,,,
يونيو,315043915,553.11,6,,,,,,,,,,,,,,
اكتوبر,,,,50000,176.73,1,,,,,,,,,,,
نوفمبر,50000,169.2,1,,,,,,,,,,,,,,
حي/جبل قرمان بشعب عامر,250000,182.54,1,,,,,,,,,,,,,,
مايو,250000,182.54,1,,,,,,,,,,,,,,
حي/جرول,133232470,7359.5804,24,162849903,4368.1539999999995,19,204450011,7401.99,22,21090000,1638.59,3,,,,,
يناير,58247420,2459.7653999999998,6,,,,,,,,,,,,,,
فبراير,200000,522.37,2,1300000,197.58,1,,,,90000,153.29,1,,,,,
مارس,2200000,803.6700000000001,2,1140000,142.8,1,,,,21000000,1485.3,2,,,,,
ابريل,,,,350000,430.71,2,,,,,,,,,,,
مايو,25730000,1669.725,3,1200000,169.07,1,117237683,1390.76,1,,,,,,,,
يونيو,17489040,408.52000000000004,4,,,,37630936,3998.5699999999997,16,,,,,,,,
يوليو,3500882,251,1,750000,414.77,1,250000,258.21,1,,,,,,,,
اوغسطس,,,,99046202,782.77,4,,,,,,,,,,,
سبتمبر,19000000,500.78,2,100000,173.99,1,2481390,188.49,1,,,,,,,,
اكتوبر,6865128,743.75,4,12250000,1412.24,2,40000002,943.22,1,,,,,,,,
نوفمبر,,,,46713701,644.2239999999999,6,,,,,,,,,,,
ديسمبر,,,,,,,6850000,622.74,2,,,,,,,,
حي/جرول الحفاير,,,,,,,4962780,723.76,2,,,,,,,,
يونيو,,,,,,,4962780,723.76,2,,,,,,,,
حي/جرول الهنداوية,790000,283.19,2,,,,2000000,548.97,1,,,,,,,,
فبراير,790000,283.19,2,,,,,,,,,,,,,,
ديسمبر,,,,,,,2000000,548.97,1,,,,,,,,
حي/جرول بالعتيبية,340000,62.48,1,2500000,337.56,3,,,,,,,,,,,
فبراير,340000,62.48,1,,,,,,,,,,,,,,
اوغسطس,,,,1400000,199.49,2,,,,,,,,,,,
ديسمبر,,,,1100000,138.07,1,,,,,,,,,,,
حي/جرول بمحلة الطندباوى,,,,,,,8822748,108.75,1,,,,,,,,
مايو,,,,,,,8822748,108.75,1,,,,,,,,
حي/جرول جبل جحيشة,,,,370000,125.17,1,,,,,,,,,,,
يناير,,,,370000,125.17,1,,,,,,,,,,,
حي/جرول خلف شارع المنصور,6945525,1527.3082,1,,,,,,,,,,,,,,
ابريل,6945525,1527.3082,1,,,,,,,,,,,,,,
حي/جرول شعبة الغاربة,4000000,347.87,1,,,,,,,,,,,,,,
ديسمبر,4000000,347.87,1,,,,,,,,,,,,,,
حي/جرول شعبة المغاربة,,,,2000000,134.31,1,,,,,,,,,,,
اكتوبر,,,,2000000,134.31,1,,,,,,,,,,,
حي/جزء المتبقى بارض الشوقيه بوادى ابراهيم علية السلام,6262996,3237.83,7,9180000,2888.45,5,7100000,1947.1100000000001,3,2566648,1771.95,3,,,,,
يناير,,,,,,,1250000,600,1,,,,,,,,
فبراير,2600000,600,1,,,,,,,,,,,,,,
مارس,,,,,,,,,,1416648,1219.95,2,,,,,
ابريل,,,,4140000,690,1,,,,1150000,552,1,,,,,
اوغسطس,1050000,457.89,2,,,,4350000,690,1,,,,,,,,
سبتمبر,902996,222.73,1,,,,,,,,,,,,,,
اكتوبر,940000,1248.46,2,2040000,905.45,2,1500000,657.11,1,,,,,,,,
نوفمبر,770000,708.75,1,2000000,693,1,,,,,,,,,,,
ديسمبر,,,,1000000,600,1,,,,,,,,,,,
حي/جعرانة,2400000,3935.1000000000004,5,2946000,111181.41,7,523500,1514.75,3,610000,1387.37,3,,,,,
يناير,510000,2210.11,2,600000,586.2,1,,,,,,,,,,,
فبراير,1200000,513.79,1,,,,100000,448.92,1,250000,444.8,1,,,,,
مارس,,,,,,,,,,360000,942.5699999999999,2,,,,,
مايو,,,,1280000,108089.31,2,,,,,,,,,,,
سبتمبر,,,,220000,477.17,1,,,,,,,,,,,
اكتوبر,,,,846000,2028.73,3,200000,427.31,1,,,,,,,,
ديسمبر,690000,1211.2,2,,,,223500,638.52,1,,,,,,,,
حي/جعرانة شرق الطريق المؤدى لمسجد جعرانة,,,,290000,504.01,1,,,,650000,1005.96,1,,,,,
ابريل,,,,,,,,,,650000,1005.96,1,,,,,
مايو,,,,290000,504.01,1,,,,,,,,,,,
حي/جعرانه,1100000,3599.27,4,2721000,11176.96,7,1484000,3561.13,6,750000,3083.23,3,,,,,
يناير,300000,1079.45,1,275000,1048.28,1,,,,350000,2327.06,2,,,,,
فبراير,,,,600000,600,1,,,,400000,756.17,1,,,,,
مارس,,,,,,,225000,495.99,1,,,,,,,,
ابريل,,,,600000,7193.919999999999,2,,,,,,,,,,,
مايو,,,,700000,600,1,,,,,,,,,,,
يونيو,,,,,,,319000,960.36,1,,,,,,,,
يوليو,650000,1796.8882,1,,,,,,,,,,,,,,
اوغسطس,50000,220.6818,1,,,,300000,622.38,1,,,,,,,,
سبتمبر,,,,,,,190000,499.95,1,,,,,,,,
اكتوبر,100000,502.25,1,246000,1109.76,1,,,,,,,,,,,
نوفمبر,,,,,,,200000,488.94,1,,,,,,,,
ديسمبر,,,,300000,625,1,250000,493.51,1,,,,,,,,
حي/جعرانه على يسار الذاهب لمسجد الجعرانه,,,,,,,1075000,5696.629999999999,2,,,,,,,,
يوليو,,,,,,,750000,2835.22,1,,,,,,,,
اوغسطس,,,,,,,325000,2861.41,1,,,,,,,,
حي/جعرانه يسار الذاهب لمسجد الجعرانه من الشرائع,,,,,,,325000,1546.35,1,,,,,,,,
اوغسطس,,,,,,,325000,1546.35,1,,,,,,,,
حي/جنوب الحسينية,15165000,52060.299999999996,7,1519000,32328.39,6,2565700,3743.7,3,950000,10813.32,2,,,,,
يناير,,,,,,,,,,500000,10039.23,1,,,,,
فبراير,,,,,,,1365000,1945.59,1,,,,,,,,
مارس,10000000,30890.04,3,,,,,,,450000,774.09,1,,,,,
ابريل,,,,100000,1794.75,1,,,,,,,,,,,
مايو,5000000,20239.239999999998,2,,,,,,,,,,,,,,
يونيو,,,,39000,465.56,1,,,,,,,,,,,
اوغسطس,165000,931.02,2,,,,,,,,,,,,,,
سبتمبر,,,,720000,1014.04,2,,,,,,,,,,,
اكتوبر,,,,500000,28437.94,1,,,,,,,,,,,
نوفمبر,,,,160000,616.1,1,1200700,1798.1100000000001,2,,,,,,,,
حي/جنوب العزيزية,23384586,11867.019999999999,17,19846400,6768.33,16,37507172,117769.40000000002,38,115142852,126593.00000000003,37,,,,,
يناير,2730000,687.0799999999999,2,500000,435,1,15200000,12523.149999999998,12,5010000,1378.41,3,,,,,
فبراير,1353456,398.53999999999996,2,4300000,765.95,3,1976500,678.84,2,94240688,115700.20000000003,28,,,,,
مارس,1575000,992.07,2,,,,1251651,735.5,2,14192164,8774.3,5,,,,,
ابريل,670000,145.19,1,4130000,699.71,2,,,,1700000,740.09,1,,,,,
مايو,2100000,484.23,1,4566400,1457.23,2,3045565,1146.32,2,,,,,,,,
يونيو,2926130,598.34,2,,,,3300000,1448,2,,,,,,,,
يوليو,4300000,2423.93,3,500000,177.21,1,200000,138.77,1,,,,,,,,
اوغسطس,,,,2550000,2217.88,3,,,,,,,,,,,
سبتمبر,,,,2450000,766.74,2,3700000,1437.25,2,,,,,,,,
اكتوبر,,,,,,,370000,4610.63,4,,,,,,,,
نوفمبر,4000000,4940.17,1,,,,613456,158.5,1,,,,,,,,
ديسمبر,3730000,1197.47,3,850000,248.61,2,7850000,94892.44000000002,10,,,,,,,,
حي/جنوب العزيزية الاضافات,,,,850000,500,1,4882900,2436.84,5,4256796,1495.78,3,,,,,
فبراير,,,,,,,,,,2856796,1045.78,2,,,,,
مارس,,,,,,,,,,1400000,450,1,,,,,
اوغسطس,,,,,,,1492900,362.84,1,,,,,,,,
سبتمبر,,,,,,,50000,406,1,,,,,,,,
اكتوبر,,,,,,,100000,406,1,,,,,,,,
نوفمبر,,,,,,,1040000,450,1,,,,,,,,
ديسمبر,,,,850000,500,1,2200000,812,1,,,,,,,,
حي/جنوب العزيزية العوالى,49927475,11585.16,23,22084627,7634.4,22,29768028,6655.169999999999,15,9570000,2315.42,7,,,,,
يناير,650000,253.88,1,1560000,363.11,2,9800000,1313.53,3,2550000,1028.75,2,,,,,
فبراير,,,,1190000,348.24,2,2000000,976.57,1,890000,421.12,2,,,,,
مارس,400000,559.89,2,1100000,390,1,1250000,435,1,,,,,,,,
ابريل,2400000,450,1,1500000,475.84000000000003,2,,,,6130000,865.55,3,,,,,
مايو,,,,5731842,1793.38,6,,,,,,,,,,,
يونيو,,,,,,,1428572,495,1,,,,,,,,
يوليو,1250000,528.54,1,850000,221.85,1,4069456,691,2,,,,,,,,
اوغسطس,,,,3865465,1125.34,2,3370000,612.41,2,,,,,,,,
سبتمبر,31367475,5149.01,4,2200000,870,1,550000,223.95,1,,,,,,,,
اكتوبر,1200000,528.54,1,2261594,1367.15,3,,,,,,,,,,,
نوفمبر,1902000,829.15,3,925726,178.66,1,6500000,1406.8799999999999,3,,,,,,,,
ديسمبر,10758000,3286.1500000000005,10,900000,500.83,1,800000,500.83,1,,,,,,,,
حي/جنوب العزيزية العوالى المعتمد,,,,2430000,818.8,4,8257375,1996.53,12,,,,,,,,
فبراير,,,,,,,2090000,507.25,3,,,,,,,,
مارس,,,,,,,2220000,516.7,3,,,,,,,,
ابريل,,,,550000,221.82,1,1375000,336.59000000000003,2,,,,,,,,
مايو,,,,600000,222.2,1,750000,167.32,1,,,,,,,,
يونيو,,,,480000,135.98,1,,,,,,,,,,,
يوليو,,,,,,,420000,135.98,1,,,,,,,,
سبتمبر,,,,,,,712375,171.46,1,,,,,,,,
نوفمبر,,,,800000,238.8,1,,,,,,,,,,,
ديسمبر,,,,,,,690000,161.23,1,,,,,,,,
حي/جنوب العزيزية المعدل,,,,6300000,7651.51,5,3715000,6676.1900000000005,2,,,,,,,,
فبراير,,,,250000,289.72,1,,,,,,,,,,,
مارس,,,,700000,289.72,1,,,,,,,,,,,
مايو,,,,850000,341.66,1,,,,,,,,,,,
يونيو,,,,,,,200000,289.72,1,,,,,,,,
يوليو,,,,3700000,6386.47,1,,,,,,,,,,,
اكتوبر,,,,800000,343.94,1,3515000,6386.47,1,,,,,,,,
حي/جنوب العزيزية رقم 1,9750000,4287,5,21750000,3455,2,3340878,2602,3,,,,,,,,
مارس,,,,21750000,3455,2,,,,,,,,,,,
مايو,600000,1860,2,,,,,,,,,,,,,,
يونيو,,,,,,,2200000,862,1,,,,,,,,
يوليو,300000,930,1,,,,,,,,,,,,,,
اوغسطس,,,,,,,570439,870,1,,,,,,,,
سبتمبر,5550000,750,1,,,,,,,,,,,,,,
اكتوبر,3300000,747,1,,,,,,,,,,,,,,
نوفمبر,,,,,,,570439,870,1,,,,,,,,
حي/جنوب العزيزية رقم 1 العوالى,20375000,7110,8,9712876,3976.2,5,10300000,3582,4,4246100,900,1,,,,,
يناير,3100000,870,1,2500000,990,1,,,,4246100,900,1,,,,,
فبراير,,,,,,,8000000,2880,3,,,,,,,,
ابريل,5100000,1770,2,2100000,900,1,,,,,,,,,,,
يونيو,,,,,,,2300000,702,1,,,,,,,,
يوليو,1250000,900,1,1578876,604.2,1,,,,,,,,,,,
اوغسطس,2925000,900,1,,,,,,,,,,,,,,
سبتمبر,,,,1950000,780,1,,,,,,,,,,,
اكتوبر,4000000,1770,2,,,,,,,,,,,,,,
نوفمبر,4000000,900,1,,,,,,,,,,,,,,
ديسمبر,,,,1584000,702,1,,,,,,,,,,,
حي/جنوب العزيزية على خط الاسفلت العام رقم واحد,51747365,13399.369999999999,14,22620000,9027.5,12,38879000,9122.5,9,15700000,3942.79,4,,,,,
يناير,,,,2250000,870,1,2575000,870,1,5700000,1993,2,,,,,
فبراير,2700000,870,1,1970000,885,2,2164000,870,1,,,,,,,,
مارس,100000,990,1,1900000,840,1,9190000,2790,3,10000000,1949.79,2,,,,,
ابريل,2832598,1890,2,2000000,900,1,,,,,,,,,,,
مايو,12000164,3409.58,3,1000000,217.5,1,,,,,,,,,,,
يونيو,,,,,,,22800000,3475,2,,,,,,,,
يوليو,6000000,1109.79,1,,,,,,,,,,,,,,
سبتمبر,18121000,2640,3,300000,900,1,,,,,,,,,,,
اكتوبر,,,,2200000,870,1,2100000,900,1,,,,,,,,
نوفمبر,,,,4600000,1770,2,50000,217.5,1,,,,,,,,
ديسمبر,9993603,2490,3,6400000,1775,2,,,,,,,,,,,
حي/جنوب العزيزية على خط الاسفلت رقم واحد,4380000,1193.47,5,4516060,2316.75,4,,,,,,,,,,,
يناير,1000000,234.08,1,,,,,,,,,,,,,,
ابريل,,,,866060,388.5,1,,,,,,,,,,,
مايو,2050000,499.16,2,,,,,,,,,,,,,,
يونيو,630000,232.47,1,3650000,1928.25,3,,,,,,,,,,,
اوغسطس,700000,227.76,1,,,,,,,,,,,,,,
حي/جنوب العزيزية مخطط الامير فواز,3200000,1200,2,2700000,1200,2,,,,,,,,,,,
مارس,1800000,600,1,2500000,600,1,,,,,,,,,,,
ابريل,,,,200000,600,1,,,,,,,,,,,
يوليو,1400000,600,1,,,,,,,,,,,,,,
حي/جنوب العزيزيه,76173012,30155.03,46,153502635,41506.70999999999,42,105508022,34902.85599999999,67,38472312,15839.958999999999,15,,,,,
يناير,245000,900,1,14005917,6170.86,7,2445000,633.87,3,8927312,4129.459,6,,,,,
فبراير,3400000,1905,2,15600000,2120.17,1,18960000,3400,2,13675000,2986.71,2,,,,,
مارس,1781000,900,1,22946225,8740.3,12,4655800,1275,2,13050000,7823.79,6,,,,,
ابريل,2500000,1710.21,2,4235001,1350,2,,,,2820000,900,1,,,,,
مايو,95000,201,1,8000000,2178,2,,,,,,,,,,,
يونيو,2250000,1720.6799999999998,2,1330000,1285.28,2,39756500,10674.16,12,,,,,,,,
يوليو,6850000,2793.65,4,66900000,12640,4,3100000,1828.8500000000001,7,,,,,,,,
اوغسطس,3655000,2039.7400000000002,7,,,,5245422,2687.8500000000004,14,,,,,,,,
سبتمبر,35965965,10388.57,12,1050000,900,1,4627201,2441.405,9,,,,,,,,
اكتوبر,9231047,3519.7799999999997,7,6185492,1874.65,4,8003099,4051.321,7,,,,,,,,
نوفمبر,6300000,2456.4,5,8500000,2173.45,4,8595000,4262.46,4,,,,,,,,
ديسمبر,3900000,1620,2,4750000,2074,3,10120000,3647.9400000000005,7,,,,,,,,
حي/جنوب المسفلة جزئى 10و11,2086646,3714.96,4,8810000,4212.5,6,2731379,1800,3,1400000,625,1,,,,,
يناير,200000,2564.96,2,,,,,,,,,,,,,,
مارس,236646,525,1,1510000,1800,2,1180000,500,1,,,,,,,,
ابريل,,,,,,,,,,1400000,625,1,,,,,
مايو,1650000,625,1,4000000,650,1,,,,,,,,,,,
يونيو,,,,,,,650000,675,1,,,,,,,,
اوغسطس,,,,1200000,537.5,1,,,,,,,,,,,
اكتوبر,,,,1150000,550,1,,,,,,,,,,,
نوفمبر,,,,,,,901379,625,1,,,,,,,,
ديسمبر,,,,950000,675,1,,,,,,,,,,,
حي/جنوب المسفلة جزائى 10/ 11,,,,,,,1370000,440,1,1095000,550,1,,,,,
فبراير,,,,,,,,,,1095000,550,1,,,,,
يونيو,,,,,,,1370000,440,1,,,,,,,,
حي/جنوب المسفلة رقم 10/ 11,,,,,,,650000,625,1,,,,,,,,
يونيو,,,,,,,650000,625,1,,,,,,,,
حي/جنوب المسفلة رقم 2,3549000,2659.3099999999995,5,15966000,8473.43,11,31000194,14088.23,11,750000,314.15,3,,,,,
يناير,,,,,,,310000,85.6,1,200000,101.97,1,,,,,
فبراير,,,,3160000,1049.63,3,2500000,625,1,,,,,,,,
مارس,540000,158.64,2,4500000,650,1,13000000,5078.25,2,550000,212.18,2,,,,,
ابريل,1989000,2210,1,2050000,897.81,1,555000,176.61,1,,,,,,,,
مايو,,,,310000,92.43,1,,,,,,,,,,,
يونيو,,,,930000,179.77,1,500000,230,1,,,,,,,,
يوليو,100000,101.97,1,,,,,,,,,,,,,,
سبتمبر,,,,1451000,2635.79,2,,,,,,,,,,,
اكتوبر,,,,1365000,460,1,2090000,2508,1,,,,,,,,
نوفمبر,,,,2200000,2508,1,1000000,306.52,2,,,,,,,,
ديسمبر,920000,188.7,1,,,,11045194,5078.25,2,,,,,,,,
حي/جنوب المسفلة رقم 2 الكعكية,,,,10073895,2141.21,16,5625743,1129.25,9,,,,,,,,
يناير,,,,,,,1196582,249.9,2,,,,,,,,
فبراير,,,,,,,1630011,267.93,2,,,,,,,,
مايو,,,,2008000,441.78999999999996,3,,,,,,,,,,,
يونيو,,,,1895582,384.85,3,1149862,253.44,2,,,,,,,,
يوليو,,,,1257176,265.5,2,,,,,,,,,,,
اوغسطس,,,,644000,134.5,1,,,,,,,,,,,
سبتمبر,,,,,,,587002,129.85,1,,,,,,,,
اكتوبر,,,,545370,109.32,1,,,,,,,,,,,
نوفمبر,,,,3723767,805.25,6,506000,104.76,1,,,,,,,,
ديسمبر,,,,,,,556286,123.37,1,,,,,,,,
حي/جنوب المسفلة رقم واحد,,,,157079,402.75,1,,,,,,,,,,,
ديسمبر,,,,157079,402.75,1,,,,,,,,,,,
حي/جنوب المسفلة رقم واحد المعتمد,,,,403300,527.97,1,,,,,,,,,,,
يوليو,,,,403300,527.97,1,,,,,,,,,,,
حي/جنوب خط الخواجات شرق طريق الليث بأم الراكة,,,,,,,,,,650000,10080.2,1,,,,,
فبراير,,,,,,,,,,650000,10080.2,1,,,,,
حي/جنوب خط الخواجات غرب جبل التناعيم بالدحال السود,,,,200000,1391,2,,,,,,,,,,,
فبراير,,,,100000,625,1,,,,,,,,,,,
نوفمبر,,,,100000,766,1,,,,,,,,,,,
حي/جنوب محطة الهاشم يمين الذاهب الى الطائف طريق السيل,,,,800000,4298.07,1,,,,900000,4298.07,1,,,,,
فبراير,,,,,,,,,,900000,4298.07,1,,,,,
اوغسطس,,,,800000,4298.07,1,,,,,,,,,,,
حي/جنوب مكة المكرمة حارة دعد,,,,10000000,175660,1,,,,,,,,,,,
ديسمبر,,,,10000000,175660,1,,,,,,,,,,,
حي/جياد,,,,100000,626.17,1,40000,626.17,1,,,,,,,,
ابريل,,,,100000,626.17,1,,,,,,,,,,,
اوغسطس,,,,,,,40000,626.17,1,,,,,,,,
حي/حارة اكلب من محلة المعابدة,,,,,,,5115600,341.04,1,,,,,,,,
يناير,,,,,,,5115600,341.04,1,,,,,,,,
حي/حارة الباب بعلو جبل الحفائر,,,,,,,2538071,223.49,1,,,,,,,,
يونيو,,,,,,,2538071,223.49,1,,,,,,,,
حي/حارة الحروب غرب العمرة التنعيم,,,,,,,45000,89.8657,1,,,,,,,,
يوليو,,,,,,,45000,89.8657,1,,,,,,,,
حي/حارة الدعاجين بحارة المعابدة,,,,,,,59098660,371.83,1,,,,,,,,
يناير,,,,,,,59098660,371.83,1,,,,,,,,
حي/حارة خميم خلف مواقف سيارات حجاج البر بكدى,350000,44.78,1,815000,160.06,4,1197000,696.6499999999999,13,,,,,,,,
مارس,,,,725000,115.28,3,,,,,,,,,,,
يونيو,,,,90000,44.78,1,1197000,696.6499999999999,13,,,,,,,,
اكتوبر,350000,44.78,1,,,,,,,,,,,,,,
حي/حداء على يمين الذاهب الى جده,550000,1197.3,1,,,,150000,102.07,1,,,,,,,,
يناير,550000,1197.3,1,,,,,,,,,,,,,,
نوفمبر,,,,,,,150000,102.07,1,,,,,,,,
حي/حوض البقر بحى العزيزية محبس الجن,,,,755070,850,1,,,,,,,,,,,
اكتوبر,,,,755070,850,1,,,,,,,,,,,
حي/حى الزهور جنوب مخطط الشوقية,,,,330000,96.19,1,,,,,,,,,,,
يوليو,,,,330000,96.19,1,,,,,,,,,,,
حي/حى العزيزية,,,,,,,39984800,1051.4584,3,,,,,,,,
يونيو,,,,,,,39874800,1032.0124,2,,,,,,,,
يوليو,,,,,,,110000,19.446,1,,,,,,,,
حي/حى العزيزية الضفة الغربية,,,,1250000,225.8,2,,,,,,,,,,,
يناير,,,,500000,112.9,1,,,,,,,,,,,
ديسمبر,,,,750000,112.9,1,,,,,,,,,,,
حي/حى المسرات يمين الذاهب الى مسجد الجعرانة,,,,,,,426474,473.86,1,,,,,,,,
يناير,,,,,,,426474,473.86,1,,,,,,,,
حي/خلف المدرسة بالعزيزية,15383992,708.28,1,,,,4199679,1561.04,1,7700000,900,1,,,,,
ابريل,,,,,,,,,,7700000,900,1,,,,,
مايو,15383992,708.28,1,,,,,,,,,,,,,,
اكتوبر,,,,,,,4199679,1561.04,1,,,,,,,,
حي/خلف شارع المنصور,965000,397.25,2,,,,,,,,,,,,,,
يناير,315000,131.5,1,,,,,,,,,,,,,,
يوليو,650000,265.75,1,,,,,,,,,,,,,,
حي/خمسة للورش,,,,600000,300,1,,,,,,,,,,,
