,,,,,,,,,,,,,,,,,
  المؤشر العقاري للأحياء بمدينة الدمام  في عام 2018 و2019 و2020 و 2021,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
المدينة,الدمام,,,,,,,,,,,,,,,,
حالة العملية(معتمدة/ملغية/..),معتمدة,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,2018,,,2019,,,2020,,,2021,,,,,,,
الأحياء,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,,,,,
ديسمبر,1325000,325.22,1,,,,250000,15.04,1,,,,,,,,
حي/السيف,20334076,22778.559999999998,28,27916209,29655.5,37,39423601,33662.5,47,44040675,30790.5,38,,,,,
يناير,3690000,4375,5,2942209,3525,4,3330000,4132.5,5,6242500,5659.5,7,,,,,
فبراير,,,,,,,220000,600,1,10154750,7251,9,,,,,
مارس,568750,875,1,4002500,4200,5,962500,875,1,17620750,11283.5,14,,,,,
ابريل,1650000,1750,2,2048000,2517,3,,,,10022675,6596.5,8,,,,,
مايو,2079826,2761.56,3,3825000,5462,7,,,,,,,,,,,
يونيو,780000,875,1,,,,14834851,12307,18,,,,,,,,
يوليو,,,,3360000,3330,4,2450000,1533.5,4,,,,,,,,
اوغسطس,1560000,1750,2,660000,600,1,,,,,,,,,,,
سبتمبر,1100000,1312.5,2,8082500,7325,9,1450000,1124.5,2,,,,,,,,
اكتوبر,2244000,1360,1,,,,2495000,2350,3,,,,,,,,
نوفمبر,1880000,2237.5,3,,,,4900000,4100,5,,,,,,,,
ديسمبر,4781500,5482,8,2996000,2696.5,4,8781250,6640,8,,,,,,,,
حي/الشاطى,6268410,3482.4500000000003,4,150000,419.32,1,29292053,19694.65,25,,,,,,,,
مايو,,,,150000,419.32,1,,,,,,,,,,,
يونيو,6268410,3482.4500000000003,4,,,,,,,,,,,,,,
نوفمبر,,,,,,,23931325,16000.11,20,,,,,,,,
ديسمبر,,,,,,,5360728,3694.54,5,,,,,,,,
حي/الشروق,19928382,20454.73,33,18288200,18763.78,26,14675336,15549.27,22,10565347,9412.93,12,,,,,
يناير,,,,500000,770,1,1715000,1485,3,3733932,3462.6800000000003,4,,,,,
فبراير,1470000,1495,2,2160000,1870,3,2451386,2579.88,3,4203200,3041.5,4,,,,,
مارس,1380000,2265,3,3045000,3750,5,1460000,1552.5,2,2628215,2908.75,4,,,,,
ابريل,3162382,2454.8199999999997,5,2165000,3127.5,4,1300000,512.75,1,,,,,,,,
مايو,4011000,3287.74,5,1175000,402.5,1,,,,,,,,,,,
يونيو,890000,1575,2,1150000,402.5,1,,,,,,,,,,,
يوليو,460000,168.55,1,3374500,3740,5,,,,,,,,,,,
اوغسطس,,,,1282000,1540,2,1125000,1470,2,,,,,,,,
سبتمبر,965000,1031.5,2,1115000,1731.28,2,1900000,2950.7200000000003,3,,,,,,,,
اكتوبر,1950000,1485,2,,,,1380000,2345,3,,,,,,,,
نوفمبر,2450000,3021.07,6,2321700,1430,2,1294950,1430,2,,,,,,,,
ديسمبر,3190000,3671.05,5,,,,2049000,1223.42,3,,,,,,,,
حي/الشعلة,180423258,101557.77999999997,242,287210333,182048.875,394,337116478,205188.06999999998,370,144154388,77069.92,117,,,,,
يناير,7777862,3235.9799999999996,9,27049863,19572.17,42,26305293,15559.21,29,48490911,30523.199999999993,36,,,,,
فبراير,9863203,3394.7799999999997,13,23587160,19947.91,28,24277683,12866.51,31,47919217,24616.41,37,,,,,
مارس,20350093,12650.89,31,24308652,16516.359999999997,36,18532702,7782.25,25,39234832,18689.09,35,,,,,
ابريل,12125806,5604.7699999999995,16,23013469,12959.59,41,11076478,4380.27,16,8509428,3241.2200000000003,9,,,,,
مايو,15902813,11354.570000000002,23,15081731,7021.21,23,8739130,3429.73,12,,,,,,,,
يونيو,3499700,2354.92,4,14182364,7358.48,24,58026376,41290.65,79,,,,,,,,
يوليو,31326116,10567.989999999998,33,15619276,10703.310000000001,24,21269495,14899.18,24,,,,,,,,
اوغسطس,12523591,8261.099999999999,14,16758073,7258.514999999999,22,9665316,5642.0599999999995,13,,,,,,,,
سبتمبر,8595000,6247.249999999999,14,34818325,26110.46,39,50857821,32708.75,38,,,,,,,,
اكتوبر,14027975,9316.130000000001,17,18399241,10793.89,29,41860295,29436.199999999997,34,,,,,,,,
نوفمبر,16550416,9798.789999999999,23,39732078,24779.830000000005,39,30454310,16578.27,26,,,,,,,,
ديسمبر,27880683,18770.609999999997,45,34660101,19027.150000000005,47,36051579,20614.989999999998,43,,,,,,,,
حي/الشعله,300750567,187161.99000000002,362,185493409,109725.15999999999,214,144791806,77597.70999999999,131,31647240,12835.41,27,,,,,
يناير,18418460,7227.150000000001,19,20756915,12618.43,25,11035268,3552.1800000000003,10,8139320,4012.37,8,,,,,
فبراير,33895283,16134.469999999998,38,23636531,14681.81,25,6975643,1760.4,5,5438131,2342.9300000000003,4,,,,,
مارس,31717405,15161.090000000002,37,25160124,14974.320000000002,28,5926547,2117.7200000000003,6,11133400,4830.110000000001,10,,,,,
ابريل,19240297,11989.76,27,21122448,11278.38,26,5585000,1541.9899999999998,4,6936389,1650,5,,,,,
مايو,28825746,11608.53,31,10704224,6277.3,12,6855000,2490.2799999999997,6,,,,,,,,
يونيو,6409000,3228.32,8,15650279,9994.3,10,43783847,25136.67,50,,,,,,,,
يوليو,20196482,11245.14,29,15233261,7753.089999999999,17,5142800,7771.48,4,,,,,,,,
اوغسطس,11961805,6568.64,15,12651190,7715.530000000001,8,16509582,10323.250000000002,19,,,,,,,,
سبتمبر,13124585,8262.61,19,5976460,1903.4,6,6523737,2541.79,8,,,,,,,,
اكتوبر,44691164,45949.85000000001,60,20342388,9101.539999999999,22,6573000,2252.6,5,,,,,,,,
نوفمبر,26915477,16989.449999999997,37,9899886,10955.060000000001,31,25902700,16676.329999999998,11,,,,,,,,
ديسمبر,45354863,32796.979999999996,42,4359703,2472,4,3978682,1433.02,3,,,,,,,,
حي/الشفاء,,,,800000,500.52,1,,,,,,,,,,,
يناير,,,,800000,500.52,1,,,,,,,,,,,
حي/الصدفة,272640017,108726.51999999999,103,165887101,126410.95,151,685491511,454279.94999999995,335,109486268,68596.39,74,,,,,
يناير,11635690,12253.430000000002,18,6933900,7110.5,11,237305602,182326.07,10,43050542,30470.29,23,,,,,
فبراير,5364360,5452.17,8,4688000,6072.9,9,38341735,31693.74,15,24085058,14658.11,22,,,,,
مارس,3324000,4309,8,5323340,5464.6,8,40807298,12401.210000000001,20,41330668,22867.989999999994,28,,,,,
ابريل,7109657,7178.15,11,14748050,14996.34,13,,,,1020000,600,1,,,,,
مايو,2412500,3110,6,21053664,19539.989999999998,14,51248750,12260.259999999998,27,,,,,,,,
يونيو,450000,600,1,14699560,10364.98,14,147052607,89058.26999999997,95,,,,,,,,
يوليو,3010000,3176.38,5,22357610,19911.88,19,2454095,4728.35,6,,,,,,,,
اوغسطس,4115000,1784.5,4,15567350,8828.91,8,5914425,4458.32,6,,,,,,,,
سبتمبر,11792500,18423.879999999997,6,13933000,7963.8,14,19705938,13382.58,31,,,,,,,,
اكتوبر,205002250,38064.76,13,27982190,17126.519999999997,27,34429438,23029.489999999998,37,,,,,,,,
نوفمبر,1067600,1314.5,2,5955560,3425.39,5,21286053,14085.749999999998,22,,,,,,,,
ديسمبر,17356460,13059.75,21,12644877,5605.14,9,86945570,66855.90999999997,66,,,,,,,,
حي/الصفا,42797981,14653.660000000002,46,46711122,19534.54,49,50092591,19003.06,51,11710202,3962.08,12,,,,,
يناير,4356161,882.3199999999999,2,2987650,1219.34,5,1821263,617.52,3,5588000,1640.34,4,,,,,
فبراير,9277500,3281.51,7,3596500,1729.7200000000003,5,12121398,6422.360000000001,10,2070000,832.19,3,,,,,
مارس,4499577,1318.5900000000001,5,2480000,725.75,2,4007512,1280.3,3,4052202,1489.55,5,,,,,
ابريل,1400000,670.75,2,3711958,1162.95,4,1010000,332.98,2,,,,,,,,
مايو,6549291,1432.8,4,3085498,1427.15,5,974678,675.34,2,,,,,,,,
يونيو,2020000,873.6,2,2110823,1427.88,2,1240000,401.62,2,,,,,,,,
يوليو,2174000,1244.07,4,4530000,1899.56,4,13689075,3724.97,8,,,,,,,,
اوغسطس,2456790,886.9200000000001,4,1550000,440.38,2,400000,169.11,1,,,,,,,,
سبتمبر,1650000,487.76,2,4726445,1733.1100000000001,4,3481842,1779.2800000000002,8,,,,,,,,
اكتوبر,3916124,1790.1799999999998,7,9796249,4505.92,8,,,,,,,,,,,
نوفمبر,1956538,734.49,3,6959999,2957.36,6,8993573,2603.4300000000003,9,,,,,,,,
ديسمبر,2542000,1050.67,4,1176000,305.42,2,2353250,996.1500000000001,3,,,,,,,,
حي/الصناعية,21400000,18676.5,17,4112500,3570,4,9241073,9638.41,5,5400000,3801.5999999999995,3,,,,,
يناير,,,,3412500,2625,3,,,,,,,,,,,
فبراير,,,,,,,100000,840,1,,,,,,,,
مارس,1000000,1475.8,1,,,,,,,5400000,3801.5999999999995,3,,,,,
ابريل,10000000,6000,4,,,,,,,,,,,,,,
يونيو,,,,,,,9141073,8798.41,4,,,,,,,,
يوليو,2400000,600,1,,,,,,,,,,,,,,
سبتمبر,,,,700000,945,1,,,,,,,,,,,
اكتوبر,8000000,10600.699999999999,11,,,,,,,,,,,,,,
حي/الضباب,21695000,10399.21,22,18222415,10209.17,20,37326243,21727.679999999997,98,16675420,9937.087,16,,,,,
يناير,,,,2812425,1450,3,23750011,12900.429999999997,81,7300000,1512.46,2,,,,,
فبراير,1000000,400,1,,,,500000,627.52,1,1300896,1097.34,1,,,,,
مارس,,,,1660000,819.5,2,,,,2386985,2531.08,4,,,,,
ابريل,2725000,889,2,865000,252,1,1300000,400,1,5687539,4796.207,9,,,,,
مايو,,,,4950000,2070,3,,,,,,,,,,,
يونيو,868400,252,1,400000,400,1,5985033,3486.5,6,,,,,,,,
يوليو,1995000,1122.8,3,1350000,550,1,,,,,,,,,,,
اوغسطس,2600000,1150,3,620000,653.44,2,,,,,,,,,,,
سبتمبر,2030000,1700,3,1049990,952.35,2,1598780,1154.45,2,,,,,,,,
اكتوبر,,,,1780000,1369.88,2,,,,,,,,,,,
نوفمبر,2590000,1277,3,1065000,400,1,1099033,845.4100000000001,2,,,,,,,,
ديسمبر,7886600,3608.41,6,1670000,1292,2,3093386,2313.37,5,,,,,,,,
حي/الطبيشى,15030428,6719.9,11,30024535,11768.550000000001,13,15244208,6115.61,12,5800000,2514.8,5,,,,,
يناير,,,,,,,,,,2550000,1074.8,2,,,,,
فبراير,,,,,,,460000,157.49,1,1100000,500,1,,,,,
مارس,2246261,1496.9,3,2142500,993.52,2,900000,500,1,,,,,,,,
ابريل,,,,1391016,1000,2,,,,2150000,940,2,,,,,
مايو,1700000,1000,2,700000,500,1,,,,,,,,,,,
يونيو,,,,5462000,974,1,4510000,1973.24,4,,,,,,,,
اوغسطس,,,,600000,500,1,4022000,1500,3,,,,,,,,
اكتوبر,1866667,995.5,2,15663351,3566.67,3,3852208,992.38,2,,,,,,,,
نوفمبر,300000,995.5,1,4065668,4234.360000000001,3,1500000,992.5,1,,,,,,,,
ديسمبر,8917500,2232,3,,,,,,,,,,,,,,
حي/العدامة,17750172,4776.250000000001,21,16128700,6091.7300000000005,29,16156611,7387.799999999999,23,7054752,2399.61,11,,,,,
يناير,2730000,325.22,1,1925000,471.51,3,1407713,650.44,3,390000,318.12,2,,,,,
فبراير,2000670,325.22,1,1000000,447.08,1,1957294,823.73,3,1772609,1073.19,3,,,,,
مارس,4424600,975.6600000000001,4,1670000,483.11,2,125000,162.61,1,4892143,1008.3,6,,,,,
ابريل,870000,250.92000000000002,2,100000,162.61,1,,,,,,,,,,,
مايو,2248200,625.27,4,650000,325.24,2,,,,,,,,,,,
يونيو,,,,225000,162.46,1,400000,480.82000000000005,2,,,,,,,,
يوليو,,,,4474300,1393.13,7,230000,108.36,1,,,,,,,,
اوغسطس,,,,370000,162.61,1,380000,391.97,2,,,,,,,,
سبتمبر,670000,325.22,1,2977200,1113.45,5,250000,227.54000000000002,2,,,,,,,,
اكتوبر,1300000,487.84000000000003,2,630000,390.3,2,3700000,632.9200000000001,2,,,,,,,,
نوفمبر,1966571,622.55,2,1241700,655.01,3,2535000,760.23,4,,,,,,,,
ديسمبر,1540131,838.35,4,865500,325.22,1,5171604,3149.1800000000003,3,,,,,,,,
حي/العدامه,1800000,482.96,2,,,,,,,950000,241.48,1,,,,,
يناير,,,,,,,,,,950000,241.48,1,,,,,
نوفمبر,1800000,482.96,2,,,,,,,,,,,,,,
حي/العروبة,,,,,,,9881097,7351.96,12,8030073,3732.46,8,,,,,
يناير,,,,,,,,,,1500000,1302.46,2,,,,,
فبراير,,,,,,,614006,722.36,1,2408000,830,2,,,,,
مارس,,,,,,,,,,4122073,1600,4,,,,,
يونيو,,,,,,,740000,780.39,1,,,,,,,,
سبتمبر,,,,,,,2125000,850.1,2,,,,,,,,
اكتوبر,,,,,,,3098983,2408.24,4,,,,,,,,
نوفمبر,,,,,,,827991,871.57,1,,,,,,,,
ديسمبر,,,,,,,2475117,1719.3,3,,,,,,,,
حي/العزيزية,34371700,19364.989999999998,33,32999237,19329.58,46,35013780,18012.329999999998,36,28523000,13663.911999999998,17,,,,,
يناير,4826000,3606.5299999999997,5,2656146,1278.13,3,2600000,1336.57,4,3425000,1455,2,,,,,
فبراير,660000,251.12,1,2350000,1565.2,4,9743500,3301.09,6,6231200,3826.062,4,,,,,
مارس,6150000,2700,3,1301658,772.69,2,2883000,1597.5,3,17866800,7790.849999999999,10,,,,,
ابريل,3403000,1521.08,5,4070000,2320.74,5,,,,1000000,592,1,,,,,
مايو,569407,183.07,1,4254251,2612,5,900000,688.37,2,,,,,,,,
يونيو,3051000,1477.19,4,1250000,1175,2,1850006,1106.6,5,,,,,,,,
يوليو,2510000,2132,2,4594848,2576.19,5,500000,500,1,,,,,,,,
اوغسطس,4529000,2281.95,3,2750000,1615.99,3,1700000,798.63,2,,,,,,,,
سبتمبر,3025000,1966.26,3,2416820,1105.74,4,6098638,3919.6099999999997,6,,,,,,,,
اكتوبر,2918293,1820,2,3200000,1790.97,5,527666,164.13,1,,,,,,,,
نوفمبر,460000,203.48,1,556098,214.5,1,6610970,3423.02,4,,,,,,,,
ديسمبر,2270000,1222.31,3,3599416,2302.43,7,1600000,1176.81,2,,,,,,,,
حي/العمامرة,28522320,3393.2250000000004,8,3037686,1883.3000000000002,6,17850000,5236.34,3,1432285,481.46000000000004,3,,,,,
يناير,,,,1600000,326.14,1,15500000,4712.62,1,1232285,398.86,2,,,,,
فبراير,1375000,101.995,1,,,,,,,,,,,,,,
مارس,1600000,241.23,1,,,,,,,200000,82.6,1,,,,,
ابريل,400000,116.25,1,297000,99.5,1,,,,,,,,,,,
مايو,1550000,321.29,1,,,,,,,,,,,,,,
يونيو,,,,,,,2000000,398.38,1,,,,,,,,
يوليو,485000,82.6,1,,,,,,,,,,,,,,
اوغسطس,9203200,831.2,2,,,,,,,,,,,,,,
سبتمبر,,,,,,,350000,125.34,1,,,,,,,,
اكتوبر,,,,932400,337.21000000000004,3,,,,,,,,,,,
نوفمبر,13909120,1698.66,1,208286,1120.45,1,,,,,,,,,,,
حي/العنود,10053377,4567.5,12,10704196,10110.59,23,18011250,9901.769999999999,27,12070987,5761.780000000001,10,,,,,
يناير,200000,600,1,1055000,2642,4,230000,751.98,6,300000,600,1,,,,,
فبراير,90000,37.5,1,2600000,816.78,2,690000,625,2,4443987,1991.98,4,,,,,
مارس,458377,600,1,10000,25,1,1480000,877.81,4,7247000,3132.3,4,,,,,
ابريل,4725000,930,5,1680000,575,3,,,,80000,37.5,1,,,,,
مايو,2800000,1260,2,300000,150,2,,,,,,,,,,,
يونيو,,,,290000,831,3,900000,741.98,1,,,,,,,,
يوليو,550000,570,1,,,,881250,675,3,,,,,,,,
اوغسطس,1230000,570,1,,,,,,,,,,,,,,
سبتمبر,,,,,,,2000000,1200,2,,,,,,,,
اكتوبر,,,,,,,850000,600,1,,,,,,,,
نوفمبر,,,,1357065,3581.31,4,6150000,1405,3,,,,,,,,
ديسمبر,,,,3412131,1489.5,4,4830000,3025,5,,,,,,,,
حي/الفردوس,16377925,6039.17,17,16603844,7934.530000000001,15,22534180,12583.79,22,4923609,4012.9800000000005,7,,,,,
يناير,,,,,,,3224768,2701.63,4,,,,,,,,
فبراير,2647525,1427.88,4,,,,,,,894909,522.1800000000001,3,,,,,
مارس,,,,765555,315.33,2,800000,500,1,1155996,1794.23,2,,,,,
ابريل,470000,134.18,1,,,,,,,2872704,1696.5700000000002,2,,,,,
مايو,755000,311.11,2,1474942,521.51,2,,,,,,,,,,,
يونيو,,,,,,,3544942,1502.1799999999998,5,,,,,,,,
يوليو,,,,,,,3335000,1650,2,,,,,,,,
اوغسطس,4710000,1398,3,,,,2569520,1495.81,3,,,,,,,,
سبتمبر,1800000,379.5,1,4650000,2517.5,1,3371450,1060.5,2,,,,,,,,
اكتوبر,2456400,554.1800000000001,2,914000,295.43,2,2934000,1651.99,2,,,,,,,,
نوفمبر,3184000,1695.76,3,2214000,1492,2,2354500,1847,2,,,,,,,,
ديسمبر,355000,138.56,1,6585347,2792.76,6,400000,174.68,1,,,,,,,,
حي/الفردوس سيهات,,,,,,,495587,750,1,,,,,,,,
سبتمبر,,,,,,,495587,750,1,,,,,,,,
حي/الفرسان,95990848,128907.63999999998,123,156241336,177185.96999999997,184,229302303,226713.92999999996,217,59615463,50022.68000000001,62,,,,,
يناير,2250000,1103.17,3,12122200,23049.79,16,16348828,19040.8,13,28796134,25396.31,34,,,,,
فبراير,3355750,5047.07,6,8369924,7822.34,12,18157527,17401.46,16,16202993,12850.130000000001,14,,,,,
مارس,12489510,20641.29,15,14427254,12854.14,16,11999746,10690.050000000001,14,9943211,6387.41,8,,,,,
ابريل,19076586,33542,22,5342610,3947.88,6,930000,504.37,1,4673125,5388.83,6,,,,,
مايو,3210000,3575.5099999999998,5,12799061,14244.83,20,8984848,6798.52,9,,,,,,,,
يونيو,4309254,6451.35,4,9805236,15047.46,14,37898244,31201.72,34,,,,,,,,
يوليو,5444000,6290.61,7,11456286,13367.54,19,8145891,8354.76,1,,,,,,,,
اوغسطس,2600000,2720,4,6499031,4333.82,5,1203913,2087.5,3,,,,,,,,
سبتمبر,9867000,10744.59,10,11980455,12025.83,15,26771062,28734.979999999996,21,,,,,,,,
اكتوبر,12303320,16147.699999999999,17,20460409,21445.68,28,32437164,36175.799999999996,35,,,,,,,,
نوفمبر,9350000,9192.1,12,23926018,26972.18,18,48611960,51481.89,51,,,,,,,,
ديسمبر,11735428,13452.25,18,19052852,22074.479999999996,15,17813120,14242.079999999998,19,,,,,,,,
حي/الفيحاء,32601838,22905.809999999998,38,42412713,24642.280000000002,57,39946457,29322.3,58,14318073,10393.19,19,,,,,
يناير,1227862,1454.6799999999998,2,6004844,3404.04,6,1455000,1032.88,4,3962500,2592.7999999999997,6,,,,,
فبراير,2319761,2420.1600000000003,3,4171000,2841.14,5,5360367,3133.9300000000003,7,3024728,2209.01,4,,,,,
مارس,1050000,1121.76,2,3038777,1324.56,3,4759458,2550.95,5,4082045,4060.6000000000004,6,,,,,
ابريل,707164,371.4,2,3529993,1361.8799999999999,3,677300,203.26,1,3248800,1530.78,3,,,,,
مايو,1045000,494.23,3,1397437,677.64,2,487462,164.67,1,,,,,,,,
يونيو,1890971,667.36,1,908000,288.62,2,3215034,3021.14,6,,,,,,,,
يوليو,700000,1123.54,1,2714106,1491.33,3,2291837,1434.23,4,,,,,,,,
اوغسطس,335000,176.77,1,,,,1700000,1182.88,2,,,,,,,,
سبتمبر,2015000,1254.69,3,3185856,2193,3,3344248,2887.1,5,,,,,,,,
اكتوبر,7878668,5860.61,9,5453069,3903.12,13,3050000,2665.04,3,,,,,,,,
نوفمبر,10732412,4433.82,7,7567637,4673.370000000001,11,4374241,4313.27,8,,,,,,,,
ديسمبر,2700000,3526.79,4,4441994,2483.58,6,9231510,6732.95,12,,,,,,,,
حي/الفيصلية,214596510,111594.55,106,152496874,116793.15999999999,121,245652987,129816.465,117,58112910,28094.47,31,,,,,
يناير,12860152,5051.09,8,14638952,14581.5,10,4473000,3380.91,4,10340146,5385.95,7,,,,,
فبراير,7676100,5824.94,8,12371998,7901.659999999999,10,8658500,4613.78,7,17509600,8895.289999999999,6,,,,,
مارس,7686600,4190.4,6,8209700,4654.79,7,6391100,4481,5,26617983,11718.25,13,,,,,
ابريل,12374837,7968.23,11,1764364,755.88,2,,,,3645181,2094.98,5,,,,,
مايو,36921000,8174.33,9,26436770,19955.25,10,3750888,2124.92,2,,,,,,,,
يونيو,10373829,4549.99,6,17735636,14387.22,24,141919567,72926.35500000001,47,,,,,,,,
يوليو,6584355,3562.54,5,16119931,17079.38,15,6067500,2987.68,6,,,,,,,,
اوغسطس,3851866,1671.62,3,3440000,1414.1,4,2796642,1340,3,,,,,,,,
سبتمبر,27342500,9957.189999999999,11,8559811,5165.98,5,6451365,4896.15,9,,,,,,,,
اكتوبر,23388771,10727.89,13,12979889,9036,10,21838200,14218.66,7,,,,,,,,
نوفمبر,50037000,28854.33,12,4200000,4884.780000000001,4,12204661,4711.8,8,,,,,,,,
ديسمبر,15499500,21062,14,26039823,16976.62,20,31101564,14135.210000000001,19,,,,,,,,
حي/القادسية,20031763,7711.249999999999,27,17730392,77057.52,39,17985432,14028.61,37,13698379,7345.155000000001,18,,,,,
يناير,650000,202.5,1,2241665,67384.81999999999,5,30000,228.6,1,1070000,721.5500000000001,3,,,,,
فبراير,950000,232.2,1,1820000,1477.8,6,2355600,1821.83,6,9316925,4235.555,7,,,,,
مارس,1300000,468,2,1755250,688.5,3,,,,1361454,1435.45,6,,,,,
ابريل,1320000,508,2,1945597,1274.8,5,1320000,574.8,2,1950000,952.6,2,,,,,
مايو,10190000,2002,4,3137855,1706.6,4,,,,,,,,,,,
يونيو,20833,263.65,1,300000,211.25,1,3780000,4216,3,,,,,,,,
يوليو,300000,226.8,1,976470,1143.1,3,1500000,468,2,,,,,,,,
اوغسطس,1386000,1054,4,485000,290,1,788000,537.8,2,,,,,,,,
سبتمبر,2065000,1242.7,5,655000,458.75,2,2141640,1549.3999999999999,6,,,,,,,,
اكتوبر,350000,262.2,1,258272,257.4,1,300000,261,1,,,,,,,,
نوفمبر,697930,495,2,3290750,1156,4,1249800,738.8,3,,,,,,,,
ديسمبر,802000,754.2,3,864533,1008.5,4,4520392,3632.38,11,,,,,,,,
حي/القزاز,17366750,6739.41,25,5803920,2465.1200000000003,14,4926637,2149.88,16,1305570,2442.22,5,,,,,
يناير,1160000,2116.18,5,989500,406.53000000000003,3,300000,162.62,1,,,,,,,,
فبراير,790000,243.92000000000002,2,,,,1625000,552.9200000000001,3,1075000,2279.64,4,,,,,
مارس,1382250,549.6,3,490000,348.57,3,,,,230570,162.58,1,,,,,
ابريل,1000000,162.61,1,246420,81.3,1,,,,,,,,,,,
مايو,,,,800000,420,1,210000,162.62,1,,,,,,,,
يوليو,4100000,781.65,2,635000,501.3,2,,,,,,,,,,,
اوغسطس,1880000,380.55,3,923000,162.61,1,,,,,,,,,,,
سبتمبر,850000,146.39,1,120000,81.3,1,1625021,569.1600000000001,5,,,,,,,,
اكتوبر,1000000,1300.56,1,500000,162.62,1,,,,,,,,,,,
نوفمبر,1938500,570.12,5,,,,200000,141.91,1,,,,,,,,
ديسمبر,3266000,487.83000000000004,2,1100000,300.89,1,966616,560.65,5,,,,,,,,
حي/القشلة,210082252,24214.37,6,11000000,7000,2,35000000,28960,2,,,,,,,,
يناير,5500000,4482,1,,,,,,,,,,,,,,
فبراير,,,,,,,15000000,7500,1,,,,,,,,
ابريل,5737000,2821.5,1,,,,,,,,,,,,,,
مايو,22230000,3500,1,,,,,,,,,,,,,,
اوغسطس,44553174,5966.66,2,,,,,,,,,,,,,,
سبتمبر,132062078,7444.21,1,,,,,,,,,,,,,,
نوفمبر,,,,11000000,7000,2,,,,,,,,,,,
ديسمبر,,,,,,,20000000,21460,1,,,,,,,,
حي/القصور,75718583,23817.79,59,88889956,40022.11999999999,61,123813506,47179.94,84,45565269,17723.899999999998,37,,,,,
يناير,5139581,1572.96,6,3778415,1313.5700000000002,4,4321411,1471.12,5,8345395,3169.7799999999997,7,,,,,
فبراير,4319779,1067.5,3,2676600,846,2,6565555,1911.1100000000001,6,12914298,5831.95,11,,,,,
مارس,10890999,2905.93,8,1920662,1194,3,17246954,6670.6,8,16843126,6305.959999999999,13,,,,,
ابريل,8485000,2737.83,6,8388328,2706.9,6,605203,235.44,1,7462450,2416.21,6,,,,,
مايو,12096205,4506.7300000000005,9,7906686,4474.28,9,450000,135.1,1,,,,,,,,
يونيو,8082168,1961.67,5,3021395,927.03,4,20453418,8077.51,13,,,,,,,,
يوليو,8383851,2861.5,6,30360040,10578.82,7,9155868,2306.05,5,,,,,,,,
اوغسطس,2080000,745.4,2,2550000,1045.02,3,10967806,2981.87,7,,,,,,,,
سبتمبر,3760000,704.12,2,6919683,2929.7,8,4380978,1394.8899999999999,5,,,,,,,,
اكتوبر,8791000,2524.35,7,11004733,4831.71,7,12859438,6378.52,12,,,,,,,,
نوفمبر,200000,1000.61,2,6896300,8631.81,6,25532467,11196.779999999999,15,,,,,,,,
ديسمبر,3490000,1229.19,3,3467114,543.28,2,11274408,4420.95,6,,,,,,,,
حي/القصور بالظهران,19419374,7023.63,13,4564938,3605.2999999999997,4,23126948,10122.275000000001,16,4952365,3091.17,3,,,,,
يناير,2600000,500,1,2136160,2136.16,1,,,,560908,1000,1,,,,,
فبراير,,,,540000,153.06,1,2882478,2526.6949999999997,2,4391457,2091.17,2,,,,,
مارس,1200000,500,1,609258,153.06,1,,,,,,,,,,,
ابريل,,,,1279520,1163.02,1,,,,,,,,,,,
مايو,,,,,,,830000,338.79999999999995,2,,,,,,,,
يونيو,600000,185.18,1,,,,8800000,3500.59,4,,,,,,,,
يوليو,5750000,2383.4,2,,,,,,,,,,,,,,
اوغسطس,2500000,500,1,,,,,,,,,,,,,,
سبتمبر,2250000,1090.06,2,,,,3750000,725.5,2,,,,,,,,
اكتوبر,1210000,367.28999999999996,2,,,,,,,,,,,,,,
نوفمبر,3309374,1497.7,3,,,,3932470,1682.28,4,,,,,,,,
ديسمبر,,,,,,,2932000,1348.41,2,,,,,,,,
حي/القيروان,46268322,43029.313299999994,26,28724060,23780.05,22,31987859,18223.62,26,39314554,27099.44,17,,,,,
يناير,10613181,11744.17,6,962500,770,1,1714362,1318.74,1,3950000,2000,1,,,,,
فبراير,1030850,2078.0133,2,8258429,5898.88,8,2346666,1540,2,,,,,,,,
مارس,1742500,375,1,3098107,1428.9900000000002,2,2620667,1571.5,2,15346250,13978.16,3,,,,,
ابريل,,,,2614000,966.3,2,,,,20018304,11121.279999999999,13,,,,,
يونيو,,,,1970000,600,1,6646608,3916.57,7,,,,,,,,
يوليو,,,,3873120,6790.05,3,6965313,3174.5,4,,,,,,,,
اوغسطس,900000,710.5,1,,,,,,,,,,,,,,
سبتمبر,3474203,1771.28,3,1000000,652.5,1,2970853,1790.1599999999999,3,,,,,,,,
اكتوبر,9960832,10636.02,9,6947904,6673.33,4,4871890,2997.15,4,,,,,,,,
نوفمبر,795000,600,1,,,,2464000,1540,2,,,,,,,,
ديسمبر,17751756,15114.33,3,,,,1387500,375,1,,,,,,,,
حي/المحمدية,29360478,19256.56,14,30948057,15083.6,15,30123076,13890.33,17,4448427,2002.0300000000002,2,,,,,
