السنة ,الربع,المنطقة ,المدينة,الحي ,نوع العقار ,تصنيف العقار ,عدد الصفقات,متوسط الايجار  ر.س,متوسط الايجار لكل متر مربع ر.س
2025,4,عسير,آل خجيم,آل خجيم,شقة,سكني,2,16000,170.83
2025,4,عسير,شعب جعار,شعب جعار,شقة,سكني,1,12000,120
2025,4,عسير,مندر العوص,مندر العوص,شقة,سكني,10,16022.22,131.94
2025,4,عسير,بيشة,الخليج,استديو,سكني,3,14666.66,493.33
2025,4,عسير,طريب,الصفاء,شقة,سكني,6,13500,110.53
2025,4,عسير,الصفيه,الصفيه,شقة,سكني,5,16700,121.19
2025,4,عسير,خميس مشيط,شمال التضامن,معرض تجاري,تجاري,2,0,0
2025,4,عسير,جعرانات,جعرانات,شقة,سكني,1,12000,51.28
2025,4,عسير,أبها,العزيزية,شقة,سكني,74,11703.92,126.12
2025,4,عسير,أبها,الوصايف,استديو,سكني,1,10800,180
2025,4,عسير,سراة عبيدة,الشفاء,معرض تجاري,تجاري,1,0,0
2025,4,عسير,خمرين,خمرين,شقة,سكني,1,4800,48
2025,4,عسير,رهو الجماء,رهو الجماء,شقة,سكني,2,6000,62.5
2025,4,عسير,ال لعلم,ال لعلم,شقة,سكني,1,6000,30
2025,4,عسير,المجاردة - الضيقه,الضيقه,شقة,سكني,1,6000,46.82
2025,4,عسير,شرحان,شرحان,شقة,سكني,2,15900,102.62
2025,4,عسير,الفانيه,الفانيه,شقة,سكني,1,18000,116.12
2025,4,عسير,العين,العين,شقة,سكني,1,19200,106.66
2025,4,عسير,النقيع,النقيع,شقة,سكني,36,16736.66,120.18
2025,4,عسير,خميس مشيط,المصيف,دور,سكني,7,25171.42,114.66
2025,4,عسير,مخطط النقيع الزراعي رقم (3),حليبة,دور,سكني,1,12000,34.28
2025,4,عسير,خميس مشيط,السلام,شقة,سكني,23,11258.82,94.95
2025,4,عسير,بلقرن,الأندلس,شقة,سكني,2,18000,105
2025,4,عسير,خميس مشيط,تارة,معرض تجاري,تجاري,3,0,0
2025,4,عسير,بيشة,الخليج,محل,تجاري,25,0,0
2025,4,عسير,خميس مشيط,النخيل,مكتب,تجاري,1,0,0
2025,4,عسير,محائل,البصرة,دور,سكني,1,14400,96
2025,4,عسير,حرف الهتوم(الجحفا),حرف الهتوم(الجحفا),شقة,سكني,1,18000,90
2025,4,عسير,أبها,ذرة,استديو,سكني,1,4600,76.66
