,,,,
القائمة الرئيسية   Main List,,,,قائمة الإحصاءات النقدية والمالية       Money & Banking Stat. List
,,,,
,,,,
,,,,
,,,,
Table 5: Monetary Ratios,,,,جدول 5  : نــســـــــب نـقـــــديــــــــة 
(Percentage Shares),,,,(نـسـب مـئـوية)
نهاية الفترة,,النقد المتداول خارج المصارف / ن3,ن1/ ن3,ن2/ ن3
End of Period,,Currency Outside Banks /M3,M1/M3,M2/M3
2000-02-29T00:00:00,,16.004989609049954,51.90302242162094,80.22030514652113
2000-03-31T00:00:00,,15.6919362337591,52.61921621183201,80.42040357822204
2000-04-30T00:00:00,,15.492300938356388,52.973388424166124,81.0305861568591
2000-05-31T00:00:00,,15.980118731284323,52.54014987758011,80.47746284853024
2000-06-30T00:00:00,,15.552883615666424,52.38682751953752,80.63934657684607
2000-07-31T00:00:00,,15.26391578304456,52.033522843722935,80.60059395808108
2000-08-31T00:00:00,,15.040432295459969,51.672469093652985,80.27200663893727
2000-09-30T00:00:00,,14.954460481210265,51.46766486379843,79.89825932192277
2000-10-31T00:00:00,,15.166381180371369,51.54718131266569,79.77277059007915
2000-11-30T00:00:00,,15.269753604595618,51.09463205949854,79.59810776521584
2000-12-31T00:00:00,,15.994096215933054,51.882738176657824,80.35767556084458
2001-01-31T00:00:00,,15.342622652559834,51.99016098138125,80.37021059522169
2001-02-28T00:00:00,,15.96162953852121,52.56328522892123,80.75067785017875
2001-03-31T00:00:00,,15.391512562332672,53.02017313874862,81.47926641947542
2001-04-30T00:00:00,,15.344915605959006,53.74067790988587,80.84230270562847
2001-05-31T00:00:00,,15.22186508591467,53.58730364426027,80.48663827263344
2001-06-30T00:00:00,,14.911346603660688,53.799691038910304,80.23463714049673
2001-07-31T00:00:00,,14.623084829460995,53.437046628370744,80.27662155896338
2001-08-31T00:00:00,,14.361746573839746,53.03622493390484,80.41369560969022
2001-09-30T00:00:00,,14.214401889787284,52.86853944483252,79.72886945099029
2001-10-31T00:00:00,,14.172758576333559,52.22932689517835,79.19375581683428
2001-11-30T00:00:00,,14.374388403544236,53.19308552685283,79.53686736828931
2001-12-31T00:00:00,,14.472324107175385,52.76615656322286,79.73357134218682
2002-01-31T00:00:00,,14.488345844992196,53.01942935455892,79.79710928770511
2002-02-28T00:00:00,,14.658963634901287,53.14225775287609,79.7139270192084
2002-03-31T00:00:00,,14.146035050728994,53.945911151141054,80.19098146939929
2002-04-30T00:00:00,,14.121640307707525,54.62989592198569,80.11485502880767
2002-05-31T00:00:00,,14.149149152253205,54.90528197607565,80.03789617414093
2002-06-30T00:00:00,,14.054559327791877,55.0033062021706,80.14867034468716
2002-07-31T00:00:00,,13.560584606369765,54.63109949029796,79.91628846746912
2002-08-31T00:00:00,,13.240349781144573,54.24894719750179,79.70151066457981
2002-09-30T00:00:00,,13.021408414683597,53.52727853626668,78.87148283783436
2002-10-31T00:00:00,,13.019406310384404,52.38525210675841,79.23159417043223
2002-11-30T00:00:00,,14.133592737014295,52.972651217868595,79.7004845107042
2002-12-31T00:00:00,,13.410574231811514,51.854082710122384,79.53881473380173
2003-01-31T00:00:00,,13.81790943349641,52.72902834531353,80.38366208552155
2003-02-28T00:00:00,,13.778036276934024,52.283724105450545,79.79666449668605
2003-03-31T00:00:00,,13.925174869885954,53.182168787235064,79.96311745471955
2003-04-30T00:00:00,,13.886809961893807,53.842987948003696,80.25672755000673
2003-05-31T00:00:00,,13.756531809168788,53.92274246812047,80.0716257631769
2003-06-30T00:00:00,,13.598120498830005,53.955304907525914,79.96372790342106
2003-07-31T00:00:00,,13.252515040530946,54.076477190434105,80.23661051643558
2003-08-31T00:00:00,,12.92364838274061,53.476282120785136,79.68128104948805
2003-09-30T00:00:00,,12.981363604033627,53.23429790268761,79.68311461604472
2003-10-31T00:00:00,,13.340702670719104,53.70709291716482,79.93889043575605
2003-11-30T00:00:00,,13.965748127751018,53.753619912087366,80.49491778872971
2003-12-31T00:00:00,,13.292677173491752,53.46876858022414,80.65170731268523
2004-01-31T00:00:00,,13.981114116586395,54.307695626978294,81.25482784764915
2004-02-29T00:00:00,,13.267197773601666,54.179950590381864,80.83307357356445
2004-03-31T00:00:00,,13.02604751558771,54.87499089952199,80.50240446167085
2004-04-30T00:00:00,,13.150717888279653,55.70391045618109,80.67328512887055
2004-05-31T00:00:00,,13.049217283454068,55.07870245392513,80.23537979287629
2004-06-30T00:00:00,,12.742554930773947,54.1761383148299,79.90534818451506
2004-07-31T00:00:00,,12.379024920630433,54.56729950329152,81.10550987655807
2004-08-31T00:00:00,,12.013655191719876,53.39285536284629,81.55024661749192
2004-09-30T00:00:00,,12.27072698157141,53.29471732367789,80.89993937321125
2004-10-31T00:00:00,,12.88523806641581,52.77726346988986,80.30661241578608
2004-11-30T00:00:00,,12.131403829424846,52.71345014860284,81.96432646268451
2004-12-31T00:00:00,,12.131739813505183,54.73490765011676,82.3083843886005
2005-01-31T00:00:00,,12.179563002543912,54.305923930548595,81.57030394657195
2005-02-28T00:00:00,,11.76600993447489,53.86888503196378,81.42378693465298
2005-03-31T00:00:00,,11.47409901227002,53.98978815871555,81.80125363943887
2005-04-30T00:00:00,,11.353166225287913,54.02929555036828,81.47128310026235
2005-05-31T00:00:00,,11.261936588231947,53.16210684153069,82.07663481547269
2005-06-30T00:00:00,,11.336731911965115,52.037953415283376,81.60146658154437
2005-07-31T00:00:00,,11.204117092592796,53.315092727742396,81.81767802176408
2005-08-31T00:00:00,,11.097487693940506,52.182379062744374,81.65635940341271
2005-09-30T00:00:00,,11.130106867608315,51.01762616138915,81.07101739071577
2005-10-31T00:00:00,,12.292582524521823,51.243537822365056,81.55876351445522
2005-11-30T00:00:00,,11.555534158905646,51.593451705579405,81.31067577699534
2005-12-31T00:00:00,,11.618013579893503,51.24064934385506,81.10728245911783
2006-01-31T00:00:00,,11.219557613998377,50.40789413370301,81.7538115592775
2006-02-28T00:00:00,,10.850221573976112,50.91078705720767,82.39737149139815
2006-03-31T00:00:00,,10.423293644430105,49.582243082234534,82.05557312670501
2006-04-30T00:00:00,,10.518055795801477,49.66459580718784,82.4810072943082
2006-05-31T00:00:00,,10.634176725193202,50.456572153137934,83.04288092820859
2006-06-30T00:00:00,,10.606509916920158,50.241901611700236,82.07091529013583
2006-07-31T00:00:00,,10.202536538948616,48.480005496018066,82.13963034488636
2006-08-31T00:00:00,,9.904129848820507,47.252376965359055,81.48669224597764
2006-09-30T00:00:00,,9.960907144380101,47.122705664633955,81.1475971719039
2006-10-31T00:00:00,,10.637468323030195,47.18552211544784,81.81261334932785
2006-11-30T00:00:00,,10.156039191616214,47.121399058542366,81.43220103395942
2006-12-31T00:00:00,,10.499387435908549,47.36588277730894,81.59845604403338
2007-01-31T00:00:00,,9.931201441482889,47.67743891600836,81.53024958274332
2007-02-28T00:00:00,,9.951610089811552,48.333113024429586,83.55261094548761
2007-03-31T00:00:00,,9.60523900553777,47.631740223874516,82.91104896555316
2007-04-30T00:00:00,,9.483085201384604,47.8354791577852,82.59827376686061
2007-05-31T00:00:00,,9.487167895209039,47.49356910672976,83.37822056003657
2007-06-30T00:00:00,,9.447347383648335,46.963544152384344,82.84985157575962
2007-07-31T00:00:00,,9.128682879099102,47.533747031932776,83.45736216944549
2007-08-31T00:00:00,,9.02136036175147,46.617406866645894,82.81389050189678
2007-09-30T00:00:00,,9.286446565873478,47.56052911572521,83.10140576634609
2007-10-31T00:00:00,,9.346009482008043,47.57817393204599,84.04176650656822
2007-11-30T00:00:00,,9.192112988980018,47.85823717590242,83.93082797787439
2007-12-31T00:00:00,,9.141015681045829,48.56651721045083,84.40787941697721
2008-01-31T00:00:00,,8.76243814076644,48.84993501848531,84.52784490202649
2008-02-29T00:00:00,,8.557852565740278,48.24129452578163,83.65675432834983
2008-03-31T00:00:00,,8.680433527042165,49.36282904966883,84.6288129136944
2008-04-30T00:00:00,,8.645967177341122,49.42864626221136,84.62734102180272
2008-05-31T00:00:00,,8.81493393290233,49.605646599209635,83.2363810929386
2008-06-30T00:00:00,,9.015641424924086,49.860835152441425,82.71509614097197
2008-07-31T00:00:00,,8.959307061283518,48.766735400830214,83.4688599810054
2008-08-31T00:00:00,,8.678275527493819,47.32350926829204,83.26759877799314
2008-09-30T00:00:00,,9.49133406495659,47.0378772989351,83.78739105724358
2008-10-31T00:00:00,,9.08524384310947,46.34926004307914,82.73979055736564
2008-11-30T00:00:00,,9.073321672599699,46.40422991985287,84.0353826344732
2008-12-31T00:00:00,,8.93382809913871,45.79515893569023,85.36185305554685
2009-01-31T00:00:00,,8.930980004235122,46.98806669261739,84.87238355730007
2009-02-28T00:00:00,,8.761232451724283,46.87093585731988,83.59714404306746
2009-03-31T00:00:00,,8.581226685516585,47.61752236073642,84.52753869151393
2009-04-30T00:00:00,,8.515515581912439,48.078256601944815,83.71213066589175
2009-05-31T00:00:00,,8.558290771583192,47.80496546141581,82.72877478145956
