,,,,,,,,,,,,
القائمة الرئيسية   Main List,,,,,,,,,,,قائمة الإحصاءات النقدية والمالية       Money & Banking Stat. List,
,,,,,,,,,,,,
Table 10b: Consolidated Balance Sheet of Commercial Banks - Liabilities *,,,,,,,,,,,جدول 10b:  المركز المالي  الموحـــــــد  للمـــــصـــــــارف الـتـجـــــاريـــة - الـمـطــلــوبـــــــات *,
(Million ﷼),,,,,,,,,,,(مليون ﷼),
نهاية الفترة,,مجموع,المطـلوبات,Capital Accounts            حســاب رأس المــال,,,,مطلوبات ,**اتفاقيات ,مطـلوبـات,إجمالي,
,,الودائع,الأجنبية,المجموع,الإحتياطيات,رأس المال,***(أرباح الفترة (تراكمي,ما بين المصارف,إعادة الشراء,أخــرى,المطـلوبات,
End of Period,,Total,Foreign,,,,Period Profits,Inter Bank,Repos**,Other,Total,
,,Deposits,Liabilities,Total,Reserves,Capital ,(Cumulative)***,Liabilities,,Liabilities,Liabilities,
Q1,2024,2596254.7109608697,305999.27023728,546750.5765127456,291510.3186223306,234495.292,20744.965890414867,79117.586916,31414.741207999996,551424.8717397569,4110961.7575746523,
Q2,2024,2669518.85749639,334341.73292790004,554773.389851589,260714.90616246528,251545.292,42513.191689123676,94127.199329,9222.019439,558868.6474104226,4220851.846454302,
Q3,2024,2718879.79494252,382384.32991539995,566197.494096284,249070.55859746525,251545.291,65581.64449881871,121675.578,18844.566,569301.9491131525,4377283.712067356,
Q4,2024,2692384.1230183803,410840.1064635375,589069.1917302149,235480.23059746524,264491.692,89097.26913274958,135428.50999999998,40751.275,625677.4897653677,4494150.6959775,
Q1,2025,2804337.16777917,487064.04535244,607736.3241442535,318037.43925252423,264491.692,25207.19289172918,119474.85,50791.972,637854.0867812058,4707258.446057069,
Q2,2025,2875705.6424599304,533443.4492144401,615169.721847827,294618.1800759146,269554.692,50996.84977191232,128447.385,50492.055,610827.75099118,4814086.004513378,
Q3,2025,2935011.1007092474,578006.7257297965,624039.1625527856,277255.7291015911,269554.692,77228.74145119438,113480.18400000001,32721.82,644049.935179017,4927308.928170847,
Q4,2025,2925812.2141662017,622809.1252733461,645878.9556521557,272960.05107527,269554.692,103364.21257688565,118082.93699999999,40318.169,605203.7179147222,4958105.119006426,
,,,,,,,,,,,,
1993-01-31T00:00:00,,184276.54,32865.016,26227.539999999997,16821.756999999998,9030.225,375.558,13420.357,1178.375,42726.706999999995,300694.53500000003,300694.53500000003
1993-02-28T00:00:00,,190996.152,38047.137,28648.488,18202.158000000003,9630.225,816.105,16051.681999999999,1296.541,53904.918000000005,328944.91799999995,328944.91799999995
1993-03-31T00:00:00,,186828.6,42064.114,28108.36,17224.8,9630.225,1253.335,18773.032000000003,1260.864,43302.255000000005,320337.22500000003,320337.22500000003
1993-04-30T00:00:00,,187979.47499999998,46560.749,28516.946999999996,17224.799,9630.225,1661.923,12410.494,1046.825,40499.294,317013.78400000004,317013.78400000004
1993-05-31T00:00:00,,187158.123,47167.51000000001,28803.489,16624.8,10230.225,1948.464,16546.606,1132.748,40201.834,321010.31,321010.31
1993-06-30T00:00:00,,193329.469,47625.804000000004,29124.869000000002,16624.8,10230.225,2269.844,17473.349,776.435,41577.084,329907.01,329907.01
1993-07-31T00:00:00,,193290.081,45389.90900000001,29590.878,16624.8,10230.225,2735.853,16574.337,424.10699999999997,39939.695999999996,325209.00800000003,325209.00800000003
1993-08-31T00:00:00,,197202.693,39654.31100000001,30056.638,16624.799,10230.225,3201.614,19002.058,463.043,40543.52,326922.263,326922.263
1993-09-30T00:00:00,,194260.511,38653.009000000005,30465.693000000003,16624.8,10230.225,3610.668,23806.111,616.543,41907.16200000001,329709.02900000004,329709.02900000004
1993-10-31T00:00:00,,191785.058,35618.125,30944.435999999998,16624.798,10230.225,4089.413,21919.998,531.906,43046.61600000001,323846.13899999997,323846.13899999997
1993-11-30T00:00:00,,189967.597,35384.698000000004,35046.779,13904.143,16200,4942.636,15216.719,457.105,44713.18299999999,320786.081,320786.081
1993-12-31T00:00:00,,185799.95799999998,37292.09299999999,34480.971000000005,13992.779,16200,4288.192,16633.772,708.105,45839.42399999999,320754.32300000003,320754.32300000003
1994-01-31T00:00:00,,188382.005,34325.056000000004,32797.876,16163.867,16200,434.009,12942.32,896.513,42389.664,311733.434,311733.434
1994-02-28T00:00:00,,188244.52399999998,35741.576,33898.255,17016.429,16200,681.826,13211.887000000002,959.513,43687.371,315743.126,315743.126
1994-03-31T00:00:00,,186874.407,37218.055,33967.265999999996,16753.049000000003,16200,1014.217,19802.587,924.852,42080.665,320867.83200000005,320867.83200000005
1994-04-30T00:00:00,,185117.191,37089.755,34121.899000000005,14762.475999999999,18200,1159.423,15792.762999999999,1136.329,41857.89399999999,315115.831,315115.831
1994-05-31T00:00:00,,188740.448,36421.522,34554.033,13562.475999999999,19400,1591.557,24691.408,1085.915,40947.589,326440.91500000004,326440.91500000004
1994-06-30T00:00:00,,188616.80700000003,36574.65,35030.552,13567.634999999998,19400,2062.917,22443.99,788.85,42115.591,325570.44000000006,325570.44000000006
1994-07-31T00:00:00,,188076.516,34232.473,35464.703,13477.633999999998,19490,2497.0690000000004,20514.526,833.939,42080.967,321203.12399999995,321203.12399999995
1994-08-31T00:00:00,,188389.841,35662.01,35939.107,13477.634999999998,19490,2971.472,19020.207,941.9,41695.384,321648.44899999996,321648.44899999996
1994-09-30T00:00:00,,190094.092,35684.608,36502.655999999995,13477.633999999998,19490,3535.022,19473.842,1018.15,45108.379,327881.727,327881.727
1994-10-31T00:00:00,,192001.843,33673.594,36722.346,13267.633999999998,19700,3754.712,18995.482,968.15,43907.554,326268.969,326268.969
1994-11-30T00:00:00,,189524.41700000002,38364.005999999994,37284.923,13267.634999999998,19700,4317.288,18182.306,963.15,44793.937,329112.739,329112.739
1994-12-31T00:00:00,,191265.847,39150.438,36961.933999999994,13613.094,19700,3648.84,17769.406000000003,490.212,46593.334,332231.1709999999,332231.1709999999
1995-01-31T00:00:00,,189733.115,41223.98299999999,35277.445999999996,15153.765,19700,423.681,17145.858,388.212,51836.988000000005,335605.60199999996,335605.60199999996
1995-02-28T00:00:00,,191811.452,42748.990999999995,35890.797,15468.194999999998,19700,722.602,18856.046000000002,388.212,50441.536,340137.034,340137.034
1995-03-31T00:00:00,,195502.485,42452.126,35604.884999999995,14651.753,19700,1253.132,20815.166,208.212,47069.666,341652.5399999999,341652.5399999999
1995-04-30T00:00:00,,196650.798,44929.043000000005,36096.875,14454.096,19900,1742.779,18080.773,299,53649.683000000005,349706.172,349706.172
1995-05-31T00:00:00,,197717.439,45530.840000000004,36591.138999999996,14454.096,19900,2237.043,19702.117,462,56363.937,356367.472,356367.472
1995-06-30T00:00:00,,198534.459,43146.935999999994,37085.070999999996,14454.096,19900,2730.975,21229.954,462,54929.196,355387.61600000004,355387.61600000004
1995-07-31T00:00:00,,195657.789,44310.061,37597.784,14454.096,19900,3243.688,19110.995,449,53636.939,350762.5679999999,350762.5679999999
1995-08-31T00:00:00,,192940.446,40549.295,38230.081999999995,14454.096,19900,3875.986,18249.221,375,51869.322,342213.3659999999,342213.3659999999
1995-09-30T00:00:00,,197449.415,41365.388,38708.218,14454.096,19900,4354.122,19328.998,251,47146.799,344249.81799999997,344249.81799999997
1995-10-31T00:00:00,,196138.05800000002,39967.788,39201.822,14454.096,19900,4847.726,16311.156,241,46187.29,338047.114,338047.114
1995-11-30T00:00:00,,196358.001,40774.818,39597.178,14454.095,19900,5243.083,19839.222,324.4,43385.583,340279.20199999993,340279.20199999993
1995-12-31T00:00:00,,198681.707,39677.854,39254.61,14826.860999999999,19900,4527.749,18826.479,644.9,44072.344,341157.894,341157.894
1996-01-31T00:00:00,,199030.88900000002,38298.83500000001,36624.846999999994,16250.479,19900,474.368,17985.8,577.402,47236.325,339754.09800000006,339754.09800000006
1996-02-29T00:00:00,,199868.639,40056.272,36845.304000000004,15674.994,20150,1020.31,16805.913,393.402,48653.751000000004,342623.28099999996,342623.28099999996
1996-03-31T00:00:00,,201593.587,39577.87500000001,37687.880000000005,15513.224000000002,20650,1524.656,19691.268,535.9,47277.758,346364.268,346364.268
1996-04-30T00:00:00,,203828.522,40320.19900000001,38105.111000000004,15513.224000000002,20650,1941.887,20253.544,440,45321.149999999994,348268.52600000007,348268.52600000007
1996-05-31T00:00:00,,204284.2,38673.21,38623.196,15513.008000000002,20650,2460.188,17090.925000000003,590,43263.426,342524.95700000005,342524.95700000005
1996-06-30T00:00:00,,205997.20500000002,36011.41700000001,39772.047000000006,14793.224000000002,22090,2888.8230000000003,17420.659,537,43811.742999999995,343550.071,343550.071
1996-07-31T00:00:00,,204334.647,40697.113,40269.034,14793.224000000002,22090,3385.81,17534.716,713,41672.331000000006,345220.841,345220.841
1996-08-31T00:00:00,,207500.226,42392.026,40743.709,14793.224000000002,22090,3860.485,19330.486999999997,484.25,39435.25899999999,349885.957,349885.957
1996-09-30T00:00:00,,208365.42,45242.515,41183.147000000004,14793.224000000002,22090,4299.923,18565.128999999997,287,43724.44000000001,357367.651,357367.651
1996-10-31T00:00:00,,207939.783,41330.064,41786.98300000001,14793.165,22090,4903.818,17227.827,205.75,41784.623999999996,350275.03099999996,350275.03099999996
1996-11-30T00:00:00,,211054.367,38384.578,42076.448000000004,14793.218,22090,5193.23,21812.407,235,38862.63,352425.43000000005,352425.43000000005
1996-12-31T00:00:00,,215284.925,38653.283,43003.90000000001,14793.223000000002,22090,6120.677,18159.327,1388.31,41457.66299999999,357947.408,357947.408
1997-01-31T00:00:00,,217133.424,38621.909,40303.46000000001,17632.4,22090,581.06,16090.01,2074.556,43442.589,357665.948,357665.948
1997-02-28T00:00:00,,216138.17700000003,39409.736000000004,40552.005,17338.207,22090,1123.798,14731.863000000001,1745.578,44573.625,357150.98400000005,357150.984
1997-03-31T00:00:00,,222611.20500000002,45974.935999999994,40576.118,16536.197,22390,1649.921,14951.21,1847.413,44041.791000000005,370002.67300000007,370002.67300000007
1997-04-30T00:00:00,,219944.425,47585.269,41194.51700000001,16536.197,22390,2268.32,13235.647,1806.045,43789.631,367555.534,367555.534
1997-05-31T00:00:00,,222390.485,43209.526999999995,41771.542,16536.196,22390,2845.346,13012.444999999998,1875.645,43725.604,365985.248,365985.248
1997-06-30T00:00:00,,222322.882,46408.585,42210.155000000006,16382.226999999999,22390,3437.928,13356.025000000001,1759.163,48767.509000000005,374824.319,374824.319
1997-07-31T00:00:00,,219950.376,42774.270000000004,42925.601,16466.423,22390,4069.178,15838.044,1703.769,49099.76499999999,372291.82500000007,372291.82500000007
1997-08-31T00:00:00,,220522.563,43687.257999999994,43458.685,16466.422,22390,4602.263,18479.921000000002,1982.281,46960.336,375091.04400000005,375091.044
1997-09-30T00:00:00,,221703.39500000002,43142.889,44083.672000000006,16216.422,22640,5227.25,15014.243,1879.02,45109.748999999996,370932.9680000001,370932.9680000001
1997-10-31T00:00:00,,220340.756,43037.734000000004,44483.921,16132.229,22640,5711.692,12927.896999999999,1819.472,46321.774999999994,368931.55499999993,368931.55499999993
1997-11-30T00:00:00,,223774.256,44751.68499999999,44721.224,16216.422,22640,5864.802,13419.664,2098.5119999999997,44328.673,373094.01399999997,373094.01399999997
1997-12-31T00:00:00,,226725.60599999997,46043.90000000001,44873.572,15713.845000000001,22640,6519.727,14894.610999999999,1648.054,47601.702999999994,381787.446,381787.446
1998-01-31T00:00:00,,228110.522,46069.927,40941.255,17711.928,22640,589.327,11372.867,1813.272,48637.346,376945.189,376945.189
1998-02-28T00:00:00,,227928.81799999997,45747.71199999999,42333.111,17747.02,23390,1196.0910000000001,11685.681999999999,2151.749,50559.549000000006,380406.6209999999,380406.6209999999
1998-03-31T00:00:00,,228128.457,45119.32900000001,42183.702,16547.420000000002,23812,1824.2820000000002,15041.452,2374.085,53185.03999999999,386032.06500000006,386032.06500000006
1998-04-30T00:00:00,,230302.96999999997,45547.305,42802.127,16547.420000000002,23812,2442.707,14940.084,2467.1279999999997,51652.705,387712.3189999999,387712.3189999999
1998-05-31T00:00:00,,228291.951,49182.240999999995,43463.343,16547.420000000002,23812,3103.9230000000002,13852.597,2127.188,49233.763,386151.083,386151.083
1998-06-30T00:00:00,,233160.63400000002,46089.61800000001,44063.538,16547.420000000002,23812,3704.118,16392.73,2217.751,51385.369000000006,393309.64,393309.64
1998-07-31T00:00:00,,228323.198,50699.547,44729.119999999995,16547.420000000002,23812,4369.7,13573.767000000002,1590.234,50977.185000000005,389893.05100000004,389893.05100000004
1998-08-31T00:00:00,,227684.615,50029.431000000004,45109.913,16547.420000000002,23812,4750.4929999999995,13345.671000000002,2825.713,51215.591,390210.93399999995,390210.93399999995
1998-09-30T00:00:00,,231104.843,46518.337999999996,45949.958,16547.420000000002,23812,5590.538,14360.124000000002,2276.8019999999997,59447.594,399657.659,399657.659
1998-10-31T00:00:00,,230582.031,47541.850999999995,46599.461,16547.420000000002,23812,6240.041,14115.219000000001,2097.172,56112.745,397048.479,397048.479
1998-11-30T00:00:00,,231996.254,48376.967000000004,47172.357,16547.420000000002,23812,6812.937,14622.754000000003,1982.696,55755.448,399906.4760000001,399906.4760000001
1998-12-31T00:00:00,,238237.282,43104.975,47598.981,16447.419,23812,7339.562,14027.568,2271.142,59065.648,404305.59599999996,404305.59599999996
1999-01-31T00:00:00,,237830.49199999997,47240.664,43116.514,18744.34,23812,560.174,12363.093,1744.491,60335.47900000001,402630.733,402630.733
1999-02-28T00:00:00,,239412.305,44317.354,43611.164,18656.566,23812,1142.598,12617.059000000001,1802.053,63821.483,405581.41799999995,405581.41799999995
1999-03-31T00:00:00,,240089.231,49414.635,44300.134999999995,18609.605,23878,1812.53,12153.193999999998,1687.39,58810.281,406454.866,406454.866
1999-04-30T00:00:00,,242412.902,48460.83,44710.499,18252.959,23878,2579.54,12060.558,1505.844,56196.677,405347.31000000006,405347.31000000006
1999-05-31T00:00:00,,240289.47699999998,48941.602,45368.257000000005,18252.959,23878,3237.298,12164.141999999998,1488.462,61013.336,409265.2759999999,409265.2759999999
1999-06-30T00:00:00,,240087.065,47452.369,45967.6,18252.96,23878,3836.64,15258.404,1469.098,54542.058000000005,404776.594,404776.594
1999-07-31T00:00:00,,239804.706,43819.75400000001,43471.81999999999,17531.347,21428,4512.473,19535.265,1451.507,55027.95500000001,403111.00700000004,403111.00700000004
1999-08-31T00:00:00,,241672.50900000002,45448.683999999994,46315.087999999996,19949.113,22181.846,4184.129,15910.904999999999,2065.005,50894.879,402307.07000000007,402307.07000000007
1999-09-30T00:00:00,,241465.135,50198.642,46856.907999999996,19949.114999999998,22181.846,4725.947,23750.692000000003,1899.563,45153.211,409324.151,409324.151
1999-10-31T00:00:00,,245028.433,53613.958,47419.843,19953.988999999998,22181.846,5284.008000000001,18497.65,1966.189,45150.065,411676.13800000004,411676.13800000004
1999-11-30T00:00:00,,247450.277,54332.883,47992.83699999999,19949.114999999998,22181.846,5861.875999999999,13816.417,1774.145,45439.494,410806.053,410806.053
1999-12-31T00:00:00,,250385.62700000004,51152.852,48692.134999999995,19310.153,23028,6353.982,10585.025,2001.633,52410.409,415227.6810000001,415227.6810000001
2000-01-31T00:00:00,,252741.339,49639.592000000004,43972.506,20305.6,23028,638.9060000000001,15476.847,2140.2079999999996,51305.403999999995,415275.896,415275.896
2000-02-29T00:00:00,,251508.50900000002,52038.969,44624.441,19953.6,23380,1290.8410000000001,14749.297,2217.436,51370.44,416509.092,416509.092
2000-03-31T00:00:00,,256225.94799999997,57469.176999999996,45306.232,19950.04,23380,1976.192,19092.278,2055.935,46376.068,426525.63800000004,426525.63800000004
2000-04-30T00:00:00,,257911.942,53865.344000000005,46020.994999999995,19950.039,23380,2690.956,18673.651,1899.305,46255.794,424627.03099999996,424627.03099999996
2000-05-31T00:00:00,,259848.96399999998,54761.195,46871.154,19949.579999999998,23380,3541.574,14987.564,1868.375,42544.613,420881.86499999993,420881.86499999993
2000-06-30T00:00:00,,262245.66000000003,57290.176999999996,47656.633,19949.579999999998,23380,4327.053,18089.069000000003,1569.098,41900.259,428750.89600000007,428750.89600000007
2000-07-31T00:00:00,,260204.361,59686.15,48445.479,19949.579999999998,23380,5115.899,13382.892,1618.319,44572.740000000005,427909.941,427909.941
2000-08-31T00:00:00,,260300.45400000003,61459.100000000006,49298.768000000004,19949.579999999998,23380,5969.188,17663.474,1763.672,44263.477000000006,434748.945,434748.945
2000-09-30T00:00:00,,262316.345,60682.808999999994,49924.553,19949.579999999998,23380,6594.973,17062.456000000002,2018.112,48328.475999999995,440332.75100000005,440332.75100000005
2000-10-31T00:00:00,,259762.31300000002,61693.65299999999,50667.469000000005,19949.579999999998,23380,7337.889,13397.627999999999,2568.054,51269.901,439359.018,439359.018
2000-11-30T00:00:00,,262526.572,63806.48,51542.098,20144.664,23380,8017.434,9902.398,2747.642,50879.18,441404.37,441404.37
2000-12-31T00:00:00,,267969.85199999996,64443.763,52380.261999999995,20144.664,23380,8855.598,17036.494000000002,3302.89,48139.028999999995,453272.2899999999,453272.2899999999
2001-01-31T00:00:00,,270864.892,58473.8,46470.22699999999,22116.671000000002,23380,973.556,14859.214,3541.1440000000002,55165.575999999994,449374.853,449374.853
2001-02-28T00:00:00,,272476.848,59405.554000000004,47677.670999999995,22439.949,23480,1757.722,12989.68,3571.5519999999997,53846.815,449968.12,449968.12
2001-03-31T00:00:00,,275379.79600000003,55026.479,47835.10999999999,21524.506,23880,2430.604,15070.659000000001,3633.908,52293.458999999995,449239.411,449239.411
2001-04-30T00:00:00,,276140.159,52436.458,48773.80599999999,21627.225000000002,23880,3266.5809999999997,14992.209,3369.7900000000004,52007.037,447719.4589999999,447719.4589999999
2001-05-31T00:00:00,,280551.781,51357.865999999995,49728.085,21675.21,23880,4172.875,16677.254,3848.413,50962.174999999996,453125.5740000001,453125.5740000001
2001-06-30T00:00:00,,281161.156,55868.776999999995,49500.234000000004,20578.749,23880,5041.485000000001,18593.204,3826.512,54316.348000000005,463266.231,463266.231
2001-07-31T00:00:00,,277657.114,54238.53100000001,50163.340000000004,20437.359,23880,5845.981,15041.853000000001,4412.641,52742.433,454255.91200000007,454255.91200000007
2001-08-31T00:00:00,,278932.941,56320.71,50930.804000000004,20360.449,23880,6690.355,17729.807999999997,3947.406,52402.132,460263.801,460263.801
2001-09-30T00:00:00,,280805.59699999995,56632.597,51754.405,20372.817,23880,7501.588,15251.084,4390.389,54003.333,462837.40499999997,462837.40499999997
2001-10-31T00:00:00,,284552.449,57851.03400000001,52707.422,20470.401,23880,8357.021,15245.044000000002,3772.4990000000003,53854.149000000005,467982.597,467982.597
2001-11-30T00:00:00,,288913.73699999996,60883.450999999994,53601.34299999999,20499.921,23880,9221.421999999999,14132.494999999999,4980.58,51681.420000000006,474193.02599999995,474193.02599999995
2001-12-31T00:00:00,,290779.44800000003,59614.025,53846.674,19912.777000000002,23880,10053.896999999999,13292.048,4432.816,50466.17100000001,472431.18200000003,472431.18200000003
2002-01-31T00:00:00,,292340.345,55467.674,47874.520000000004,22968.427000000003,23880,1026.0929999999998,13127.136999999999,5130.132,53629.578,467569.38599999994,467569.38599999994
2002-02-28T00:00:00,,297767.456,59113.12700000001,48790.532999999996,22972.424000000003,23880,1938.1090000000002,13444.493000000002,5236.903,51445.729999999996,475798.24199999997,475798.24199999997
2002-03-31T00:00:00,,298322.386,60318.64,49477.201,22176.303000000004,24495,2805.898,13975.238000000001,5692.536,51791.292,479577.293,479577.293
2002-04-30T00:00:00,,301773.13800000004,58701.899999999994,50513.66500000001,22283.901,24495,3734.7639999999997,15051.515000000001,4938.492,51830.35299999999,482809.0630000001,482809.0630000001
2002-05-31T00:00:00,,304538.5,60496.706999999995,51508.57200000001,22336.793,24495,4676.7789999999995,15033.584,5901.95,53597.881,491077.194,491077.194
2002-06-30T00:00:00,,301215.67000000004,65262.87299999999,52129.674,22131.215,24495,5503.459,14418.091999999999,5793.351,55709.998,494529.6580000001,494529.6580000001
2002-07-31T00:00:00,,307364.921,61286.837999999996,52153.566000000006,21477.75,24495,6180.816,13861.353,5497.742,55899.209,496063.62899999996,496063.62899999996
2002-08-31T00:00:00,,308498.924,60787.209,54361.18000000001,22637.493,24495,7228.687,14766.683,5252.002,53990.85,497656.848,497656.848
2002-09-30T00:00:00,,313923.091,59688.49199999999,55306.921,22714.602,24495,8097.3189999999995,11987.493,5934.165,53336.866,500177.02799999993,500177.02799999993
2002-10-31T00:00:00,,327821.19,45559.291000000005,56257.883,22783.966,24495,8978.917000000001,15800.097,6013.348999999999,50743.176,502194.9860000001,502194.9860000001
2002-11-30T00:00:00,,328286.163,48781.64199999999,56938.274000000005,22693.676,24495,9749.598000000002,13936.349999999999,5357.835,53970.129,507270.39300000004,507270.39300000004
2002-12-31T00:00:00,,337879.354,42998.866,57854.164000000004,22802.903,24495,10556.261,10458.794,5652.353,53393.767000000014,508237.298,508237.298
2003-01-31T00:00:00,,336975.848,37961.297,50145.774999999994,24641.559999999998,24495,1009.2149999999999,15680.734,6384.681,60838.859000000004,507987.1940000001,507987.1940000001
2003-02-28T00:00:00,,339687.10899999994,41704.131,51148.064999999995,24735.993,24495,1917.0720000000001,13655.186999999998,5982.567,60447.145,512624.2039999999,512624.2039999999
2003-03-31T00:00:00,,343333.17,43205.49799999999,52174.479,24272.006999999998,24945,2957.4719999999998,17701.397,7282.064,58944.973000000005,522641.581,522641.581
2003-04-30T00:00:00,,343543.218,39625.98300000001,53485.488,24461.658,24945,4078.83,18053.310999999998,6164.38,58400.685000000005,519273.065,519273.065
2003-05-31T00:00:00,,347099.5,38837.258,54870.137,24722.352,24945,5202.785,14138.369999999999,5562.746,61383.403999999995,521891.4150000001,521891.4150000001
2003-06-30T00:00:00,,348765.67000000004,36580.481999999996,55836.126,24739.904000000002,24945,6151.222,11679.632,7099.906,64011.1,523972.9160000001,523972.9160000001
2003-07-31T00:00:00,,349836.104,39991.887999999984,56512.40899999999,24691.541,24945,6875.868,11094.249999999998,6515.775,61121.600000000006,525072.026,525072.026
2003-08-31T00:00:00,,350297.743,40127.74500000001,56655.396,23714.928,24945,7995.468,13029.289999999999,6011.942,64591.04600000001,530713.162,530713.162
2003-09-30T00:00:00,,350137.184,39092.859,57336.587,23885.929,24945,8505.658,16924.78,7766.755,62901.26499999999,534159.4299999999,534159.4299999999
2003-10-31T00:00:00,,349181.74199999997,40818.372,58307.98299999999,23720.420000000002,24945,9642.563,15391.301,7305.571,62252.669,533257.638,533257.638
2003-11-30T00:00:00,,349524.419,42746.965,59419.41899999999,23079.001,24945,11395.418,15442.561,7527.934,60553.187,535214.485,535214.485
2003-12-31T00:00:00,,361662.12399999995,40063.409999999996,59181.00399999999,22078.261999999995,24945,12157.742,14573.967,8226.246,61500.97499999999,545207.726,545207.726
2004-01-31T00:00:00,,363286.69700000004,43885.651999999995,54330.424,28067.027,24945,1318.397,21207.630999999998,5794.609,65403.837999999996,553908.851,553908.851
2004-02-29T00:00:00,,370502.364,42484.417,55586.768,27864.592,25220,2502.1760000000004,20196.368000000002,5921.054,64842.543,559533.514,559533.514
2004-03-31T00:00:00,,378591.58700000006,44737.872,56840.792,26884.659,26235,3721.133,24766.224000000002,6798.952,67399.293,579134.72,579134.72
2004-04-30T00:00:00,,378638.26300000004,44702.44300000001,57983.083999999995,26596.805999999997,26235,5151.278,21637.862,6542.179,66868.575,576372.4060000001,576372.4060000001
2004-05-31T00:00:00,,379935.95000000007,40759.73100000001,59397.14000000001,26412.104,26235,6750.036,18837.435,4617.95,78662.709,582210.9150000002,582210.9150000002
2004-06-30T00:00:00,,390817.54,41644.636,61780.922,25986.547000000002,27735,8059.375,16464.343,5194.639,74761.044,590663.1240000001,590663.1240000001
2004-07-31T00:00:00,,395455.98,39409.831,62824.84799999999,25454.081000000002,27922.5,9448.267,19528.682,4817.408,68494.98499999999,590531.7339999999,590531.7339999999
2004-08-31T00:00:00,,401620.613,48710.566999999995,63485.725999999995,24620.514,27922.5,10942.712,19812.485,4611.291,70090.645,608331.3269999999,608331.3269999999
2004-09-30T00:00:00,,400644.33199999994,48100.529,64945.28999999999,24658.709,27922.5,12364.081,18661.156,8577.536,72939.69099999999,613868.5339999998,613868.5339999998
2004-10-31T00:00:00,,398190.05500000005,50023.93699999999,66905.138,25014.39,28072.5,13818.248,22376.568,6812.635,128362.28599999998,672670.6190000001,672670.6190000001
2004-11-30T00:00:00,,435467.228,45041.024999999994,68245.89899999999,25023.608,28072.5,15149.791000000001,24104.129,7722.362,76331.127,656911.77,656911.77
2004-12-31T00:00:00,,435534.782,45747.669,68811.606,24165.071999999996,28072.5,16574.034,24468.778000000002,9983.677,70835.395,655381.9070000001,655381.9070000001
2005-01-31T00:00:00,,437201.619,46243.218,65242.557,35543.658,28072.5,1626.3990000000001,19206.436,8571.811,78020.874,654486.5150000001,654486.5150000001
2005-02-28T00:00:00,,437856.809,46488.684,66917.427,34151.627,29416.25,3349.55,21870.146,6540.948,82356.848,662030.862,662030.862
2005-03-31T00:00:00,,453225.502,44279.254,69054.899,31747.517,32166.25,5141.132,27390.328,7064.182,80439.93200000002,681454.097,681454.097
2005-04-30T00:00:00,,458505.007,44405.151,71292.508,29949.586,34166.25,7176.6720000000005,22064.65,5590.902,82975.62100000001,684833.839,684833.839
2005-05-31T00:00:00,,466458.685,42895.728,73921.68699999999,30014.678,34166.25,9740.759,24484.297,9326.452,85382.416,702469.2650000001,702469.2650000001
2005-06-30T00:00:00,,470476.218,46874.23700000001,77322.969,29711.024,35475.533,12136.411999999998,18185.498000000003,7623.422,86867.012,707349.356,707349.356
2005-07-31T00:00:00,,470148.205,49067.622,79006.672,29064.363999999998,35475.533,14466.775000000001,22252.121000000003,6055.482,85517.323,712047.425,712047.425
2005-08-31T00:00:00,,470461.137,51464.66,81734.485,29310.554,35475.533,16948.398,21897.617000000002,7844.763999999999,87288.746,720691.409,720691.409
2005-09-30T00:00:00,,475818.493,57804.978,84058.26699999999,29196.966,35475.533,19385.768,17286.823000000004,7870.6,89889.174,732728.3350000002,732728.3350000002
2005-10-31T00:00:00,,473079.06799999997,59849.064,86323.301,28988.209999999995,35476.165,21858.926000000003,16819.809,5342.519,94067.723,735481.4839999999,735481.4839999999
2005-11-30T00:00:00,,482451.459,52790.323,88884.403,29119.736999999997,35476.165,24288.501,28532.834000000003,6518.931,89577.14799999999,748755.0980000001,748755.0980000001
2005-12-31T00:00:00,,489059.895,65039.725999999995,92219.69999999998,31132.255,35476.165,25611.280000000002,17081.254,5952.014,89722.85099999998,759075.44,759075.44
2006-01-31T00:00:00,,493033.46499999997,65115.368,90507.68,51935.299999999996,35476.165,3096.2149999999997,20558.224000000002,4988.786,92643.54699999999,766847.07,766847.07
2006-02-28T00:00:00,,502780.72,64603.908999999985,93385.574,47595.755000000005,38976.165,6813.654,28807.102,6830.85,92038.27899999998,788446.4340000001,788446.4340000001
2006-03-31T00:00:00,,524501.7949999999,62056.076,92780.87399999998,36188.667,46733.665,9858.542,19795.446,8823.702,89459.74799999999,797417.641,797417.641
2006-04-30T00:00:00,,525949.431,69168.066,95924.64999999998,35860.664,46733.665,13330.321,20229.296000000002,9846.778,93235.81499999999,814354.036,814354.036
2006-05-31T00:00:00,,526114.557,69028.726,98720.617,35825.61,46733.665,16161.341999999999,15686.917,8500.34,90439.40900000001,808490.5659999999,808490.5659999999
2006-06-30T00:00:00,,535290.491,58251.72,100816.86700000001,34600.054000000004,47108.665,19108.147999999997,21570.897,8794.362000000001,89787.944,814512.281,814512.281
2006-07-31T00:00:00,,536168.828,56191.820999999996,101862.142,32967.323000000004,47108.666,21786.153000000002,25427.358,6587.119,86980.484,813217.752,813217.752
2006-08-31T00:00:00,,551021.883,53784.00200000001,104945.372,33265.416000000005,47108.665,24571.290999999997,27833.972999999998,4206.775,83605.705,825397.71,825397.71
