,,,,,,,,,,,,
القائمة الرئيسية   Main List,,,,,,,,,,,قائمة الإحصاءات النقدية والمالية       Money & Banking Stat. List,
,,,,,,,,,,,,
Table 10b: Consolidated Balance Sheet of Commercial Banks - Liabilities *,,,,,,,,,,,جدول 10b:  المركز المالي  الموحـــــــد  للمـــــصـــــــارف الـتـجـــــاريـــة - الـمـطــلــوبـــــــات *,
(Million ﷼),,,,,,,,,,,(مليون ﷼),
نهاية الفترة,,مجموع,المطـلوبات,Capital Accounts            حســاب رأس المــال,,,,مطلوبات ,**اتفاقيات ,مطـلوبـات,إجمالي,
,,الودائع,الأجنبية,المجموع,الإحتياطيات,رأس المال,***(أرباح الفترة (تراكمي,ما بين المصارف,إعادة الشراء,أخــرى,المطـلوبات,
End of Period,,Total,Foreign,,,,Period Profits,Inter Bank,Repos**,Other,Total,
,,Deposits,Liabilities,Total,Reserves,Capital ,(Cumulative)***,Liabilities,,Liabilities,Liabilities,
2020-08-31T00:00:00,,1865904.661356722,150096.16588134997,404074.927032794,176551.5219159,204307.764,23215.641116894,34556.305795378,1055.065,397039.978152376,2852727.1032186206,
2020-09-30T00:00:00,,1881081.9899063802,164456.75442977602,403542.61748023,171621.79333878,204307.764,27613.060141449998,32791.340094033,459.966,397363.84959882,2879696.5175092393,
2020-10-31T00:00:00,,1899811.458687531,163077.116975185,408178.27924511,171489.49933877998,204307.764,32381.01590633,34606.764294995,867.987,415226.88543521106,2921768.491638032,
2020-11-30T00:00:00,,1934044.44572144,173821.09967561,413494.86298076,172691.59633878,204307.764,36495.50264198,32782.094,847.333,412740.00349823,2967729.8388760407,
2020-12-31T00:00:00,,1942983.506445473,182066.02250321797,415799.345200877,172790.983090017,204307.764,38700.598110859995,28378.133721956998,1250.672,409147.5744296609,2979625.254301187,
2021-01-31T00:00:00,,1921685.837449711,174142.959260498,424133.23469382,214679.23894499,204307.764,5146.23174883,29253.377283627,920.314,417419.569214615,2967555.291902271,
2021-02-28T00:00:00,,1956940.642095589,168954.566243331,425774.14945882,213213.39094499,204307.764,8252.994513829999,26573.949316984,913.615,428807.80553053005,3007964.7276452538,
2021-03-31T00:00:00,,1980334.9784982991,174390.983738502,421835.704452759,205255.76119318,204307.764,12272.179259579,30114.959268291,832.853,427629.07548023504,3035138.5544380858,
2021-04-30T00:00:00,,1993974.4880252099,174289.39763116,421806.49155587004,206063.57641317998,199087.764,16655.15114269,59193.261,140.221,433638.46156788,3083042.32078012,
2021-05-31T00:00:00,,2001228.62038942,176750.50935615998,425917.06957295,205423.25019318,199087.764,21406.05537977,47437.329,66.9,417696.3748692201,3069096.80318775,
2021-06-30T00:00:00,,2030138.51324125,189546.96076072002,423250.84191753,199089.78129097997,199087.764,25073.29662655,51440.4,67.328,419749.53903428,3114193.5829537804,
2021-07-31T00:00:00,,2039632.5497762898,189233.50361913998,425625.4660688081,197700.8136554094,199087.764,28836.8884133987,36777.496,9.516,427466.24175894004,3118744.773223178,
2021-08-31T00:00:00,,2032394.76871219,186956.77811637,430439.56336583,197103.77229097998,199087.764,34248.02707485,29949.096,8.498,436893.79660612,3116642.5008005104,
2021-09-30T00:00:00,,2057983.9397836241,185425.38412522,434988.40395554993,195721.46903145,199087.764,40179.1709241,41746.875924037,9.745,431087.440811533,3151241.7895999644,
2021-10-31T00:00:00,,2069585.0941100302,189222.14401569997,466090.99685441994,222215.99503145,199087.764,44787.237822970004,39309.636999999995,10.092,429087.32516623,3193305.2891463805,
2021-11-30T00:00:00,,2071377.1545002498,201053.07727939,467667.54048883996,219818.14633866,199087.764,48761.63015018,59221.785,9.974,435956.72285210004,3235286.25412058,
2021-12-31T00:00:00,,2104453.9135196,225726.74116967001,473399.77316566,220436.84903145,199087.764,53875.16013421,47296.073,13.327,426956.23416194995,3277846.0620168797,
2022-01-31T00:00:00,,2091876.52138752,189264.76542848998,476389.48109151004,271895.75889566005,199087.764,5405.958195849999,46704.753000000004,14.003,430473.45714208,3234722.9810496005,
2022-02-28T00:00:00,,2127624.5522053298,195970.58156824,480574.22798345,268757.33416566,201587.764,10229.129817789999,55944.677,14.546,438811.6478903599,3298940.2326473803,
2022-03-31T00:00:00,,2166619.3750590496,211559.23783651,484591.07462086005,266747.47616566,201587.764,16255.8344552,60898.559,16.121,446675.11178457,3370359.47930099,
2022-04-30T00:00:00,,2181943.46104466,218778.84189766002,477528.70086422004,251598.16016566,204087.764,21842.77669856,55308.568999999996,20.261,455194.00531446,3388773.839121,
2022-05-31T00:00:00,,2178389.6270553498,232070.94190164,481101.51493055007,234633.04716565998,219087.764,27380.70376489,58891.57785,27.618,461518.82851878996,3412000.1082563302,
2022-06-30T00:00:00,,2232569.36688754,249529.63477201,481125.10548453004,229046.52416566,219087.764,32990.81731887,40290.147,37.006,525544.7474145701,3529096.00755865,
2022-07-31T00:00:00,,2229041.1471389197,225089.61601538997,481809.49346119,223924.81116565998,219087.764,38796.91829553,58268.06071,53.14,534407.77468749,3528669.23201299,
2022-08-31T00:00:00,,2241462.2318572197,211864.85370413997,484471.74427264003,219810.23316566,219275.292,45386.21910698,76355.24541,67.51,546876.98811537,3561098.5733593698,
2022-09-30T00:00:00,,2266386.95490016,224864.03860626,487540.90932858,217041.25679066,219275.264,51224.38853792,85996.195349,73.112,500287.75291439996,3565148.9630984,
2022-10-31T00:00:00,,2272144.45115727,218787.76205507002,495306.02997566,218726.82916566,219275.292,57303.90881,101459.650789,70.558,522054.97716286,3609823.42913986,
2022-11-30T00:00:00,,2288850.84763028,212959.08113832003,502204.91870115,219821.54736066,219275.292,63108.079340489996,91731.34994799999,2262.792,534225.51921275,3632234.5086305006,
2022-12-31T00:00:00,,2295406.310874,202529.814525,507000.08164900006,218452.645709,219275.292,69272.14394,92691.57494199998,2885.029,520436.416754,3620949.227744,
2023-01-31T00:00:00,,2274286.33913529,204222.18972059997,511659.06418546004,285975.39784209,219275.292,6408.37434337,98942.0321387105,1022.584,526545.1988153401,3616677.4079954005,
2023-02-28T00:00:00,,2301972.91831542,209432.83855282998,515033.98974075,284166.83313409,219275.292,11591.86460666001,106526.4745227298,1085.036,533163.1189173298,3667214.3760490594,
2023-03-31T00:00:00,,2400766.77162768,204422.21687171995,514762.53133314,276469.38886308996,219275.292,19017.850470049998,100769.29109900001,1028.404,525144.15398225,3746893.3689137897,
2023-04-30T00:00:00,,2408411.9270770997,190881.25287635,521151.5240149499,277079.78437109,219275.292,24796.44764386,105842.051756,1016.45,527659.5976744499,3754962.8033988494,
2023-05-31T00:00:00,,2391071.2830873397,214061.46772560998,517442.41019166,251825.86631509,234495.292,31121.25187657,108566.52303499998,1031.322,533104.7142926998,3765277.7203323087,
2023-06-30T00:00:00,,2439715.0063351505,240193.96488543996,521943.27670353994,249342.99592083998,234495.292,38104.988782700006,95657.650576,1054.261,529940.91857575,3828505.0780758797,
2023-07-31T00:00:00,,2448385.247043573,244128.363977915,519632.30221481103,240658.95307484,234495.292,44478.057139971,95329.29005150001,1482.105,531577.994587205,3840535.3028750042,
2023-08-31T00:00:00,,2465600.446773085,248134.623027608,515713.4385441545,230115.46519193152,234495.292,51102.68135222297,106008.818752823,1310.38,533455.4131358332,3870223.1202335036,
2023-09-30T00:00:00,,2455348.19496525,259345.21068581002,518240.26394399424,225498.6762416815,234495.292,58246.29570231276,109392.023967,2678.472,556379.2934097935,3901383.4589718482,
2023-10-31T00:00:00,,2480649.8118178006,255396.84461200002,519967.65895681,221000.05188999997,234495.292,64472.31506681,100179.96570394,3464.018,555681.4137010999,3915339.71279165,
2023-11-30T00:00:00,,2460282.2730639,275378.43222969,531095.119617766,226011.85480493153,234495.292,70587.97281283446,118928.16138966999,2246.65,568065.7745499955,3955996.4108510213,
2023-12-31T00:00:00,,2473458.34533119,274703.45267190004,540967.5609799807,229075.29731218,234495.292,77396.9716678006,102311.33551,2549.254,563034.5007623982,3957024.449255469,
2024-01-31T00:00:00,,2508650.09985159,275443.37398258003,542168.2832580054,300653.81398998055,234495.292,7019.1772680246495,117321.53062200002,2366.79,565036.0778177911,4010986.1555319666,
2024-02-29T00:00:00,,2538216.6882677,288222.50385437,546394.4781838903,298084.82730198064,234495.292,13814.35888190965,94991.562809,30286.790416,551650.9447386665,4049762.9682696266,
2024-03-31T00:00:00,,2596254.7109608697,305999.27023728,546750.5765127456,291510.3186223306,234495.292,20744.965890414867,79117.586916,31414.741207999996,551424.8717397569,4110961.7575746523,
2024-04-30T00:00:00,,2565033.0366466697,308728.9478385025,548645.4383539525,277156.17483146844,244045.292,27443.971522484073,97449.269472,33248.724834,546378.6283823976,4099484.0455275225,
2024-05-31T00:00:00,,2595258.56109513,337114.44164417,546271.5292962434,259949.84514546525,251545.292,34776.39215077806,96635.78528200001,33653.036663,559694.7971459544,4168628.1511264984,
2024-06-30T00:00:00,,2669518.85749639,334341.73292790004,554773.389851589,260714.90616246528,251545.292,42513.191689123676,94127.199329,9222.019439,558868.6474104226,4220851.846454302,
2024-07-31T00:00:00,,2644593.78063144,359620.70284958,566191.6904257766,264427.08259746525,251545.292,50219.31582831129,91173.156,19161.23,556364.5092005134,4237105.06910731,
2024-08-31T00:00:00,,2680243.54892582,373283.8281651887,558372.2631981842,249060.84059746526,251545.292,57766.130600718985,105041.023,19114.264,579056.701063592,4315111.6283527855,
2024-09-30T00:00:00,,2718879.79494252,382384.32991539995,566197.494096284,249070.55859746525,251545.291,65581.64449881871,121675.578,18844.566,569301.9491131525,4377283.712067356,
2024-10-31T00:00:00,,2709098.1990739,370213.45869007,570534.6348630914,245708.25259746524,251545.292,73281.09026562613,110033.55200000001,23278.216,583698.0019753287,4366856.062602391,
2024-11-30T00:00:00,,2719008.71062372,408296.09584077,583247.2713010266,251426.19759746525,251545.264,80275.80970356126,129542.34599999999,23263.885,602223.9707702554,4465582.279535771,
2024-12-31T00:00:00,,2692384.1230183803,410840.1064635375,589069.1917302149,235480.23059746524,264491.692,89097.26913274958,135428.50999999998,40751.275,625677.4897653677,4494150.6959775,
2025-01-31T00:00:00,,2732425.92766142,403107.3079328476,598955.0036819754,326319.90585207485,264491.692,8143.40582990047,158194.153,37077.282,644943.9422148883,4574703.6164911315,
2025-02-28T00:00:00,,2795778.21611512,444201.9538574525,601390.0829914451,320503.13985094737,264491.692,16395.25114049768,122584.75,49063.006,639292.2806161679,4652310.289580185,
2025-03-31T00:00:00,,2804337.16777917,487064.04535244,607736.3241442535,318037.43925252423,264491.692,25207.19289172918,119474.85,50791.972,637854.0867812058,4707258.446057069,
2025-04-30T00:00:00,,2808253.32169382,486497.0477550813,604819.0385727566,302290.6506505177,269554.692,32973.69592223876,122009.99799999999,43138.413,652731.8588958625,4717449.6779175205,
2025-05-31T00:00:00,,2844903.1221277798,521832.1206132299,607098.6750657966,296415.9000752746,269554.692,41128.08299052205,128448.478,56830.04,647630.0965382049,4806742.532345011,
2025-06-30T00:00:00,,2875705.6424599304,533443.4492144401,615169.721847827,294618.1800759146,269554.692,50996.84977191232,128447.385,50492.055,610827.75099118,4814086.004513378,
2025-07-31T00:00:00,,2867420.7741955076,552276.5150837901,615910.8474748302,287115.51029270067,269554.692,59240.645182129585,130633.448,47674.839,621067.3784507948,4834983.802204923,
2025-08-31T00:00:00,,2912412.154018092,563334.9014375601,616882.0819161056,279410.44229270064,269554.692,67916.94762340508,129794.83,52740.515,644441.6318674244,4919606.114239181,
2025-09-30T00:00:00,,2935011.1007092474,578006.7257297965,624039.1625527856,277255.7291015911,269554.692,77228.74145119438,113480.18400000001,32721.82,644049.935179017,4927308.928170847,
2025-10-31T00:00:00,,2897795.9982446698,588012.7174253996,630949.6214868587,275929.49588480114,269554.692,85465.43360205756,120704.136,44780.297,661150.0892502789,4943392.859407208,
2025-11-30T00:00:00,,2899153.669330207,614126.0244572805,637628.4705530074,274358.0292541414,269554.692,93715.74929886608,127654.07900000001,34341.165,648340.7844995438,4961244.192840039,
2025-12-31T00:00:00,,2925812.2141662017,622809.1252733461,645878.9556521557,272960.05107527,269554.692,103364.21257688565,118082.93699999999,40318.169,605203.7179147222,4958105.119006426,
2026-01-31T00:00:00,,2972881.458231564,648794.140485051,654380.3464558967,376293.17778689764,269554.692,8532.47666899915,107712.50899999999,26357.076,611016.1937300168,5021141.72390253,
2026-02-28T00:00:00,,3041295.2712721047,661895.6052707105,665130.6182286924,378787.37778689765,269554.692,16788.548441794766,111370.76999999999,40669.15,549548.8712514772,5069910.286022984,
,,,,,,,,,,,,
*     Excluding banks’ overseas branches.,,,,,,,,,,,*      لاتشمل فروع المصارف في الخارج.,
**   Banks Repo transactions with private sector.,,,,,,,,,,,**  عمليات إعادة الشراء ( الريبو) التي نفذتها المصارف التجارية مع القطاع الخاص.,
*** Profits before zakat and taxes,,,,,,,,,,,***   الأرباح قبل الزكاة والضرائب.,
