,,,,
القائمة الرئيسية   Main List,,,,قائمة الإحصاءات النقدية والمالية       Money & Banking Stat. List
1995-07-31T00:00:00,,48218.684499999996,2906.121,45312.5635
1995-08-31T00:00:00,,45783.068998999996,2659.661,43123.407998999995
1995-09-30T00:00:00,,45525.725,2809.892,42715.833
1995-10-31T00:00:00,,45205.21000000001,2590.308,42614.90200000001
1995-11-30T00:00:00,,45293.679000000004,2516.696,42776.98300000001
1995-12-31T00:00:00,,45551.087999999996,2463.885,43087.202999999994
1996-01-31T00:00:00,,46830.423,2592.967,44237.456000000006
1996-02-29T00:00:00,,48147.1474,2968.385,45178.7624
1996-03-31T00:00:00,,47494.7,2486.502,45008.198
1996-04-30T00:00:00,,50715.446619,3248.934,47466.512619
1996-05-31T00:00:00,,47496.78058,2371.877,45124.90358
1996-06-30T00:00:00,,47453.969999999994,2468.604,44985.365999999995
1996-07-31T00:00:00,,45851.866132999996,2428.418,43423.448133
1996-08-31T00:00:00,,44776.591307999995,2485.608,42290.983307999995
1996-09-30T00:00:00,,43696.824895399994,2348.012,41348.81289539999
1996-10-31T00:00:00,,43345.625934,2126.902,41218.723934
1996-11-30T00:00:00,,43825.490702,2315.481,41510.009702
1996-12-31T00:00:00,,45171.225999999995,2133.591,43037.634999999995
1997-01-31T00:00:00,,50429.12,3294.159,47134.961
1997-02-28T00:00:00,,46283.53,2520.306,43763.224
1997-03-31T00:00:00,,48436.59,2961.02,45475.57
1997-04-30T00:00:00,,47896.73,2910.825,44985.905
1997-05-31T00:00:00,,49650.41,3389.407,46261.003
1997-06-30T00:00:00,,50322.137,2954.533,47367.604
1997-07-31T00:00:00,,49021.289,3063.822,45957.467
1997-08-31T00:00:00,,47895.17,2980.597,44914.573
1997-09-30T00:00:00,,47372.337,2806.494,44565.843
1997-10-31T00:00:00,,47522.018,2907.682,44614.336
1997-11-30T00:00:00,,47652.757,3051.558,44601.199
1997-12-31T00:00:00,,48738.76,2915.557,45823.203
1998-01-31T00:00:00,,52134.063,3313.565,48820.498
1998-02-28T00:00:00,,50449.491,3039.042,47410.449
1998-03-31T00:00:00,,52202.86,3318.064,48884.796
1998-04-30T00:00:00,,50638.17,2851.381,47786.789
1998-05-31T00:00:00,,50269.456,3097.717,47171.739
1998-06-30T00:00:00,,50016.814,3012.16,47004.654
1998-07-31T00:00:00,,47921.696,2789.378,45132.318
1998-08-31T00:00:00,,46450.223,2647.887,43802.336
1998-09-30T00:00:00,,45740.203,2529.997,43210.206
1998-10-31T00:00:00,,45843.582,2750.744,43092.838
1998-11-30T00:00:00,,45776.393,2555.75,43220.643
1998-12-31T00:00:00,,47676.283,2657.234,45019.049
1999-01-31T00:00:00,,48406.865,3107.687,45299.178
1999-02-28T00:00:00,,48284.488,2937.382,45347.106
1999-03-31T00:00:00,,51853.32,4610.477,47242.843
1999-04-30T00:00:00,,47998.76,2630.669,45368.091
1999-05-31T00:00:00,,47843.222,2581.146,45262.076
1999-06-30T00:00:00,,47148.464,2704.695,44443.769
1999-07-31T00:00:00,,45901.387,2911.782,42989.605
1999-08-31T00:00:00,,44680.261,2581.095,42099.166
1999-09-30T00:00:00,,44164.54,2417.849,41746.691
1999-10-31T00:00:00,,46238.211,2917.052,43321.159
1999-11-30T00:00:00,,46678.24,2895.605,43782.635
1999-12-31T00:00:00,,60527.944,5467.659,55060.285
2000-01-31T00:00:00,,51746.964,4104.129,47642.835
2000-02-29T00:00:00,,51562.183000000005,3638.014,47924.169
2000-03-31T00:00:00,,51821.91,4131.558,47690.352000000006
2000-04-30T00:00:00,,51160.851,3879.367,47281.484000000004
2000-05-31T00:00:00,,53185,3763.158,49421.842
2000-06-30T00:00:00,,52101.816,3803.231,48298.585
2000-07-31T00:00:00,,50690.17,3818.315,46871.854999999996
2000-08-31T00:00:00,,49681.52,3600.408,46081.112
2000-09-30T00:00:00,,49546.46,3420.591,46125.869000000006
2000-10-31T00:00:00,,49674.54,3234.764,46439.776
2000-11-30T00:00:00,,50995.76,3684.248,47311.512
2000-12-31T00:00:00,,56990.46,5971.003,51019.457
2001-01-31T00:00:00,,52631.14,3541.764,49089.376
2001-02-28T00:00:00,,56938.45,5186.203,51752.246999999996
2001-03-31T00:00:00,,53802.23,3706.646,50095.584
2001-04-30T00:00:00,,53423.12,3368.862,50054.257999999994
2001-05-31T00:00:00,,53431.06,3058.15,50372.91
2001-06-30T00:00:00,,53016.2,3744.161,49272.039
2001-07-31T00:00:00,,50847.84,3291.618,47556.222
2001-08-31T00:00:00,,49896.969000000005,3119.226,46777.743
2001-09-30T00:00:00,,49769.45,3240.852,46528.598
2001-10-31T00:00:00,,50190.69,3202.192,46988.498
2001-11-30T00:00:00,,52123.15,3621.794,48501.356
2001-12-31T00:00:00,,52656.63,3453.207,49203.422999999995
2002-01-31T00:00:00,,52684.78,3153.192,49531.587999999996
2002-02-28T00:00:00,,55726.97,4579.685,51147.285
2002-03-31T00:00:00,,52281.2,3127.047,49154.153000000006
2002-04-30T00:00:00,,52590.28,2967.398,49622.882
2002-05-31T00:00:00,,53085.27,2894.03,50191.24
2002-06-30T00:00:00,,52943.88,3686.427,49257.453
2002-07-31T00:00:00,,52569.75,4350.451,48219.299
2002-08-31T00:00:00,,50937.55,3857.673,47079.877
2002-09-30T00:00:00,,51430.78,4433.919,46996.861
2002-10-31T00:00:00,,54090.02,5021.175,49068.844999999994
2002-11-30T00:00:00,,59820.11,5784.276,54035.834
2002-12-31T00:00:00,,57220.77,4891.561,52329.208999999995
2003-01-31T00:00:00,,58618.77,4590.123,54028.647
2003-02-28T00:00:00,,59016.33,4735.25,54281.08
2003-03-31T00:00:00,,60134.21,4589.811,55544.399000000005
2003-04-30T00:00:00,,60018.26,4617.695,55400.565
2003-05-31T00:00:00,,60047.68,4682.498,55365.182
2003-06-30T00:00:00,,59138.98,4249.461,54889.519
2003-07-31T00:00:00,,57721.207,4276.335,53444.872
2003-08-31T00:00:00,,56117.63,4127.339,51990.291
2003-09-30T00:00:00,,56336.19,4103.033,52233.157
2003-10-31T00:00:00,,57985.13,4230.6,53754.53
2003-11-30T00:00:00,,63821.26,7083.741,56737.519
2003-12-31T00:00:00,,59701.91,4257.252,55444.657999999996
2004-01-31T00:00:00,,66648.46,7601.511,59046.94900000001
2004-02-29T00:00:00,,60921.11,4246.726,56674.384
2004-03-31T00:00:00,,60719.34,4017.858,56701.482
2004-04-30T00:00:00,,61232.81,3899.406,57333.404
2004-05-31T00:00:00,,61148.03,4128.799,57019.231
2004-06-30T00:00:00,,61781.17,4708.516,57072.653999999995
2004-07-31T00:00:00,,60584.65,4714.929,55869.721000000005
2004-08-31T00:00:00,,59191.39,4354.113,54837.277
2004-09-30T00:00:00,,60130.76,4092.484,56038.276000000005
2004-10-31T00:00:00,,64797.27,5900.551,58896.719000000005
2004-11-30T00:00:00,,65306.22,5184.299,60121.921
2004-12-31T00:00:00,,64607.15,4474.007,60133.143000000004
2005-01-31T00:00:00,,67773.8,7139.569,60634.231
2005-02-28T00:00:00,,63558.4,5170.158,58388.24199999999
2005-03-31T00:00:00,,64067.4,5323.527,58743.87299999999
2005-04-30T00:00:00,,64039.77,5318.174,58721.596
2005-05-31T00:00:00,,66157.8,6958.535,59199.265
2005-06-30T00:00:00,,67544.94,7388.543,60156.39699999999
2005-07-31T00:00:00,,66614.07,7291.55,59322.52
2005-08-31T00:00:00,,65974.16,7247.623,58726.537000000004
2005-09-30T00:00:00,,65499.56,5907.83,59591.73
2005-10-31T00:00:00,,77813.4,11509.276,66304.124
2005-11-30T00:00:00,,70354.81,7321.083,63033.727
2005-12-31T00:00:00,,71489,7200.962,64288.038
2006-01-31T00:00:00,,69574.73999999999,7268.029,62306.71099999999
2006-02-28T00:00:00,,69123.6,7931.275,61192.325000000004
2006-03-31T00:00:00,,67777.93000000001,6746.034,61031.89600000001
2006-04-30T00:00:00,,68855.21,7033.068,61822.14200000001
2006-05-31T00:00:00,,69749.644,7144.109,62605.535
2006-06-30T00:00:00,,70315.12,6803.069,63512.05099999999
2006-07-31T00:00:00,,67934.39,7016.388,60918.002
2006-08-31T00:00:00,,67611.07,7037.902,60573.168000000005
2006-09-30T00:00:00,,70367.39000000001,8295.648,62071.74200000001
2006-10-31T00:00:00,,75318.98999999999,9501.376,65817.61399999999
2006-11-30T00:00:00,,71572.41,7235.521,64336.889
2006-12-31T00:00:00,,81542.12,12218.019,69324.101
2007-01-31T00:00:00,,72964.76000000001,7654.916,65309.84400000001
2007-02-28T00:00:00,,73068.28,7836.599,65231.681
2007-03-31T00:00:00,,73295.12000000001,8227.206,65067.91400000001
2007-04-30T00:00:00,,73223.3,7564.518,65658.782
2007-05-31T00:00:00,,73925.39,8067.294,65858.096
2007-06-30T00:00:00,,75151.95999999999,8141.52,67010.43999999999
2007-07-31T00:00:00,,74897.56,8649.636,66247.924
2007-08-31T00:00:00,,73547.47,7948.264,65599.206
2007-09-30T00:00:00,,79528.81,10425.239,69103.571
2007-10-31T00:00:00,,79954.11,9879.876,70074.234
2007-11-30T00:00:00,,79626.72,8755.509,70871.211
2007-12-31T00:00:00,,82210.94,10019.267,72191.67300000001
2008-01-31T00:00:00,,80732.72,9306.827,71425.893
2008-02-29T00:00:00,,79310.51,8506.899,70803.61099999999
2008-03-31T00:00:00,,82501.37,10103.029,72398.341
2008-04-30T00:00:00,,83292.5,11858.673,71433.827
2008-05-31T00:00:00,,84961.12000000001,10527.474,74433.64600000001
2008-06-30T00:00:00,,88686.87700000001,11089.565,77597.312
2008-07-31T00:00:00,,89190.93,10613.325,78577.605
2008-08-31T00:00:00,,88483.22,11613.589,76869.631
2008-09-30T00:00:00,,100522.12,16196.105,84326.015
2008-10-31T00:00:00,,91905.19,10039.228,81865.962
2008-11-30T00:00:00,,95271.56,11858.38,83413.18
2008-12-31T00:00:00,,94013.18999999999,11006.798,83006.39199999999
2009-01-31T00:00:00,,94185.15,11267.556,82917.594
2009-02-28T00:00:00,,94776.65000000001,10967.633,83809.017
2009-03-31T00:00:00,,93487.25,10626.866,82860.384
2009-04-30T00:00:00,,93757.15,10509.115,83248.03499999999
2009-05-31T00:00:00,,94839.21,10381.945,84457.26500000001
2009-06-30T00:00:00,,95748.14,10289.401,85458.739
2009-07-31T00:00:00,,95973.34,10450.259,85523.08099999999
2009-08-31T00:00:00,,96836.12,11286.029,85550.091
2009-09-30T00:00:00,,101994.76000000001,13425.952,88568.808
2009-10-31T00:00:00,,99403.14,11343.834,88059.306
2009-11-30T00:00:00,,110996.55,17691.464,93305.08600000001
2009-12-31T00:00:00,,99251.62,10856.269,88395.351
2010-01-31T00:00:00,,98975.8520291,10620.788,88355.0640291
2010-02-28T00:00:00,,99786.57176959,11187.357,88599.21476958999
2010-03-31T00:00:00,,101087.05305877999,11264.623,89822.43005877998
2010-04-30T00:00:00,,101751.36190965,10665.096,91086.26590965
2010-05-31T00:00:00,,101349.7986772,10735.865,90613.9336772
2010-06-30T00:00:00,,104108.06534878,11685.507,92422.55834878
2010-07-31T00:00:00,,104307.4526847,12403.348,91904.1046847
2010-08-31T00:00:00,,113347.24853572999,15787.882,97559.36653572999
2010-09-30T00:00:00,,109162.06355183,13696.426,95465.63755183
2010-10-31T00:00:00,,110426.62147071,14788.533,95638.08847071
2010-11-30T00:00:00,,112900.9225218,16521.832,96379.09052180001
2010-12-31T00:00:00,,110969.38268499,15449.535,95519.84768499
2011-01-31T00:00:00,,113520.05824187,14420.104,99099.95424187
2011-02-28T00:00:00,,114242.07203918,14488.181,99753.89103918
2011-03-31T00:00:00,,121528.98905395,15300.908,106228.08105395001
2011-04-30T00:00:00,,129642.5229584,16674.545,112967.9779584
2011-05-31T00:00:00,,130857.87734761999,16161.353,114696.52434761998
2011-06-30T00:00:00,,133182.65277308002,16332.675,116849.97777308001
2011-07-31T00:00:00,,134926.12888398,17962.699,116963.42988398002
2011-08-31T00:00:00,,149268.43617028,19861.392,129407.04417028002
2011-09-30T00:00:00,,136913.99373214,16208.894,120705.09973213999
2011-10-31T00:00:00,,147597.31528307,24650.112,122947.20328307
2011-11-30T00:00:00,,137873.87061890002,18245.933,119627.93761890002
2011-12-31T00:00:00,,139846.05340616,19944.527,119901.52640616
2012-01-31T00:00:00,,139180.35456769,18210.847,120969.50756768999
2012-02-29T00:00:00,,140089.98977083,17998.293,122091.69677082999
2012-03-31T00:00:00,,140758.68251341,18065.818,122692.86451341
2012-04-30T00:00:00,,140846.44882632,17641.583,123204.86582632
2012-05-31T00:00:00,,142259.02301618998,17383.435,124875.58801618998
2012-06-30T00:00:00,,145731.07944218,20125.321,125605.75844218
2012-07-31T00:00:00,,148334.30749745,20701.017,127633.29049745001
2012-08-31T00:00:00,,155459.22420415,21791.526,133667.69820415
2012-09-30T00:00:00,,149801.40003666,19658.181,130143.21903666
2012-10-31T00:00:00,,165061.09552285998,27107.761,137953.33452285998
2012-11-30T00:00:00,,151052.29002932002,18675.514,132376.77602932003
2012-12-31T00:00:00,,152811.91728840998,19691.189,133120.72828841
2013-01-31T00:00:00,,154358.12292574,20234.008,134124.11492574
2013-02-28T00:00:00,,154777.40092669,19184.952,135592.44892669
2013-03-31T00:00:00,,156321.35102887,21015.616,135305.73502887
2013-04-30T00:00:00,,156521.43777633,21033.791,135487.64677633002
2013-05-31T00:00:00,,157988.82958389,19252.911,138735.91858389002
2013-06-30T00:00:00,,161366.73646035,22523.824,138842.91246035
2013-07-31T00:00:00,,173354.40488792,27206.28,146148.12488792
2013-08-31T00:00:00,,164808.53481425002,23283.524,141525.01081425
2013-09-30T00:00:00,,163966.97207018,24923.766,139043.20607018
2013-10-31T00:00:00,,168472.18589860998,24248.337,144223.84889860998
2013-11-30T00:00:00,,165049.29670689002,20934.832,144114.46470689002
2013-12-31T00:00:00,,166388.07417765,23248.037,143140.03717765
2014-01-31T00:00:00,,168352.68475886,22900.874,145451.81075886
2014-02-28T00:00:00,,169561.54368985002,23391.576,146169.96768985002
2014-03-31T00:00:00,,171540.29054123,24883.577,146656.71354123
2014-04-30T00:00:00,,172874.91712911002,23860.12,149014.79712911003
2014-05-31T00:00:00,,174684.31268103,22593.763,152090.54968102998
2014-06-30T00:00:00,,178552.08554171,27057.609,151494.47654171
2014-07-31T00:00:00,,197384.67856399002,30757.79,166626.88856399
2014-08-31T00:00:00,,181434.44652243998,25906.971,155527.47552243999
2014-09-30T00:00:00,,190634.62083291,32600.768,158033.85283291
2014-10-31T00:00:00,,181517.51243478,26657.877,154859.63543477998
2014-11-30T00:00:00,,180278.16532142,27455.274,152822.89132142
2014-12-31T00:00:00,,180892.09211176,27141.949,153750.14311176
2015-01-31T00:00:00,,182605.37367228002,25712.626,156892.74767228003
2015-02-28T00:00:00,,195810.15754097002,26678.95,169131.20754097
2015-03-31T00:00:00,,193987.54975913,27398.172,166589.37775913
2015-04-30T00:00:00,,196753.00003087003,27313.163,169439.83703087003
2015-05-31T00:00:00,,200481.11926462,28083.595,172397.52426462
2015-06-30T00:00:00,,205907.97269360002,31891.409,174016.5636936
2015-07-31T00:00:00,,213547.55502313,34494.656,179052.89902313
2015-08-31T00:00:00,,202771.70261613,30590.877,172180.82561613
2015-09-30T00:00:00,,212283.27031435,37137.404,175145.86631435
2015-10-31T00:00:00,,199606.07339156,28758.039,170848.03439156
2015-11-30T00:00:00,,197424.97275815,29310.347,168114.62575814998
2015-12-31T00:00:00,,197912.09247888,29420.302,168491.79047888
2016-01-31T00:00:00,,196117.01232426,28752.544,167364.46832426
2016-02-28T00:00:00,,196650.60294887002,28826.39790791,167824.20504096002
2016-03-31T00:00:00,,199746.79123285,30513.258229249997,169233.5330036
2016-04-30T00:00:00,,199194.96326723002,28278.79376622,170916.16950101004
2016-05-31T00:00:00,,203757.94495543,31528.115006239997,172229.82994919
2016-06-30T00:00:00,,224538.17581627,42736.51633767,181801.6594786
2016-07-31T00:00:00,,207764.43304348,32890.693095509996,174873.73994797003
2016-08-31T00:00:00,,206664.78649216,32951.59315262,173713.19333953998
2016-09-30T00:00:00,,207661.16759418,34193.09019855,173468.07739563
2016-10-31T00:00:00,,201602.16599215,32334.49038165,169267.67561049998
2016-11-30T00:00:00,,200240.82915467,30541.19679651,169699.63235816002
2016-12-31T00:00:00,,199989.45820095,29666.38936651,170323.06883444
2017-01-31T00:00:00,,200502.5115619,31243.131166749998,169259.38039515
2017-02-28T00:00:00,,198212.63287026,30615.43167359,167597.20119666998
2017-03-31T00:00:00,,199653.96949416999,29890.99989309,169762.96960108
2017-04-30T00:00:00,,199869.88202954,30912.786622699998,168957.09540684
2017-05-31T00:00:00,,203462.11132269,32886.53977501,170575.57154768
2017-06-30T00:00:00,,223393.6785406,39117.479568920004,184276.19897168
2017-07-31T00:00:00,,205013.61067909,33458.196173590004,171555.4145055
2017-08-31T00:00:00,,213942.24366588,38582.93775239,175359.30591349
2017-09-30T00:00:00,,203306.51374805998,32696.98594111,170609.52780694998
