,,,,,,,
القائمة الرئيسية   Main List,,,,,,,قائمة الإحصاءات النقدية والمالية       Money & Banking Stat. List
,,,,,,,
Table 26a: Bank Clearings,,,,,,,جدول 26a:  المقاصة المصرفية
,,,,,,,
,,(شيكات أفراد وشركات ),,,(شيكات بين المصارف ),,
الفترة,, (Commercial and Personal Cheques),,, (Inter Bank Cheques),,
,,عدد الشيكات, القيمة ,متوسط قيمة الشيك,عدد الشيكات, القيمة ,متوسط قيمة الشيك
Period,,No. of Cheques,Total Value,Average Value ,No. of Cheques,Total Value,Average Value 
,,(Thousands    آلاف ),(Million SAR   مليون ريال),per Cheque,(Thousands    آلاف ),(Million SAR   مليون ريال),per Cheque
1990,,1888.464,228369,120928.43707902296,---,---,---
Q1,1996,1455.1889999999999,71494.7,49130.86891118611,414.841,695060.5,1675486.5116996632
Q2,1996,1568.2,80073,51060.4514730264,459.2,765778.2,1667635.4529616723
Q3,1996,1498.0900000000001,77694.8,51862.57167459899,431.289,740884.1,1717836.7637477422
Q4,1996,2237.77,121689.16999999998,54379.659214307096,588.97,1049059.01,1781175.6286398289
Q1,1997,1540.1,92242.77,59894.013375754825,402.6,470552.69999999995,1168784.649776453
Q2,1997,1652.5,87959,53227.83661119516,420.09999999999997,354458.6,843748.1552011425
Q3,1997,1718.193,77707.283,45226.16667626978,374.6,50735.399999999994,135438.86812600103
Q4,1997,1717,86294.6,50258.94001164823,377.4,28399.2,75249.6025437202
Q1,1998,1568.1999999999998,80763.7,51500.89274327255,446.79999999999995,35201.9,78786.70546105641
Q2,1998,1673.1399999999999,80850,48322.31612417371,366.28,27188,74227.36704160752
Q3,1998,1610.9300000000003,75583,46918.86053397726,356.31,22949.52,64408.857455586425
Q4,1998,1778.85,80163,45064.50796863143,368.73,25616,69470.886556559
Q1,1999,1582.4299999999998,74249,46920.8748570237,328.4,23042,70164.43361753959
Q2,1999,1821.93,88628,48645.118089059404,373.28,26510.36,71020.03857693957
Q3,1999,1587.0300000000002,81733,51500.60175295993,347.74,25084,72134.35325242998
Q4,1999,1758.31,91614,52103.44023522588,369.16,26476.94,71722.1259074656
Q1,2000,1446.21,82342,56936.40619273826,340.40999999999997,25084.218,73688.25240151583
Q2,2000,1755.1,98520.49,56133.83283003818,379.06999999999994,27839.440000000002,73441.42242857523
Q3,2000,1545.8,83611.20999999999,54089.280631388276,348.90000000000003,23147,66342.79163083977
Q4,2000,1618.67,95030.83,58709.205705919056,331.99,27557,83005.51221422332
Q1,2001,1568.21,93011,59310.29645264346,344.16600000000005,30023,87234.06728148625
Q2,2001,1679.9899999999998,101754,60568.217667962315,350.69,33116,94430.9789272577
Q3,2001,1571.7400000000002,100676,64053.85114586382,327.35,29243,89332.51871085993
Q4,2001,1547.59,79892,51623.49201015773,299.81,28026,93479.20349554718
Q1,2002,1532.81,71751.342,46810.330047429234,314.8,31134,98900.88945362135
Q2,2002,1720.7799999999997,81072,47113.51828821814,330.27,36702,111127.25951494233
Q3,2002,1560.09,76838,49252.2867270478,314.35999999999996,30184.870000000003,96020.07252831152
Q4,2002,1624.42,82843.34,50998.719542975334,290.24699999999996,31974.980000000003,110164.72177145675
Q1,2003,1517.56,76328.417,50296.80342128153,302.349,36726.629,121470.97890186506
Q2,2003,1700.0349999999999,83123,48894.87569373572,321.846,38030,118162.10237194186
Q3,2003,1524.464,74732,49021.82012825491,301.95500000000004,31393,103965.82272192875
Q4,2003,1614.83,87230,54018.0700135618,275.807,31040.930999999997,112545.84183867704
Q1,2004,1573.5149999999999,89719,57018.20446579791,278.688,36082.922,129474.2579515444
Q2,2004,1681.4790000000003,90068,53564.74865282289,298.805,39635,132645.03606030688
Q3,2004,1454.119,74033,50912.61444214676,257.658,26952.407,104605.3567131624
Q4,2004,1608.5500000000002,94560,58785.86304435671,285.03000000000003,35573.826,124807.30449426375
Q1,2005,1564.252,87096.7,55679.455739868004,286.777,38148,133023.22013271638
Q2,2005,1715.0629999999999,97472.9,56833.42244570608,311.365,38019.2,122104.92508791931
Q3,2005,1522.568,82830.83000000002,54402.05626284016,270.19599999999997,29744.5,110084.90133088574
Q4,2005,1638,99945.20999999999,61016.61172161172,269.7,31952.825,118475.43566926215
Q1,2006,1571,90942.9,57888.54232972628,255,31409,123172.54901960785
Q2,2006,1654,97846.9,59157.73881499395,278.78,37310.13,133833.59638424564
Q3,2006,1459,86939.94,59588.71830020562,224.95,25066.660000000003,111432.14047566129
Q4,2006,1508,100778.318,66829.12334217507,231,32043,138714.2857142857
Q1,2007,1377,95566,69401.59767610749,215,31484,146437.2093023256
Q2,2007,1631,112214.01800000001,68800.74678111589,255,46938,184070.5882352941
Q3,2007,1512,109003.62000000001,72092.34126984127,230,35525.40000000001,154458.26086956527
Q4,2007,1618.6,124774,77087.6065735821,239,40741,170464.43514644352
Q1,2008,1665,133302,80061.26126126127,262,58808,224458.01526717556
Q2,2008,1681,135804,80787.6264128495,264,60613,229594.69696969696
Q3,2008,1504,128948,85736.70212765956,227,38557,169854.62555066077
Q4,2008,1502,128043,85248.33555259655,224,29254,130598.21428571428
Q1,2009,1583,120896,76371.44662034111,220,28552,129781.81818181818
Q2,2009,1632,125797,77081.49509803922,250,39245,156980
Q3,2009,1394,119023.5,85382.71162123386,212.9,31632.9,148581.0239549084
Q4,2009,1588.8,148760,93630.41289023163,236,41561,176105.93220338985
Q1,2010,1572.458,127285,80946.51812639828,242,48144,198942.14876033057
Q2,2010,1602,137194,85639.20099875156,222,49101,221175.67567567568
Q3,2010,1390,120552,86728.05755395682,229,35936,156925.76419213976
Q4,2010,1592.476,158112,99286.8966314092,224,47841,213575.89285714287
Q1,2011,1584,139359,87979.16666666667,210,46491,221385.71428571426
Q2,2011,1656,150951,91153.98550724637,230,62502,271747.82608695654
Q3,2011,1411,127531,90383.41601700921,212,45629,215231.1320754717
Q4,2011,1614.571,162482,100634.78162310609,241,57300,237759.33609958505
Q1,2012,1641,156291,95241.31627056673,246,56959,231540.65040650405
Q2,2012,1674.576,162287,96912.29302223369,253,55883,220881.42292490118
Q3,2012,1461,138236,94617.38535249828,217,40452,186414.74654377878
Q4,2012,1644,171415,104267.03163017033,230,56091,243873.91304347827
Q1,2013,1631.953,168573,103295.25421381621,235,67207,285987.23404255323
Q2,2013,1642,164978,100473.81242387333,223,67880,304394.61883408076
Q3,2013,1455,137327,94382.8178694158,179,43016,240312.84916201117
Q4,2013,1552,164911,106257.08762886598,207,64993,313975.845410628
Q1,2014,1530,161821,105765.35947712418,208,61240,294423.0769230769
Q2,2014,1596,169022,105903.50877192982,215,73322,341032.5581395349
Q3,2014,1404,154271,109879.62962962964,176,59584,338545.4545454546
Q4,2014,1494,161363,108007.36278447122,183,56766,310196.72131147544
Q1,2015,1475.105,150559,102066.63254480189,173.2,53588.4,309401.84757505776
Q2,2015,1513.423,144231,95301.18149387183,240.4,65273,271518.30282861897
Q3,2015,1234.19,118375.6,95913.59515147586,235.3,46679.2,198381.6404589885
Q4,2015,1489.414,128486.29000000001,86266.33696205354,300.171,49992,166545.06931049304
Q1,2016,1317.81,110230.52,83646.74725491536,151.536,44862.866,296054.17854503216
Q2,2016,1320.674,114078.803,86379.22984778984,149.733,43339.503,289445.23251387465
Q3,2016,1011.7570000000001,83570.068,82598.95211992602,108.868,28944.971,265872.16629312566
Q4,2016,1261.464,102574.94700000001,81314.20872890549,135.672,30478.533,224648.66000353795
Q1,2017,1152.9250000000002,95110.891,82495.29761259405,128.649,33491.349,260331.20350721732
Q2,2017,1069.406,88593.72,82843.85911431207,127,34151.272,268907.65354330704
Q3,2017,938.109,76710.488,81771.40183070411,108.35500000000002,27542.001000000004,254183.01878085922
Q4,2017,1104.077,92001.539,83328.91546513514,131.389,33178.037,252517.61562992333
Q1,2018,910.8889999999999,77610.21100000001,85202.7096605624,111.21199999999999,29421.25,264551.0376578067
Q2,2018,831.6110000000001,70188.083,84400.13780481498,100.549,25857.978000000003,257167.928074869
Q3,2018,773.951,64759.42600000001,83673.80622287457,93.779,23298.225,248437.5499845381
Q4,2018,851.202,72520.02799999999,85197.20113439583,107.15,30112.675,281032.89780681283
Q1,2019,768.635,66146.959,86057.69838740105,105.627,35108.672999999995,332383.5098980374
Q2,2019,710.549,65772.556,92565.82726877386,94.45700000000001,29630.782000000003,313695.9886509205
Q3,2019,666.227,63408.765,95175.91601661296,95.733,30666.233,320330.8472522537
Q4,2019,730.3209999999999,65144.764,89200.17909932756,107.116,35412.832,330602.6363941895
Q1,2020,571.582,52134.30262516,91210.53956415704,92.34100000000001,34694.85267476,375725.3297534139
Q2,2020,337.116,33464.86373128,99268.09683100178,49.039,25267.36682594,515250.45017108833
Q3,2020,479.38,45529.39941557,94975.59225576787,74.386,31494.611904870002,423394.34712002263
Q4,2020,494.286,52444.879218899994,106102.29547043613,91.667,43924.53214942,479174.9719028658
Q1,2021,434.981,51535.19783107,118476.89400472665,96.411,52389.44873186,543397.005858875
Q2,2021,394.12,44168.95847828001,112069.82258773979,74.67699999999999,43197.47412165,578457.5454510759
Q3,2021,369.772,40242.11782152,108829.54312798157,69.53,40963.88158726,589154.0570582482
Q4,2021,370.924,42585.53200879,114809.31945301466,85.783,49029.64024611,571554.2735286711
Q1,2022,334.48900000000003,40600.25552914,121379.94232737098,80.372,52443.24112843,652506.359533544
Q2,2022,309.175,39077.55520411,126392.99815350531,68.239,46095.34350964,675498.5200492387
Q3,2022,278.692,35625.80843655,127832.18907090984,64.87,41280.43311557,636356.2989913672
Q4,2022,294.67400000000004,36034.75353974,122286.84424055055,72.987,38484.35718549,527276.8737650542
Q1,2023,269.05600000000004,35917.957888970006,133496.21598838162,61.62199999999999,37370.62347717,606449.3764754471
Q2,2023,204.784,26135.38078236,127624.13461188375,39.173,26159.824981,667802.4399714089
Q3,2023,235.647,28749.12305782,122000.80229249684,58.020999999999994,44109.91491764,760240.5149452785
Q4,2023,241.94400000000002,35317.09359262,145972.18196202427,60.998000000000005,43565.87317338,714218.059172104
Q1,2024,225.018,50382.279919709996,223903.3318210543,59.260000000000005,47746.44852564,805711.2474795814
Q2,2024,187.131,41753.697435070004,223125.49729905793,48.629000000000005,44541.64124929,915948.1225048838
Q3,2024,200.11200000000002,39904.64898418001,199411.57443921408,59.717,58850.0028332,985481.5686186512
Q4,2024,198.70499999999998,34358.2515043,172910.85530962987,67.861,68281.39699686,1006194.9720290004
Q1,2025,175.767,31572.955926820003,179629.60013438246,61.69799999999999,68706.08468873,1113586.902148044
Q2,2025,132.625,24908.93353975,187814.76750047124,39.502,39533.17300142,1000789.1499524075
Q3,2025,153.91500000000002,27154.717885190003,176426.71529863885,39.377,41718.22219622,1059456.5913152345
Q4,2025,140.984,25793.80283735,182955.53280762353,34.588,35544.508752580005,1027654.3527402568
,,,,,,,
1994-01-31T00:00:00,,466.457,33771.2,72399.38515232915,147.284,154665.2,1050115.4232638986
1994-02-28T00:00:00,,420.593,35739.8,84974.78560033096,127.395,151637,1190290.042780329
1994-03-31T00:00:00,,414.223,34044.9,82189.78666080831,137.909,168285.8,1220266.9876512773
1994-04-30T00:00:00,,459.323,36209.8,78832.97810037817,156.458,169783.4,1085169.1827838782
1994-05-31T00:00:00,,405.292,25027.8,61752.514236649135,133.146,129799.3,974864.4345305155
1994-06-30T00:00:00,,479.414,26023.8,54282.51990972312,158.895,161379.3,1015634.8532049466
1994-07-31T00:00:00,,465.468,21620.8,46449.59481639984,152.985,168688.6,1102647.9720234007
1994-08-31T00:00:00,,432.169,19787.2,45785.79213224457,149.82,163221,1089447.3368041653
1994-09-30T00:00:00,,405.667,17255.6,42536.366034210325,139.359,168013,1205612.841653571
1994-10-31T00:00:00,,509.284,20451,40156.37640295002,151.541,194780.7,1285333.3421318326
1994-11-30T00:00:00,,498.747,21451.4,43010.5845248192,142.715,173050.5,1212559.9971972113
1994-12-31T00:00:00,,505.84,19151.7,37861.181401233596,150.283,175396.5,1167108.0561340938
1995-01-31T00:00:00,,487.2,19980.8,41011.49425287356,146.429,204837.4,1398885.466676683
1995-02-28T00:00:00,,461.568,17506.8,37928.97254575707,126.235,191445.3,1516578.6033984234
1995-03-31T00:00:00,,443.3,16095.4,36308.14346943379,132.922,188065,1414852.3194053655
1995-04-30T00:00:00,,513.52,17669.7,34408.9811497118,148.425,224881.6,1515119.4205827857
1995-05-31T00:00:00,,452.487,15475.2,34200.31956719198,132.754,200614.5,1511174.804525664
1995-06-30T00:00:00,,485.265,16229.4,33444.40666439987,140.261,232126.2,1654958.9693499976
1995-07-31T00:00:00,,517.924,17209,33226.882708659956,152.341,236183.1,1550358.0782586434
1995-08-31T00:00:00,,452.808,16056.7,35460.28338721931,145.24,220900.9,1520937.0696777746
1995-09-30T00:00:00,,449.347,19376.9,43122.353103503534,128.119,206578.5,1612395.5073018053
1995-10-31T00:00:00,,526.911,24875,47209.11121612569,149.914,212536.2,1417720.826607255
1995-11-30T00:00:00,,509.2,23979.9,47093.283582089556,146.8,232684.6,1585044.9591280653
1995-12-31T00:00:00,,522.2,24064.9,46083.684412102644,144.8,220456.4,1522488.950276243
1996-01-31T00:00:00,,515.564,25452.3,49367.87673305351,146.944,278477.1,1895123.9928135888
1996-02-29T00:00:00,,399.924,20772.3,51940.61871755633,110.668,194433.6,1756908.9529041818
1996-03-31T00:00:00,,539.701,25270.1,46822.40722177649,157.229,222149.8,1412906.0160657384
1996-04-30T00:00:00,,474.4,24456.9,51553.33052276561,145.2,265365.3,1827584.7107438017
1996-05-31T00:00:00,,533.1,27194.8,51012.56799849934,165.3,259489.7,1569810.647307925
1996-06-30T00:00:00,,560.7,28421.3,50688.960228286065,148.7,240923.2,1620196.3685272362
1996-07-31T00:00:00,,547.85,28433.1,51899.425025098106,152.944,270808.862533,1770640.6431962028
1996-08-31T00:00:00,,450.54,24779.5,54999.55608824966,140.085,220585.3,1574653.246243352
1996-09-30T00:00:00,,499.7,24482.3,48993.9963978387,138.26,249490.3,1804500.940257486
1996-10-31T00:00:00,,548.69,28563.28,52057.227213909486,145.76,291515.73,1999970.7052689353
1996-11-30T00:00:00,,1098.18,59443.49,54129.09541240962,292.11,496000.98,1697993.837937763
1996-12-31T00:00:00,,590.9,33682.4,57001.86156710104,151.1,261542.3,1730921.9060225016
1997-01-31T00:00:00,,529.7,35385.8,66803.4736643383,133.2,24749.8,185809.30930930932
1997-02-28T00:00:00,,416.5,18884.1,45339.97599039615,108.9,196358.6,1803109.27456382
1997-03-31T00:00:00,,593.9,37972.9,63938.20508503116,160.5,249444.3,1554170.093457944
1997-04-30T00:00:00,,475.2,25738.9,54164.351851851854,119,189503.9,1592469.7478991596
1997-05-31T00:00:00,,589.4,31800.9,53954.699694604686,155.4,140829.8,906240.6692406691
1997-06-30T00:00:00,,587.9,30419.2,51742.133015819025,145.7,24124.9,165579.2724776939
1997-07-31T00:00:00,,584.3,27466.5,47007.53037823036,134,27128,202447.76119402985
1997-08-31T00:00:00,,589.395,24539.054,41634.30975831149,119.8,14851.1,123965.77629382304
