,,,,,,,,
القائمة الرئيسية   Main List,,,,,,,,قائمة الإحصاءات النقدية والمالية       Money & Banking Stat. List
,,,,,,,,
Table 3: Money Supply,,,,,,,,جدول 3: عــــــرض الـنـقـــــــود 
(Million ﷼),,,,,,,,(مليون ﷼)
نهاية الفترة,,النقد المتداول,الودائع,عرض النقود,الودائع الزمنية,عرض النقود,الودائع الأخرى,عرض النقود
,,خارج المصارف, تحت الطلب,  ن 1     ,والإدخارية,  ن 2     ,*شبه النقدية,  ن 3     
,,Currency,Demand ,Money Supply,Time & Savings,Money Supply,Other Quasi-,Money Supply
End of Period,,Outside Banks,Deposits,M1,Deposits,M2,Money Deposits*,M3
,,1,2, 3=1+2,4,5 = 3 + 4,6,7 = 5 + 6
2015-10-31T00:00:00,,170848.03439156,1017129.241,1187977.27539156,408832.384,1596809.6593915601,186558.003,1783367.6623915602
2015-11-30T00:00:00,,168114.62575814998,1029233.201,1197347.82675815,420331.656,1617679.48275815,184082.782,1801762.26475815
2015-12-31T00:00:00,,168491.79047888,980150.664,1148642.45447888,439377.329,1588019.7834788798,197562.28,1785582.0634788799
2016-01-31T00:00:00,,167364.46832426,988161.812,1155526.28032426,425196.319,1580722.59932426,195549.394,1776271.99332426
2016-02-29T00:00:00,,167824.20504096002,982855.854,1150680.0590409602,416813.159,1567493.2180409601,194879.88231743002,1762373.1003583902
2016-03-31T00:00:00,,169233.5330036,987565.3114968915,1156798.8445004916,417112.29807053995,1573911.1425710316,214863.80258364847,1788774.94515468
2016-04-30T00:00:00,,170916.16950101004,984155.3920952053,1155071.5615962152,410197.49918377,1565269.0607799853,215064.2565444047,1780333.31732439
2016-05-31T00:00:00,,172229.82994919,989900.4052072725,1162130.2351564625,413540.8026303,1575671.0377867625,197860.13046832746,1773531.16825509
2016-06-30T00:00:00,,181801.6594786,966195.30671965,1147996.96619825,447275.95405599,1595272.9202542398,188327.26500026,1783600.1852544998
2016-07-31T00:00:00,,174873.73994797003,967353.56004427,1142227.29999224,434303.60480471,1576530.90479695,188693.49678006998,1765224.40157702
2016-08-31T00:00:00,,173713.19333953998,949234.58041743,1122947.77375697,459001.58447529,1581949.35823226,180528.39721462002,1762477.7554468801
2016-09-30T00:00:00,,173468.07739563,944400.9614300099,1117869.03882564,479046.78448179003,1596915.82330743,169274.25446099002,1766190.0777684199
2016-10-31T00:00:00,,169267.67561049998,961550.7582083219,1130818.4338188218,502292.841321658,1633111.2751404797,156390.81036415,1789502.0855046296
2016-11-30T00:00:00,,169699.63235816002,979428.7783466281,1149128.410704788,492298.07933420996,1641426.490038998,162907.93875207158,1804334.4287910694
2016-12-31T00:00:00,,170323.06883444,976086.1988083251,1146409.267642765,496019.30788064003,1642428.575523405,157279.10857184482,1799707.68409525
2017-01-31T00:00:00,,169259.38039515,982424.6968797001,1151684.07727485,474371.32090131997,1626055.39817617,155651.53934897,1781706.93752514
2017-02-28T00:00:00,,167597.20119666998,974813.43108105,1142410.63227772,473163.84166521,1615574.4739429299,148936.63845991,1764511.1124028398
2017-03-31T00:00:00,,169762.96960108,997825.09320282,1167588.0628039,471336.48886084,1638924.55166474,153148.74597289003,1792073.29763763
2017-04-30T00:00:00,,168957.09540684,1015473.8618839299,1184430.95729077,448337.19555812003,1632768.15284889,160122.88166844,1792891.0345173301
2017-05-31T00:00:00,,170575.57154768,997628.22954257,1168203.80109025,462730.99961374997,1630934.800704,153577.66092511,1784512.46162911
2017-06-30T00:00:00,,184276.19897168,984532.92889011,1168809.12786179,483886.80421785,1652695.9320796398,180169.62733054,1832865.5594101797
2017-07-31T00:00:00,,171555.4145055,999993.3813601501,1171548.79586565,487933.5319023,1659482.32776795,156824.55518472998,1816306.8829526799
2017-08-31T00:00:00,,175359.30591349,992044.77954539,1167404.08545888,492552.92402632,1659957.0094852,149986.98696216,1809943.9964473601
2017-09-30T00:00:00,,170609.52780694998,980252.43381406,1150861.96162101,476453.25227533,1627315.21389634,159111.53071898996,1786426.74461533
2017-10-31T00:00:00,,167435.1908723,997268.13354266,1164703.32441496,447418.8239496,1612122.1483645602,169363.65799158,1781485.8063561402
2017-11-30T00:00:00,,169617.01076623,1000745.92672363,1170362.93748986,436644.829761951,1607007.767251811,176836.84500240002,1783844.612254211
2017-12-31T00:00:00,,172046.35069519997,1002467.74800831,1174514.09870351,454152.05919544,1628666.15789895,176505.21473533998,1805171.3726342898
2018-01-31T00:00:00,,175110.46370235,1026862.4006637199,1201972.86436607,435841.98250332,1637814.84686939,173156.50974831,1810971.3566177
2018-02-28T00:00:00,,177554.21316646002,1010247.00812307,1187801.22128953,435291.22512028005,1623092.4464098099,179686.3556128,1802778.8020226099
2018-03-31T00:00:00,,180821.62861363002,1013261.3495815,1194082.9781951301,436709.84541953,1630792.8236146602,164425.44385337998,1795218.26746804
2018-04-30T00:00:00,,181136.6340819943,1036080.9962894501,1217217.6303714444,411043.14093025005,1628260.7713016944,170149.94205694,1798410.7133586344
2018-05-31T00:00:00,,185568.79112441,1034184.4123295901,1219753.203454,410409.58066233003,1630162.78411633,162828.94650991002,1792991.7306262401
2018-06-30T00:00:00,,189861.89484327,1022132.06542417,1211993.96026744,425210.41386247,1637204.37412991,179004.59755711,1816208.97168702
2018-07-31T00:00:00,,181774.64627488996,1018978.74858477,1200753.39485966,428288.86324480997,1629042.2581044699,171700.61656906,1800742.8746735298
2018-08-31T00:00:00,,184439.60093942,1019772.0590130499,1204211.6599524699,429594.2639866,1633805.9239390697,174166.10644921,1807972.0303882798
2018-09-30T00:00:00,,178997.72355044002,1025100.0731598999,1204097.7967103398,430433.19454255997,1634530.9912528999,203390.19857157,1837921.1898244699
2018-10-31T00:00:00,,177804.27611674002,1019858.04332242,1197662.31943916,418234.00982569,1615896.32926485,197929.32434472998,1813825.65360958
2018-11-30T00:00:00,,179748.96056768,1029140.05704477,1208889.01761245,427147.85562948,1636036.87324193,185384.5423267,1821421.41556863
2018-12-31T00:00:00,,180132.44599683,1040664.95184748,1220797.39784431,443022.41314937995,1663819.8109936898,189825.56086021,1853645.3718539
2019-01-31T00:00:00,,181104.68177311,1037175.99005592,1218280.67182903,434128.97023343004,1652409.64206246,176286.84494244002,1828696.4870049001
2019-02-28T00:00:00,,182250.73938844004,1035438.40716664,1217689.14655508,436425.47221976,1654114.6187748401,177707.11533915,1831821.73411399
2019-03-31T00:00:00,,184719.10812617,1036501.2483910801,1221220.3565172502,429884.96568287,1651105.3222001202,177977.22323654,1829082.5454366603
2019-04-30T00:00:00,,185753.15484683003,1055153.1573218699,1240906.3121687,427959.58088577003,1668865.89305447,181135.31187624,1850001.20493071
2019-05-31T00:00:00,,196878.43759666,1061152.56293365,1258031.00053031,444436.80763076,1702467.80816107,181016.72700194002,1883484.53516301
2019-06-30T00:00:00,,190809.98193501,1072291.61913889,1263101.6010739,437183.01986937,1700284.62094327,181977.27553714,1882261.89648041
2019-07-31T00:00:00,,192168.05500693,1069916.47479802,1262084.5298049499,431249.14645243,1693333.6762573798,178199.56081845,1871533.2370758299
2019-08-31T00:00:00,,191498.35996743,1091072.3246576,1282570.68462503,428486.94680685,1711057.63143188,185735.17644444,1896792.8078763199
2019-09-30T00:00:00,,188213.70171782997,1092951.86713498,1281165.56885281,430363.15651332,1711528.72536613,175922.18560986998,1887450.910976
2019-10-31T00:00:00,,189036.5483686,1099694.80913498,1288731.35750358,443948.34051332006,1732679.6980169,169827.89160986998,1902507.58962677
2019-11-30T00:00:00,,188430.21514735,1107339.46974172,1295769.68488907,426827.57236667,1722597.25725574,193459.06810573,1916056.32536147
2019-12-31T00:00:00,,189160.26772414,1099151.08319698,1288311.35092112,501666.91848965,1789978.26941077,195161.18214797,1985139.4515587399
2020-01-31T00:00:00,,190962.75940521,1091484.86948175,1282447.62888696,490580.72152315,1773028.3504101099,175769.67343902998,1948798.02384914
2020-02-29T00:00:00,,191934.05677929,1133779.6454707799,1325713.70225007,465394.33349686005,1791108.03574693,177291.39500026,1968399.43074719
2020-03-31T00:00:00,,198554.91404857003,1166538.77243888,1365093.68648745,460293.54549686005,1825387.23198431,183655.8062734,2009043.0382577102
2020-04-30T00:00:00,,206573.58453448,1198034.61154445,1404608.19607893,447018.44472111,1851626.64080004,184186.529160425,2035813.169960465
2020-05-31T00:00:00,,213586.06763955002,1228184.04946208,1441770.11710163,441352.82018225,1883122.93728388,192195.296824053,2075318.234107933
2020-06-30T00:00:00,,208584.81825026002,1216640.16642162,1425224.98467188,443490.72008286,1868715.70475474,182847.415291057,2051563.120045797
2020-07-31T00:00:00,,213101.88266087003,1207795.59361364,1420897.47627451,443222.94247259997,1864120.4187471098,185578.286178187,2049698.7049252968
2020-08-31T00:00:00,,208981.57479023,1227796.64581164,1436778.22060187,444709.12075878,1881487.34136065,193398.894786302,2074886.236146952
2020-09-30T00:00:00,,206931.15328828,1224902.9207132,1431834.07400148,451017.563866,1882851.6378674798,205161.50532718,2088013.1431946598
2020-10-31T00:00:00,,207303.52130189,1231847.1369997,1439150.65830159,467579.30887181,1906729.9671733999,200385.012816021,2107114.9799894206
2020-11-30T00:00:00,,204948.72575356,1259358.15829901,1464306.88405257,471484.25656877,1935791.14062134,203202.03085366,2138993.1714749997
2020-12-31T00:00:00,,206283.560385,1282591.31982632,1488874.88021132,473966.98055585,1962841.86076717,186425.206063303,2149267.066830473
2021-01-31T00:00:00,,205615.07626114998,1276640.43608749,1482255.51234864,448331.96411766,1930587.4764663,196713.437244561,2127300.913710861
2021-02-28T00:00:00,,204254.88447571,1295158.43261224,1499413.3170879502,449384.64132936,1948797.9584173101,212397.56815398898,2161195.526571299
2021-03-31T00:00:00,,206970.44325522002,1312682.91343529,1519653.3566905102,452707.93266362,1972361.2893541302,214944.132399389,2187305.421753519
2021-04-30T00:00:00,,210790.34669017998,1327537.98638545,1538328.33307563,437256.46766883996,1975584.80074447,229180.03397092,2204764.83471539
2021-05-31T00:00:00,,212186.3169471,1324339.76412682,1536526.08107392,439098.90629144,1975624.98736536,237789.94997116,2213414.93733652
2021-06-30T00:00:00,,208648.15258485003,1333341.1880258,1541989.3406106501,445194.6082454,1987183.9488560501,251602.71697005,2238786.6658261
2021-07-31T00:00:00,,210959.61149893,1316754.15189907,1527713.763398,450874.28490735,1978588.0483053501,272004.11296987,2250592.16127522
2021-08-31T00:00:00,,206930.03667381,1311415.45864005,1518345.49531386,461376.30110041,1979721.79641427,259603.00897172999,2239324.805386
2021-09-30T00:00:00,,204414.59086529,1326095.7618947101,1530510.3527600002,460053.29396313,1990563.6467231303,271834.883925784,2262398.530648914
2021-10-31T00:00:00,,203372.03054569996,1323628.99334335,1527001.02388905,475184.54104596,2002185.56493501,270771.55972072,2272957.12465573
2021-11-30T00:00:00,,202563.69793875,1337777.96387081,1540341.6618095601,476493.31791315,2016834.97972271,257105.87271629,2273940.8524390003
2021-12-31T00:00:00,,204366.04192211002,1360108.1662613498,1564474.20818346,495334.36669822,2059808.5748816798,249011.38056003003,2308819.95544171
2022-01-31T00:00:00,,202948.7850505,1344223.95778958,1547172.74284008,482815.15703853,2029987.89987861,264837.40655941,2294825.30643802
2022-02-28T00:00:00,,202657.49607299,1361203.07513119,1563860.57120418,488932.68251479,2052793.2537189699,277488.79455935,2330282.0482783196
2022-03-31T00:00:00,,205371.37972904003,1378815.94574521,1584187.32547425,504395.86775445996,2088583.19322871,283407.56155938,2371990.75478809
2022-04-30T00:00:00,,214121.44059525,1363957.73312391,1578079.1737191598,530571.25436206,2108650.42808122,287414.47355868993,2396064.90163991
2022-05-31T00:00:00,,206575.48315729998,1363168.33058648,1569743.81374378,517428.59497106005,2087172.40871484,297792.70149781,2384965.11021265
2022-06-30T00:00:00,,206421.14705046,1391059.85438538,1597481.00143584,542992.1070955,2140473.10853134,298517.40540665993,2438990.513938
2022-07-31T00:00:00,,203520.62207179,1392056.23317642,1595576.85524821,519340.09787675,2114916.95312496,317644.81608575,2432561.76921071
2022-08-31T00:00:00,,199072.16997994,1396274.31073572,1595346.48071566,525123.63152644,2120470.1122421,320064.28959506,2440534.40183716
2022-09-30T00:00:00,,199405.75887122002,1397299.60466521,1596705.36353643,543224.0463802901,2139929.4099167204,325863.30385466,2465792.7137713805
2022-10-31T00:00:00,,198545.19802893,1330937.6734672799,1529482.8714962099,603920.22540929,2133403.0969054997,337286.5522807,2470689.6491861995
2022-11-30T00:00:00,,196724.13247333997,1329000.34920953,1525724.48168287,635310.54550148,2161035.02718435,324539.95291926997,2485574.98010362
2022-12-31T00:00:00,,199965.70505283002,1328160.3574,1528126.0624528301,654764.2713499999,2182890.33380283,312481.6821240001,2495372.01592683
2023-01-31T00:00:00,,201621.75649363425,1298901.00298945,1500522.7594830843,661522.2641106801,2162045.0235937643,313863.07203516003,2475908.095628924
2023-02-28T00:00:00,,201215.95745785002,1309905.647022335,1511121.604480185,664446.466140915,2175568.0706211003,327620.80515217,2503188.87577327
2023-03-31T00:00:00,,207552.70111986,1354392.42436272,1561945.12548258,698435.74630982,2260380.8717924,347938.6009551401,2608319.47274754
2023-04-30T00:00:00,,214445.21480882,1337541.21329239,1551986.4281012102,706636.44849385,2258622.8765950603,364234.26529086,2622857.1418859204
2023-05-31T00:00:00,,211714.9518153,1334344.9081085501,1546059.85992385,720769.12461589,2266828.98453974,335957.2503629,2602786.23490264
2023-06-30T00:00:00,,220840.75538973,1326157.72669341,1546998.48208314,770288.30367298,2317286.78575612,343268.97596876,2660555.76172488
2023-07-31T00:00:00,,211291.7124546,1328204.89548139,1539496.60793599,773509.68665574,2313006.29459173,346670.664906443,2659676.959498173
2023-08-31T00:00:00,,208875.51566343,1319050.8531944698,1527926.3688579,809495.10344143,2337421.47229933,337054.490137184,2674475.962436514
2023-09-30T00:00:00,,207977.63003381,1330393.8248633503,1538371.4548971602,811312.2605903001,2349683.71548746,313642.10951160005,2663325.82499906
2023-10-31T00:00:00,,207791.93874476,1312286.7573,1520078.6960447598,841917.60219,2361996.29823476,326445.4523278001,2688441.75056256
2023-11-30T00:00:00,,210218.44574008003,1333874.13503948,1544092.58077956,838248.51775474,2382341.0985343,288159.62026968005,2670500.71880398
2023-12-31T00:00:00,,211884.8803785,1312330.2918346801,1524215.1722131802,864069.4239041801,2388284.5961173605,297058.62959233,2685343.2257096907
2024-01-31T00:00:00,,212306.99773064,1317455.26945858,1529762.26718922,864321.2581309499,2394083.52532017,326873.57226206,2720957.09758223
2024-02-29T00:00:00,,217976.32329983002,1347250.40587447,1565226.7291743,838532.7914491999,2403759.5206235,352433.49094403,2756193.01156753
2024-03-31T00:00:00,,227490.77005046,1407114.40684256,1634605.17689302,843248.14454708,2477853.3214401,345892.15957122995,2823745.48101133
2024-04-30T00:00:00,,228279.58675494,1378755.38434675,1607034.97110169,842285.94503356,2449320.91613525,343991.70726635994,2793312.62340161
2024-05-31T00:00:00,,230456.16028359,1390893.03404183,1621349.19432542,889558.4452045601,2510907.6395299803,314807.08184874,2825714.7213787204
2024-06-30T00:00:00,,229187.03391492998,1421422.59941256,1650609.63332749,903712.4495317099,2554322.0828592,344383.80855212006,2898705.89141132
2024-07-31T00:00:00,,225193.99335406,1399463.33220473,1624657.32555879,930239.78325904,2554897.1088178298,314890.66516767,2869787.7739854995
2024-08-31T00:00:00,,226392.45490317,1437365.0774562599,1663757.5323594299,929658.7215496099,2593416.25390904,313219.74991995003,2906636.00382899
2024-09-30T00:00:00,,224781.67146168998,1442760.7931805,1667542.46464219,946865.5352704601,2614407.99991265,329253.46649156004,2943661.46640421
2024-10-31T00:00:00,,226990.79951095,1425488.68702497,1652479.48653592,971103.33205183,2623582.81858775,312506.17999710003,2936088.99858485
2024-11-30T00:00:00,,226646.93604593002,1436392.4624068502,1663039.3984527802,989986.2254380899,2653025.6238908703,292630.02277878,2945655.6466696505
2024-12-31T00:00:00,,229088.19631035,1440640.6123717302,1669728.8086820801,949707.90734594,2619436.7160280203,302035.60330071003,2921472.3193287305
2025-01-31T00:00:00,,233714.05989306,1446111.54576397,1679825.60565703,985034.9490511001,2664860.5547081297,301279.43284635,2966139.98755448
2025-02-28T00:00:00,,237905.48416700002,1470383.22463585,1708288.70880285,1031712.07270648,2740000.78150933,293682.91877279,3033683.70028212
2025-03-31T00:00:00,,251534.70336374,1461943.42580178,1713478.12916552,1075526.8680081,2789004.99717362,266866.87396929,3055871.87114291
2025-04-30T00:00:00,,243735.69426504002,1459139.73836658,1702875.4326316202,1062360.64808197,2765236.08071359,286752.9352452701,3051989.01595886
2025-05-31T00:00:00,,246187.73082390998,1502490.4490803399,1748678.17990425,1086869.73689953,2835547.91680378,255542.93614790996,3091090.85295169
2025-06-30T00:00:00,,244311.08135188997,1495281.3073080298,1739592.3886599198,1099881.6830699702,2839474.07172989,280542.65208193054,3120016.7238118206
2025-07-31T00:00:00,,242340.19834413,1447416.7191077499,1689756.91745188,1123286.31831422,2813043.2357660998,296717.73677353753,3109760.9725396372
2025-08-31T00:00:00,,239547.96376674,1502500.09767271,1742048.06143945,1125528.41478712,2867576.47622657,284383.6415582625,3151960.1177848326
2025-09-30T00:00:00,,237340.87662348003,1477847.9072655302,1715188.7838890103,1152758.71365331,2867947.4975423203,304404.47979040747,3172351.977332728
2025-10-31T00:00:00,,240549.53250427,1415351.2906730399,1655900.82317731,1160626.12195529,2816526.9451326,321818.58561634,3138345.53074894
2025-11-30T00:00:00,,239524.06165539,1418162.5416744398,1657686.6033298299,1170679.65562183,2828366.25895166,310311.4720339376,3138677.7309855972
2025-12-31T00:00:00,,241965.75771247002,1432320.08099126,1674285.8387037301,1173836.6563675266,2848122.4950712565,319655.4768074151,3167777.9718786716
2026-01-31T00:00:00,,244943.32088925003,1445639.19164252,1690582.51253177,1185540.6135520712,2876123.126083841,341701.65303697245,3217824.7791208136
2026-02-28T00:00:00,,248046.12672179003,1488115.25749647,1736161.38421826,1198854.04191485,2935015.42613311,354325.9718607849,3289341.397993895
,,,,,,,,
,,,,,,,,
"*  Which comprise residents' foreign currency deposits,",,,,,,,,* تتكون  من ودائع المقيمين بالعملات الأجنبية،  والودائع مقابل إعتمادات مستندية
"    marginal deposits for LCs, outstanding remittances, and banks Repo transactions with private sector.",,,,,,,," والتحويلات القائمة, وعمليات إعادة الشراء ( الريبو) التي نفذتها المصارف مع  القطاع الخاص ."
