المؤشر العقاري لمدينة الرياض  في عام 2018 و2019 و2020 و 2021,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
المدينة,الرياض,,,,,,,,,,,,,
حالة العملية(معتمدة/ملغية/..),معتمدة,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,2018,2018,2018,2019,2019,2019,2020,2020,2020,2021,2021,2021
الشهر,تصنيف العقار,نوع العقار,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات
اكتوبر,سكني,قطعة أرض,2563686591,2778806.7254999983,4128,4087553007,3798466.4408000032,5499,3202900143,3592189.2466999963,4951,,,
اكتوبر,سكني,عمارة,1490000,371.15999999999997,3,1045000,411.41999999999996,4,940000,743.7,5,,,
اكتوبر,سكني,فيلا,26697313,19175.19,41,44322042,32530.31,55,33684511,21476.9875,30,,,
اكتوبر,سكني,شقة,152709243,30194.009000000005,208,166996178,52185.727000000006,336,50933100,16334.227000000003,101,,,
اكتوبر,سكني,معرض/محل,91871517,28974.890000000007,73,86561300,31780.577500000003,86,47763482,13439.25,36,,,
اكتوبر,سكني,مركز تجاري,1516613,1944.375,1,,,,,,,,,
اكتوبر,سكني,بيت,2534400,4305.28,23,6148938,3917.9887,24,3237894,3425.366,20,,,
اكتوبر,سكني,مرفق,,,,718130000,3011107.49,3,13530000,9020,1,,,
اكتوبر,سكني,إستراحة,,,,747000,1302.4,3,600000,900,1,,,
اكتوبر,سكني,أرض زراعية,,,,3880800,1764,1,,,,,,
اكتوبر,تجاري,,1382639324,1783019.7719999987,328,1223728522,1183367.39,426,2580695990,5699271.8014,445,,,
اكتوبر,تجاري,قطعة أرض,1292793635,1757655.7119999998,280,1203716529,1174131.91,381,2550270553,5690096.444100002,411,,,
اكتوبر,تجاري,عمارة,,,,2100000,703.8,2,11875000,3040.6,2,,,
اكتوبر,تجاري,فيلا,,,,3050000,2687.34,5,1800000,440,1,,,
اكتوبر,تجاري,شقة,21100924,6137.160000000001,44,14661993,5736.339999999998,37,11755437,4239.7773,25,,,
