المؤشر العقاري لمدينة مكة المكرمة  في عام 2018 و2019 و2020 و 2021,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
المدينة,مكة المكرمة,,,,,,,,,,,,,,,,
حالة العملية(معتمدة/ملغية/..),معتمدة,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,2018,2018,2018,2019,2019,2019,2020,2020,2020,2021,2021,2021,,,
الشهر,تصنيف العقار,نوع العقار,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,,,
سبتمبر,سكني,فيلا,6455000,3305,9,4150000,3200,8,10869667,6479.5236,19,,,,,,
سبتمبر,سكني,شقة,29504026,11026.806999999999,61,64076445,20187.090799999998,133,24563794,6756.650000000003,58,,,,,,
سبتمبر,سكني,بيت,5281807,456.76800000000003,2,1865000,2155.74,4,2587500,1314.3,3,,,,,,
سبتمبر,تجاري,,199108579,34162.231,44,47562500,38167.4,53,21432268,25649.76,38,,,,,,
سبتمبر,تجاري,قطعة أرض,197478829,33762.231,43,46012500,37767.4,52,20732268,24849.76,36,,,,,,
سبتمبر,تجاري,فيلا,1629750,400,1,1550000,400,1,700000,800,2,,,,,,
سبتمبر,زراعي,,36116250,911857.67,4,4132500,51940.04,3,7833200,29054.26,14,,,,,,
سبتمبر,زراعي,قطعة أرض,3016250,1371.33,1,3412500,50926,1,7833200,29054.26,14,,,,,,
سبتمبر,زراعي,أرض زراعية,33100000,910486.3400000001,3,720000,1014.04,2,,,,,,,,,
اكتوبر,,,789212503,610535.5279,688,1128013109,775370.2381,977,703454947,852051.1268999999,771,,,,,,
اكتوبر,سكني,,676410910,368517.63669999986,639,1025101897,464618.01749999984,915,609950337,617144.2559,693,,,,,,
اكتوبر,سكني,قطعة أرض,556289817,342515.3857999999,508,951378437,436110.29749999987,766,579945283,607812.6259,644,,,,,,
اكتوبر,سكني,عمارة,52310183,938.6029,3,2247000,1109.3000000000002,3,1282500,255.5,1,,,,,,
اكتوبر,سكني,فيلا,2750000,3231.67,8,8072645,5467.51,14,9380000,2470,5,,,,,,
اكتوبر,سكني,شقة,54947296,21376.156000000006,117,62308815,20130.909999999996,129,19192554,5961.13,42,,,,,,
اكتوبر,سكني,بيت,10113614,455.822,3,400000,600,1,150000,645,1,,,,,,
اكتوبر,سكني,مرفق,,,,695000,1200,2,,,,,,,,,
اكتوبر,تجاري,,102423728,31206.060000000005,44,98556212,52630.96,54,71889250,53219.661,55,,,,,,
اكتوبر,تجاري,قطعة أرض,101173728,30806.060000000005,43,98206212,52230.96,53,69889250,52819.661,54,,,,,,
اكتوبر,تجاري,فيلا,1250000,400,1,350000,400,1,2000000,400,1,,,,,,
اكتوبر,زراعي,,10377865,210811.83120000002,5,4355000,258121.26059999998,8,21615360,181687.21000000002,23,,,,,,
اكتوبر,زراعي,قطعة أرض,377865,145310.0312,4,3125000,228761.47999999998,4,21615360,181687.21000000002,23,,,,,,
اكتوبر,زراعي,أرض زراعية,10000000,65501.8,1,1230000,29359.7806,4,,,,,,,,,
نوفمبر,,,820645617,745040.6997,794,752811096,415724.2995000001,721,957362901,860460.9557000004,1201,,,,,,
نوفمبر,سكني,,652984181,382232.2377,737,684524279,367195.4495000001,656,820987105,749363.5646000004,1078,,,,,,
نوفمبر,سكني,قطعة أرض,574258494,355918.3163,587,615826969,340350.5535000001,531,766944310,729331.8196000003,975,,,,,,
نوفمبر,سكني,عمارة,,,,3180000,1265.85,3,,,,,,,,,
نوفمبر,سكني,فيلا,17894725,5929.3674,13,10382500,7713.83,19,7883747,3593.2999999999997,8,,,,,,
نوفمبر,سكني,شقة,58736017,18711.043999999998,132,51514810,15328.365999999998,98,46039048,15766.765,93,,,,,,
نوفمبر,سكني,بيت,2094945,1673.51,5,3410000,1903.08,4,20000,37.91,1,,,,,,
نوفمبر,سكني,أرض زراعية,,,,210000,633.77,1,100000,633.77,1,,,,,,
نوفمبر,تجاري,,166451436,44732.365999999995,51,67991817,46646.75,62,123366656,73262.0311,105,,,,,,
نوفمبر,تجاري,قطعة أرض,165601436,43932.365999999995,49,67991817,46646.75,62,123366656,73262.0311,105,,,,,,
نوفمبر,تجاري,فيلا,850000,800,2,,,,,,,,,,,,
نوفمبر,زراعي,,1210000,318076.096,6,295000,1882.1,3,13009140,37835.35999999999,18,,,,,,
نوفمبر,زراعي,قطعة أرض,10000,143000,1,35000,500,1,9009140,2977.2400000000002,15,,,,,,
نوفمبر,زراعي,أرض زراعية,1200000,175076.096,5,260000,1382.1,2,4000000,34858.119999999995,3,,,,,,
ديسمبر,,,2299302403,539557.3725000004,986,745692629,686056.801,770,653003222,619951.4959999999,899,,,,,,
ديسمبر,سكني,,2151107902,479024.77000000037,914,654405718,359672.1510000001,698,564359776,572860.2459999999,808,,,,,,
ديسمبر,سكني,قطعة أرض,2082782202,453161.0010000004,780,595065144,337700.10600000015,589,528876062,561608.7559999999,722,,,,,,
ديسمبر,سكني,عمارة,,,,350000,400,1,,,,,,,,,
ديسمبر,سكني,فيلا,4964931,3600,9,11822500,7665.58,19,4075000,1600,4,,,,,,
ديسمبر,سكني,شقة,62050769,20338.029000000006,121,43120199,13216.77499999999,87,31358714,9201.490000000002,81,,,,,,
ديسمبر,سكني,بيت,930000,1351.74,3,4047875,689.69,2,50000,450,1,,,,,,
ديسمبر,سكني,مرفق,380000,574,1,,,,,,,,,,,,
ديسمبر,تجاري,,147904501,57041.17000000001,70,79886911,43904.05,69,72412456,42655.770000000004,64,,,,,,
ديسمبر,تجاري,قطعة أرض,147904501,57041.17000000001,70,79536911,43504.05,68,71009956,42255.770000000004,63,,,,,,
ديسمبر,تجاري,فيلا,,,,350000,400,1,1402500,400,1,,,,,,
ديسمبر,زراعي,,290000,3491.4325,2,11400000,282480.6,3,16230990,4435.48,27,,,,,,
ديسمبر,زراعي,قطعة أرض,,,,11400000,282480.6,3,16230990,4435.48,27,,,,,,
ديسمبر,زراعي,أرض زراعية,290000,3491.4325,2,,,,,,,,,,,,
